"Updates","params_6","params_10","params_3","params_9","params_7","params_1","params_4","params_8","params_2","params_5"
"2750.0","220.58870967741933","235.47058823529412","nan","nan","318.5","205.1090909090909","124.0","nan","nan","211.56053277801414"
"2760.0","240.00980392156862","212.96","nan","nan","389.0","189.09259259259258","nan","nan","nan","223.57685185185184"
"2770.0","228.39239130434783","228.0","nan","nan","373.0","250.42948717948718","nan","nan","nan","171.03368322849514"
"2780.0","285.49107142857144","242.64705882352942","nan","nan","nan","314.25","127.0","nan","nan","194.26942259461924"
"2790.0","247.97226386806597","237.95454545454547","nan","nan","181.0","188.18032786885246","nan","nan","nan","239.9345675420996"
"2800.0","207.21205627705626","225.89655172413794","nan","nan","nan","163.86764705882354","nan","nan","nan","184.32167813080028"
"2810.0","258.21768525592057","329.72727272727275","nan","nan","502.0","195.23214285714286","nan","nan","nan","172.7993881118881"
"2820.0","328.77256944444446","216.88888888888889","nan","nan","223.0","220.01923076923077","nan","nan","nan","213.36347628853673"
"2830.0","304.5706168831169","184.34615384615384","nan","nan","nan","221.5","nan","nan","nan","234.946875"
"2840.0","356.847380050505","188.1875","nan","nan","nan","240.2156862745098","166.0","nan","nan","198.93149616368285"
"2850.0","278.50912698412696","235.08","nan","153.0","nan","191.734375","nan","143.0","nan","210.26435335497834"
"2860.0","256.813200280112","224.16666666666666","nan","nan","nan","200.34426229508196","131.0","nan","nan","210.40067677756034"
"2870.0","231.8090019893899","179.32142857142858","nan","nan","628.0","315.42857142857144","nan","nan","454.0","191.96584669304457"
"2880.0","224.85482171337435","197.3030303030303","nan","nan","nan","509.14864864864865","nan","nan","nan","214.3346347745082"
"2890.0","225.40378787878788","195.77272727272728","nan","nan","nan","567.7866666666666","nan","nan","nan","192.3366548452228"
"2900.0","248.5376388888889","189.35416666666669","nan","nan","nan","382.0416666666667","nan","nan","nan","226.113801107472"
"2910.0","243.5579278616121","214.26666666666668","nan","nan","80.0","158.37272727272727","nan","nan","nan","186.9952670625997"
"2920.0","279.38750000000005","212.69565217391303","nan","nan","nan","155.421875","nan","nan","nan","210.46914342488114"
"2930.0","229.5815429136081","222.04761904761904","nan","nan","nan","164.65981735159818","nan","nan","nan","273.8338672558225"
"2940.0","242.36266045256252","187.25","nan","nan","nan","331.2971014492754","93.0","nan","nan","216.3406477906478"
"2950.0","229.47843749999998","198.07407407407408","nan","nan","nan","282.0344827586207","nan","nan","nan","221.82912912912914"
"2960.0","233.86191860465118","194.3030303030303","nan","180.0","353.0","533.0108695652174","nan","nan","nan","211.9880501029373"
"2970.0","241.86244939271253","195.6153846153846","nan","nan","nan","334.8875","104.0","nan","434.0","218.28906862745097"
"2980.0","258.6740287162162","349.6212121212121","56.0","nan","nan","267.96296296296293","nan","nan","nan","212.30168181880512"
"2990.0","237.12242933723198","187.96969696969697","nan","nan","144.0","399.8520408163265","nan","nan","nan","264.84568875651524"
"3000.0","227.24224137931031","192.24242424242425","nan","51.0","nan","322.491935483871","133.0","nan","nan","205.56776428250114"
"3010.0","231.8235294117647","203.0","nan","nan","nan","222.41346153846155","nan","nan","930.0","328.6633484162896"
"3020.0","212.13095238095238","190.0","64.0","nan","nan","371.30172413793105","nan","nan","nan","351.9338771949363"
"3030.0","245.73792620496474","356.25","58.0","nan","nan","178.1984126984127","nan","nan","nan","205.8078872347165"
"3040.0","218.4779411764706","203.72727272727272","81.0","nan","nan","175.5441176470588","120.0","nan","566.5","272.4535159699339"
"3050.0","229.31481829573937","230.39583333333331","nan","nan","133.0","410.4015151515152","107.5","nan","nan","363.3687401994291"
"3060.0","270.1847441630723","199.45","nan","nan","nan","128.73846153846154","125.0","nan","nan","188.31235803612387"
"3070.0","258.1325029137529","209.0","nan","nan","nan","538.9512195121952","134.0","nan","167.5","202.1273813214827"
"3080.0","231.99329593267882","130.95652173913044","nan","nan","nan","233.0625","nan","nan","149.0","196.04175712347353"
"3090.0","247.66454678362572","199.27272727272728","nan","nan","nan","407.55833333333334","nan","nan","nan","296.60049487451397"
"3100.0","214.8774154589372","176.2258064516129","51.0","nan","nan","311.51977401129943","132.0","nan","nan","180.54720413072815"
"3110.0","241.54502923976608","185.3235294117647","nan","nan","nan","182.6142857142857","nan","nan","992.0","211.51599262305785"
"3120.0","230.63738344988346","180.94285714285715","nan","nan","nan","192.24528301886792","nan","nan","325.5","178.305929038282"
"3130.0","227.76902997364954","191.82608695652175","nan","153.0","nan","363.5550847457627","648.0","nan","81.0","180.7846889334694"
"3140.0","222.6613147605083","181.57142857142858","60.0","nan","nan","258.262987012987","nan","nan","nan","181.8654198145077"
"3150.0","237.1625","436.9583333333333","nan","nan","193.0","277.0825396825397","nan","nan","nan","212.15672514619882"
"3160.0","232.56931818181818","454.1851851851852","62.0","nan","nan","340.2988505747127","106.0","nan","nan","182.3728974291622"
"3170.0","211.12441160372197","187.1764705882353","nan","nan","nan","215.86111111111111","nan","nan","nan","205.95597942944792"
"3180.0","246.94348009446693","201.94736842105263","nan","nan","nan","346.6012987012987","152.0","nan","nan","188.62355141389355"
"3190.0","236.9681795131846","207.47619047619048","nan","nan","nan","323.65384615384613","nan","nan","nan","190.23112659698026"
"3200.0","217.77804232804235","180.1153846153846","nan","nan","nan","363.42156862745094","nan","nan","nan","182.60102183650613"
"3210.0","219.53603896103897","192.75757575757575","nan","nan","445.5","306.992337164751","nan","nan","219.0","214.5655341931375"
"3220.0","253.07647058823528","210.64","49.0","nan","507.0","322.9092741935484","nan","nan","nan","198.94117169750083"
"3230.0","214.40628054740958","189.9","nan","nan","nan","387.6529459241324","nan","nan","50.0","193.0642413142413"
"3240.0","210.6777095453566","188.8846153846154","nan","nan","91.0","319.6305555555556","127.0","nan","nan","182.5983863837312"
"3250.0","212.67239758499127","176.42105263157896","nan","nan","nan","440.7261904761904","nan","nan","118.5","181.1594017094017"
"3260.0","214.05393217893217","176.04166666666666","nan","nan","nan","428.09617486338794","156.0","nan","nan","194.60180928013543"
"3270.0","193.81796757164406","193.32142857142858","64.0","nan","nan","396.72562358276645","104.0","nan","64.0","206.98602538576407"
"3280.0","221.53088803088804","223.39285714285714","nan","186.0","922.0","344.06410256410254","nan","nan","72.0","206.7798692147246"
"3290.0","237.78407557354927","180.15","nan","130.0","nan","278.4385593220339","nan","nan","122.5","234.0707317073171"
"3300.0","193.34002576164875","179.45833333333334","nan","nan","nan","400.8666666666666","nan","nan","504.0","248.39062499999997"
"3310.0","195.72548201798202","193.56521739130434","nan","nan","nan","357.56617647058823","nan","nan","nan","188.8166039930854"
"3320.0","217.94195433807218","213.05555555555554","nan","nan","406.5","450.4106060606061","nan","nan","274.875","182.41357142857143"
"3330.0","194.34449622957686","223.95833333333334","nan","nan","75.0","388.0803571428571","86.0","nan","nan","189.59478715728713"
"3340.0","214.01244782349434","223.47368421052633","nan","216.0","90.0","344.71572580645164","nan","nan","nan","352.9816228414443"
"3350.0","216.6499975998464","267.15","nan","nan","130.0","286.5351851851852","nan","nan","nan","206.53392100942008"
"3360.0","192.3950534038192","209.03846153846155","nan","nan","nan","293.0","nan","nan","nan","235.37698881651005"
"3370.0","219.24265550239232","200.3181818181818","nan","75.0","nan","266.2552083333333","131.5","nan","nan","361.4482169588102"
"3380.0","209.31338562753038","173.3448275862069","nan","nan","55.5","274.53333333333336","87.0","nan","nan","285.82736779143636"
"3390.0","237.11001228501226","196.39285714285714","nan","nan","nan","239.42839864537981","nan","nan","nan","192.4637650617345"
"3400.0","226.983682983683","177.94285714285715","57.0","nan","nan","257.5118518518519","nan","nan","nan","198.92785909623993"
"3410.0","253.94243697478993","219.72222222222223","nan","nan","nan","245.4455882352941","110.0","nan","nan","184.58274886877825"
"3420.0","228.42150997150998","452.4375","50.0","nan","nan","275.10395480225986","nan","nan","nan","203.85894596359717"
"3430.0","192.66788510722014","309.56666666666666","nan","nan","nan","224.4459706959707","128.0","nan","nan","272.0986242408758"
"3440.0","209.21657984964438","314.05882352941177","nan","nan","nan","249.34059987631417","nan","nan","nan","327.8923439437784"
"3450.0","199.57730855855857","178.64285714285714","nan","nan","nan","285.6662581699347","105.0","nan","101.0","402.43760452284323"
"3460.0","200.97281723912158","491.95454545454544","45.0","nan","nan","335.0617283950617","nan","nan","nan","195.69892144892142"
"3470.0","231.82656830308633","429.25","nan","nan","nan","351.4142369319674","nan","nan","284.0","195.31395982991197"
"3480.0","219.14174107142858","355.1913043478261","nan","nan","135.0","394.92692502532924","nan","nan","519.0","210.99429399790267"
"3490.0","185.90977564102562","227.1904761904762","nan","nan","nan","315.4983800266819","96.0","nan","nan","179.00485811498126"
"3500.0","215.73242274966412","230.43478260869566","nan","nan","nan","279.00523657628924","nan","nan","nan","190.91250976069082"
"3510.0","199.0251531862745","175.83333333333334","nan","nan","nan","225.11003051106024","nan","nan","nan","194.3074158762421"
"3520.0","212.48259092498688","173.44827586206895","nan","nan","60.0","222.85324947589098","109.5","nan","406.0","196.5852557959109"
"3530.0","209.24723942208462","215.35714285714286","nan","nan","nan","370.6772624201196","nan","nan","nan","202.647294324549"
"3540.0","211.74905303030303","213.30434782608697","nan","nan","72.0","266.53276353276357","nan","nan","416.5","211.76914474861334"
"3550.0","200.10605462749618","317.28","54.0","nan","87.0","307.38065003779286","nan","nan","nan","333.1642268962921"
"3560.0","207.3140516890517","330.93548387096774","nan","nan","nan","217.39080459770116","nan","nan","955.0","194.2755000990295"
"3570.0","227.9112103174603","401.359375","nan","nan","nan","301.23208616780045","nan","nan","408.0","192.42039458009575"
"3580.0","228.53433072140166","179.72727272727272","nan","nan","64.0","356.73667388390555","nan","nan","nan","196.307905335083"
"3590.0","218.10149420472","169.31034482758622","61.0","181.0","95.0","267.7070707070707","105.0","nan","297.0","189.18672885779333"
"3600.0","219.81287509377344","174.89473684210526","nan","nan","66.0","340.1234632034632","nan","nan","nan","189.97162309368193"
"3610.0","216.49491843349807","304.8695652173913","nan","nan","nan","282.2412037037037","nan","nan","522.5","200.51481397975624"
"3620.0","218.64154352174702","292.3333333333333","64.0","nan","54.0","191.18642951251647","nan","nan","nan","180.4829195495862"
"3630.0","234.45617965367967","184.2173913043478","nan","nan","nan","267.528664799253","104.0","nan","802.5","193.84176379176378"
"3640.0","223.94798701298703","240.76","nan","nan","nan","316.8327228327228","nan","nan","579.0","205.49685805422646"
"3650.0","206.3407224958949","168.0","nan","nan","nan","278.69625603864733","nan","nan","202.5","195.4157972367691"
"3660.0","225.786149068323","587.2166666666667","nan","nan","nan","245.93427579365084","nan","nan","352.0","191.9208848090776"
"3670.0","203.87364498644985","173.02777777777777","nan","nan","nan","251.9661010449621","nan","nan","595.0","197.95817551016003"
"3680.0","242.1919983169983","394.9","nan","nan","nan","289.9273504273504","123.33333333333333","nan","719.0","178.85587906772525"
"3690.0","227.6460419210419","278.8263157894737","nan","nan","647.0","251.0881118881119","nan","nan","nan","179.2680544917387"
"3700.0","196.90254182754185","347.9677419354839","66.0","nan","689.0","308.5952660406886","87.0","nan","557.0","196.22530941280942"
"3710.0","245.48101275766714","320.83088235294116","nan","nan","711.0","308.23140448140447","nan","nan","314.75","188.37200170721297"
"3720.0","216.840600132626","557.1722222222222","nan","nan","nan","312.59866423800844","nan","nan","178.33333333333334","207.10636802810714"
"3730.0","221.83252810407984","347.4423076923077","nan","nan","nan","318.3283882783883","nan","nan","421.0","197.7072034293169"
"3740.0","257.1721728928966","275.1969696969697","nan","nan","64.0","278.7080521817364","nan","nan","374.0","200.99646983311936"
"3750.0","258.6943277310924","359.80357142857144","nan","nan","nan","277.7702876219825","nan","nan","664.5","183.87375412971656"
"3760.0","257.5066439994289","498.07738095238096","nan","194.0","nan","295.32079772079777","134.0","nan","nan","178.00564081797435"
"3770.0","312.1068181818182","290.3928571428571","nan","nan","nan","261.85909217488165","nan","nan","nan","172.18516416828234"
"3780.0","247.67802187615868","376.23387096774195","nan","nan","nan","252.25836385836385","nan","nan","nan","183.95326761591824"
"3790.0","225.51400862068965","342.5916666666667","nan","nan","nan","278.933549165935","nan","nan","nan","172.03095793095792"
"3800.0","241.11971966205837","388.8296703296703","44.0","nan","nan","245.2459712739094","nan","nan","620.0","181.38847265221875"
"3810.0","212.5546059332824","279.12931034482756","nan","nan","nan","262.28416347381864","nan","nan","nan","192.79722771190163"
"3820.0","203.71099272031734","333.98","nan","nan","91.0","241.11133512544802","146.0","nan","624.0","173.87367166744806"
"3830.0","235.5602813852814","348.26190476190476","nan","nan","nan","265.28135548671736","111.0","nan","nan","199.63321876169098"
"3840.0","223.49421769991696","345.171875","nan","145.0","nan","255.3646656090841","nan","nan","503.0","170.33903494536403"
"3850.0","221.7098186344239","310.53456221198155","58.0","nan","nan","245.2887403446227","120.0","nan","nan","178.78957207318888"
"3860.0","230.08252923976605","283.0416666666667","nan","nan","nan","223.55692251072864","nan","nan","nan","181.6698227460555"
"3870.0","195.49772727272727","277.45","nan","nan","93.0","239.00730143402873","nan","nan","nan","184.51361241217796"
"3880.0","227.4221445221445","385.3416666666667","64.0","nan","84.0","239.8642337352015","nan","nan","nan","169.69285714285715"
"3890.0","215.68593594021849","294.60138248847926","nan","nan","107.0","229.21072086609217","nan","nan","nan","175.23160331384017"
"3900.0","173.00879014396457","341.19278996865205","66.0","nan","38.0","226.09346610761705","110.5","nan","490.0","172.26739508588824"
"3910.0","196.92091749998482","274.1452380952381","nan","nan","nan","241.51399881164585","116.0","nan","904.0","177.82950476633343"
"3920.0","187.311598354134","324.84722222222223","nan","nan","nan","228.8295077471548","nan","nan","nan","187.3747996918336"
"3930.0","209.3317782067782","302.48809523809524","nan","nan","836.0","236.24422684980064","nan","nan","nan","305.9079365503007"
"3940.0","203.17210119629476","350.4607142857143","nan","nan","612.0","253.14983888292159","nan","nan","nan","192.0945165945166"
"3950.0","189.94393370856784","282.2128482972136","nan","nan","65.0","206.88203651593483","nan","nan","558.0","167.21559386270556"
"3960.0","206.28471996753248","282.9627329192547","nan","nan","93.0","232.42314241739527","nan","nan","537.0","194.7836940836941"
"3970.0","206.66790646389666","300.390625","nan","nan","nan","202.06333783175887","138.0","nan","nan","165.0853745518704"
"3980.0","204.92896346572817","254.29738562091507","nan","nan","102.0","230.0795321637427","118.0","nan","383.0","177.5607880379122"
"3990.0","232.42481061031808","284.872311827957","nan","nan","nan","221.51574074074074","nan","nan","nan","178.44372294372295"
"4000.0","215.418842364532","285.5833333333333","nan","nan","nan","209.3462912824622","178.0","nan","nan","168.1764147099747"
"4010.0","216.76705624778648","408.8771929824561","66.0","nan","nan","200.49734417344175","107.0","nan","nan","172.55686368186366"
"4020.0","181.7876842751843","289.56451612903226","nan","nan","nan","215.81671776499363","125.0","nan","752.0","147.48221159037354"
"4030.0","194.35030405405405","288.4908285895003","nan","nan","105.5","212.88851662068063","nan","nan","829.0","155.0730695549661"
"4040.0","191.32487971130712","264.4257703081233","nan","nan","nan","213.56141271090132","nan","nan","561.0","287.9180400059711"
"4050.0","193.74096374889479","241.81283783783783","nan","nan","nan","212.906439515697","nan","nan","nan","254.96718230412284"
"4060.0","219.09417888563053","240.39038461538462","nan","nan","nan","214.66318517070908","84.0","nan","nan","158.20742753623188"
"4070.0","201.2923716068877","258.8057692307692","nan","nan","nan","192.97517708590726","134.0","nan","533.0","158.7083989216378"
"4080.0","209.51414326414326","336.76666666666665","nan","nan","nan","222.23638575260432","nan","nan","463.0","169.09476305728015"
"4090.0","201.45236981342242","281.60452586206895","70.0","nan","nan","205.87880341880341","131.0","nan","nan","166.14985360507535"
"4100.0","214.20996732026146","263.0713012477718","nan","nan","nan","184.79445387662705","nan","nan","602.0","156.41330872011255"
"4110.0","213.78936202686202","285.7083333333333","nan","nan","116.0","207.84688726612953","100.0","nan","nan","163.68479532163744"
"4120.0","219.22688627937615","274.16823529411766","nan","nan","nan","225.48805668016198","157.0","nan","nan","164.16529193697872"
"4130.0","205.15696803196803","398.16959064327483","nan","nan","nan","208.17452491011815","nan","nan","nan","154.50287698412697"
"4140.0","203.32727191477193","427.69256756756755","nan","nan","nan","194.37885343719506","80.0","nan","nan","159.35145610727005"
"4150.0","234.58333333333334","281.41056034482756","nan","nan","nan","181.42333167743004","146.0","nan","nan","172.13203869682744"
"4160.0","206.31089912280703","222.36722488038276","nan","nan","76.0","204.72951625791382","122.0","nan","nan","165.08970099667772"
"4170.0","204.6691029900332","233.42424242424244","nan","nan","nan","192.19253295517024","nan","nan","888.0","158.96288314176243"
"4180.0","195.1586372679045","272.6419878296146","nan","nan","nan","185.2751893939394","nan","nan","317.5","149.91668431754638"
"4190.0","214.18888729057034","291.06433823529414","nan","nan","nan","178.43720786638266","101.0","nan","311.0","254.80342233597918"
"4200.0","195.41022435897435","275.2429193899782","nan","nan","nan","196.69471925199687","nan","nan","nan","269.76831786860856"
"4210.0","195.01236111111112","290.27096774193546","nan","nan","nan","227.41436815675286","nan","nan","456.6666666666667","167.3344736361978"
"4220.0","198.18732040229884","270.72315789473686","nan","183.0","nan","188.9636437908497","97.0","nan","nan","167.5987161891691"
"4230.0","209.53078558646942","304.9421052631579","nan","nan","nan","192.63111772486772","79.0","nan","nan","197.5228075845723"
"4240.0","207.67450592885376","325.748987854251","nan","136.0","nan","204.28264150943394","91.0","nan","nan","216.20912878787877"
"4250.0","218.5965038314176","271.4804347826087","nan","nan","171.0","191.4842711772634","nan","nan","nan","206.49519315188763"
"4260.0","218.14223223753976","256.72065217391304","nan","nan","nan","195.14098972922503","nan","nan","nan","253.76613988879132"
"4270.0","202.30894423558897","250.80652173913043","nan","nan","nan","196.4818527800984","142.0","nan","nan","149.81084558097268"
"4280.0","235.76402029343205","267.28000000000003","nan","nan","96.0","190.60580068071468","519.0","nan","nan","148.4652166160787"
"4290.0","247.80431708932164","205.91105769230768","nan","nan","nan","202.7200918762089","115.0","nan","nan","164.21499034693997"
"4300.0","217.55005697454422","231.7","nan","nan","74.0","182.64516533372466","112.0","nan","nan","128.4563826116957"
"4310.0","206.7649099883856","240.85","nan","nan","87.5","184.03318903318905","nan","nan","nan","155.33763336172976"
"4320.0","224.34212171314337","258.6969696969697","nan","nan","nan","181.99426255817684","nan","nan","517.0","141.6482288658963"
"4330.0","185.70805583305585","233.1572463768116","nan","nan","nan","178.93830704618645","nan","nan","256.0","270.1499819735193"
"4340.0","202.8168779387396","228.6590909090909","nan","nan","60.0","187.3622678396872","nan","nan","700.0","148.08813405797102"
"4350.0","204.09343617864693","262.45454545454544","nan","nan","nan","175.2860932171277","nan","nan","nan","320.4855769230769"
"4360.0","220.33805232968518","249.11253196930943","nan","nan","nan","184.08911694946178","nan","nan","74.0","158.31189751813164"
"4370.0","217.40110310798548","210.1813725490196","nan","nan","nan","171.6784936196701","89.0","nan","nan","154.87505898213684"
"4380.0","229.01438891346012","243.64880952380952","nan","nan","nan","191.09553420011306","90.0","nan","179.5","156.42197143920978"
"4390.0","204.89367751079212","264.0456896551724","nan","155.0","nan","175.2781045751634","nan","nan","nan","155.81548436308162"
"4400.0","207.33524305555557","259.6909090909091","nan","nan","nan","186.95048629531388","nan","nan","844.0","309.1344992050875"
"4410.0","218.0155172413793","267.1044061302682","nan","nan","172.0","186.91788459757336","nan","nan","nan","150.56658622908623"
"4420.0","224.37991090889278","301.78267973856214","nan","nan","nan","184.35854700854702","nan","nan","nan","143.46414772442168"
"4430.0","212.32754329004328","278.69716775599125","61.0","nan","56.0","188.62348719951964","113.0","nan","nan","144.82580471005704"
"4440.0","217.0080882352941","219.6354037267081","nan","nan","99.0","184.28908916953694","nan","nan","nan","146.88221646073234"
"4450.0","200.9519694722531","212.84276018099547","nan","nan","163.0","189.11079736101306","114.0","nan","nan","149.48671145440187"
"4460.0","190.1048076923077","243.83552631578948","nan","nan","nan","185.45034885749172","nan","nan","nan","146.04249011857706"
"4470.0","191.85340579710146","291.3461538461538","nan","nan","nan","197.02468130961117","nan","nan","622.0","153.94705988455988"
"4480.0","182.361369168357","261.46691176470586","62.0","nan","157.0","187.33982106365806","nan","nan","nan","153.66829824178518"
"4490.0","213.47199815270938","287.23571428571427","nan","166.0","nan","178.6281051026814","110.0","nan","nan","155.10989957501587"
"4500.0","189.74081739339093","328.31089743589746","nan","185.0","nan","173.72236721611725","nan","nan","nan","153.29381404174572"
"4510.0","216.40134792108475","219.23809523809524","nan","nan","nan","181.0254329004329","nan","nan","130.0","294.0888103964773"
"4520.0","213.02868991820603","237.1003787878788","nan","nan","86.0","174.48696643857934","100.0","nan","nan","151.64201927105157"
"4530.0","208.15109427609428","299.45238095238096","nan","nan","99.0","178.81785714285715","155.0","nan","nan","150.63357991264968"
"4540.0","205.02591036414566","235.00263157894736","nan","nan","nan","167.3013867560147","nan","nan","395.0","133.61171141060848"
"4550.0","197.73245328240273","224.92906178489702","nan","nan","nan","201.47919200721336","nan","nan","83.0","145.48877855145858"
"4560.0","196.03232336303472","286.23333333333335","nan","nan","nan","171.51235787396718","nan","nan","nan","144.7534164018906"
"4570.0","198.5095407907908","297.1375","nan","nan","nan","175.01637514576046","nan","nan","nan","149.24281690140847"
"4580.0","193.7122182349814","261.2138888888889","69.0","nan","nan","177.94872324098333","nan","nan","nan","341.39458793999995"
"4590.0","207.3586719731881","272.9957894736842","nan","nan","63.0","173.26665378204044","nan","nan","nan","150.97969817706658"
"4600.0","201.61592328689943","258.5123839009288","nan","nan","99.0","180.85880611636424","nan","nan","nan","140.02935309947506"
"4610.0","188.35238095238094","213.77488687782807","nan","nan","nan","164.80026772915085","nan","nan","220.0","144.0926440329218"
"4620.0","197.8027677224736","253.8690476190476","nan","nan","nan","172.779797979798","108.5","nan","111.0","144.08146585924362"
"4630.0","184.80593726717575","319.57142857142856","nan","nan","nan","171.89121510673235","nan","nan","nan","267.95443973311717"
"4640.0","186.55366909921864","255.28872180451128","nan","nan","nan","184.46826731974534","107.0","nan","nan","136.26521907057224"
"4650.0","204.88812730280475","242.64545454545456","49.0","nan","nan","311.8791742039223","100.0","nan","97.0","147.6374587148719"
"4660.0","197.33471744471746","213.20833333333331","nan","nan","268.0","186.4086996336996","nan","nan","124.0","139.67957426858584"
"4670.0","179.8530982905983","226.53726708074532","65.0","nan","126.0","189.47524761270265","136.0","nan","nan","145.53552282233133"
"4680.0","200.56527149321266","226.3081896551724","nan","nan","nan","180.88169501004094","105.0","nan","61.0","151.49473813857375"
"4690.0","186.95309065934066","201.9742857142857","nan","nan","nan","180.9355583368099","116.0","nan","nan","141.39094432699085"
"4700.0","232.68833542188804","246.3857142857143","nan","nan","nan","183.23351696705154","nan","nan","nan","143.4061100724738"
"4710.0","207.55482961435848","209.22390572390572","nan","nan","nan","175.31822202565237","nan","nan","nan","145.01826584105063"
"4720.0","213.86690340909092","206.23148148148147","68.0","nan","nan","171.32599950452416","nan","nan","nan","140.60773025217938"
"4730.0","178.5782468901539","263.06444444444446","nan","nan","nan","179.23553600184036","124.0","nan","331.0","149.98735379326098"
"4740.0","210.21911764705882","208.65454545454543","nan","nan","nan","155.98527994067481","nan","nan","135.0","152.73486324765153"
"4750.0","216.4407455289808","204.5915915915916","nan","nan","nan","180.97973480980934","nan","nan","nan","140.36863988724454"
"4760.0","200.05395497014595","189.26375000000002","nan","nan","nan","155.87339478883277","nan","nan","nan","145.50896877269426"
"4770.0","176.99407560829974","242.15555555555557","nan","nan","nan","168.16552936311004","131.5","nan","nan","208.02786589307394"
"4780.0","172.59511787529033","285.5607142857143","nan","nan","nan","170.4858424510323","nan","nan","250.0","140.37924443321506"
"4790.0","188.09014227642277","252.5677830940989","nan","nan","nan","204.4174744897959","118.33333333333333","nan","nan","301.4568787972402"
"4800.0","193.35892485892487","210.78714285714287","nan","nan","nan","157.92702881257668","121.0","nan","695.0","152.75217244982906"
"4810.0","181.22443655623167","232.51184210526316","nan","nan","nan","364.5728415300547","nan","nan","758.0","243.92049310583792"
"4820.0","184.753880182002","273.52618243243245","nan","nan","106.0","332.86725153688525","nan","nan","nan","262.8594932844933"
"4830.0","187.74521142629902","254.6375","nan","nan","nan","179.61124915905293","115.0","nan","nan","155.98489583333333"
"4840.0","194.7125488124424","342.4146825396825","57.0","nan","nan","168.02037771583764","135.0","nan","nan","304.52657202825526"
"4850.0","185.17454212454214","200.0297619047619","nan","nan","nan","176.7065185909272","nan","nan","463.5","251.71453823953823"
"4860.0","199.89398795648796","230.11621233859398","nan","nan","nan","174.23917748917748","nan","nan","408.0","278.7410964983999"
"4870.0","185.26105935127674","246.0974025974026","nan","nan","nan","231.31185737554716","82.0","119.0","nan","139.80170729029425"
"4880.0","183.92070791527314","239.37721755368815","nan","nan","nan","229.95524691358023","155.0","nan","886.0","237.71870055379748"
"4890.0","205.37775650016184","256.2554112554113","55.0","nan","118.0","167.9508043996554","nan","nan","nan","244.8503324243193"
"4900.0","305.7194486215539","225.55374396135267","nan","nan","nan","167.55914999880517","nan","nan","nan","147.97305580756972"
"4910.0","287.51912280701754","196.8576354679803","62.0","nan","nan","217.5838825614073","nan","nan","nan","144.1695262786305"
"4920.0","210.69189876215736","203.65031055900621","nan","nan","nan","168.98510519222933","63.0","nan","316.75","111.48199793965132"
"4930.0","363.25547470547474","239.3841642228739","nan","168.0","nan","169.1985163683277","123.0","nan","344.5","141.08869626219754"
"4940.0","259.406418997669","228.8517786561265","nan","170.0","nan","165.52340129370344","123.0","nan","271.5","262.66243002635406"
"4950.0","186.92560886245099","257.2965949820789","39.0","nan","nan","158.7975781271877","nan","nan","621.5","198.0042953172386"
"4960.0","269.28452049910874","203.59038662486938","nan","nan","91.0","183.1333769405198","nan","nan","618.6666666666666","144.8326560826561"
"4970.0","295.8655257023678","242.29166666666669","nan","nan","nan","281.9060238353196","nan","nan","279.0","134.9920596205962"
"4980.0","214.3231743079894","242.42535392535393","nan","nan","nan","161.80718954248366","nan","nan","557.3333333333334","143.44147164242042"
"4990.0","245.21852394916908","226.45391304347825","53.0","nan","nan","178.39093012179356","124.0","nan","534.6666666666666","174.81859318996413"
"5000.0","243.42372101582632","220.21407407407406","nan","nan","nan","195.1791643032709","nan","nan","740.6666666666666","272.0576949371766"
"5010.0","330.2181340849275","230.78095238095239","nan","nan","nan","165.21775018404267","nan","nan","666.6","146.31593446958567"
"5020.0","297.10141447699584","239.3938294010889","nan","nan","nan","171.0537416355431","nan","nan","701.6666666666666","226.54195275009226"
"5030.0","320.5772727272727","248.6715838509317","nan","nan","nan","284.0204401072268","nan","nan","447.0","223.25552417048053"
"5040.0","206.80353123995286","236.45333333333332","40.0","189.0","nan","235.58788075944875","nan","nan","744.0","142.61966529799676"
"5050.0","320.3394946911571","244.4733893557423","nan","nan","nan","182.77104377104376","124.0","nan","nan","137.96021212237568"
"5060.0","258.9402572472694","222.42857142857144","nan","nan","nan","208.5087210622247","121.5","nan","462.6666666666667","134.29905303030304"
"5070.0","279.19131448261885","258.4058823529412","nan","nan","nan","161.8310163537814","nan","nan","650.6","145.7414144075103"
"5080.0","201.96826730549202","241.49611801242236","nan","nan","nan","212.82252623688157","nan","nan","633.625","146.00607116460776"
"5090.0","181.85129748426297","285.8255555555555","nan","nan","nan","166.56645850355088","133.0","nan","454.6666666666667","139.50906594157354"
"5100.0","264.0895454545455","231.63","nan","nan","nan","373.50861013986014","nan","nan","953.0","138.84656884354598"
"5110.0","208.19572916666667","241.66256157635468","nan","nan","nan","175.57345194488053","85.5","nan","298.125","142.6201019132054"
"5120.0","194.70380835380837","251.32291666666669","nan","nan","nan","163.39278033794164","nan","nan","670.6666666666666","137.80974570629743"
"5130.0","249.7942219679634","215.4247159090909","nan","nan","nan","164.94180253623188","nan","nan","411.8333333333333","139.0775685322924"
"5140.0","237.08386570456847","229.7398119122257","nan","nan","nan","285.1526625480701","nan","nan","388.7","142.93267178830558"
"5150.0","173.25599358974358","263.67111111111114","nan","nan","nan","179.76409613778034","nan","nan","642.0","142.8001851851852"
