"PandaController_2019_07_11__04_22_12__463949axucqtuhun","PandaController_2019_07_11__07_52_35__792458blpwiaskud","PandaController_2019_08_11__08_38_47__735509zcglqsaenn","PandaController_2019_08_11__11_34_05__216181wrezbfoqef","PandaController_2019_08_11__13_28_46__876978roceimuexi","Mean_over_std_grasp_times"
"nan","65.98681705509561","nan","nan","nan","65.98681705509561"
"nan","165.0519863160211","nan","nan","nan","165.0519863160211"
"nan","142.55030218306192","nan","nan","nan","142.55030218306192"
"nan","129.85306930466888","nan","nan","nan","129.85306930466888"
"nan","163.23021287009652","nan","nan","nan","163.23021287009652"
"nan","168.61949402436355","nan","nan","nan","168.61949402436355"
"nan","194.48132202189652","nan","nan","nan","194.48132202189652"
"nan","143.33263376649097","nan","nan","nan","143.33263376649097"
"nan","60.11463235826219","nan","nan","nan","60.11463235826219"
"nan","113.49318350765698","nan","nan","nan","113.49318350765698"
"nan","132.0642076111949","nan","nan","nan","132.0642076111949"
"nan","106.27580919027443","nan","nan","nan","106.27580919027443"
"nan","112.76019796407755","nan","nan","nan","112.76019796407755"
"nan","147.24986538921812","nan","nan","nan","147.24986538921812"
"nan","72.63329114172683","nan","nan","nan","72.63329114172683"
"nan","129.89873280488044","nan","nan","nan","129.89873280488044"
"nan","147.5078433869455","nan","nan","nan","147.5078433869455"
"nan","74.23159751702822","nan","nan","nan","74.23159751702822"
"nan","141.97737844001966","nan","nan","nan","141.97737844001966"
"nan","92.87357115719618","nan","nan","nan","92.87357115719618"
"nan","162.0176187227665","nan","nan","nan","162.0176187227665"
"nan","113.47548542460493","nan","nan","nan","113.47548542460493"
"nan","130.5802724272308","nan","nan","nan","130.5802724272308"
"nan","79.87191760600817","nan","nan","nan","79.87191760600817"
"nan","78.76520585101376","nan","nan","nan","78.76520585101376"
"nan","90.07413260637756","nan","nan","nan","90.07413260637756"
"nan","122.72819776365898","nan","nan","nan","122.72819776365898"
"nan","102.09918979761525","nan","nan","nan","102.09918979761525"
"nan","124.32810214145951","nan","nan","nan","124.32810214145951"
"nan","151.31940766133812","nan","nan","nan","151.31940766133812"
"nan","169.4601212805022","nan","nan","nan","169.4601212805022"
"nan","146.4276413725616","nan","nan","nan","146.4276413725616"
"nan","180.85705531706182","nan","nan","nan","180.85705531706182"
"nan","177.2907926465238","nan","nan","nan","177.2907926465238"
"nan","119.70322244620168","nan","nan","nan","119.70322244620168"
"nan","210.01766220895877","nan","nan","nan","210.01766220895877"
"nan","125.94545775240522","nan","nan","nan","125.94545775240522"
"nan","118.17287322436438","nan","nan","nan","118.17287322436438"
"nan","110.73651593552356","nan","nan","nan","110.73651593552356"
"nan","138.59461581341296","nan","nan","nan","138.59461581341296"
"nan","126.02770991358094","nan","nan","nan","126.02770991358094"
"nan","208.74099631958913","nan","nan","nan","208.74099631958913"
"nan","129.40477390809073","nan","nan","nan","129.40477390809073"
"nan","103.51145761664985","nan","nan","nan","103.51145761664985"
"nan","187.28121869500563","nan","nan","nan","187.28121869500563"
"nan","205.822317863278","nan","nan","nan","205.822317863278"
"nan","114.3302947148863","nan","nan","nan","114.3302947148863"
"nan","136.53758974548367","nan","nan","nan","136.53758974548367"
"nan","153.6915282589963","nan","nan","nan","153.6915282589963"
"nan","156.58134301739807","nan","nan","nan","156.58134301739807"
"nan","183.88114602119754","nan","nan","nan","183.88114602119754"
"nan","173.7459065936667","nan","nan","nan","173.7459065936667"
"nan","144.06535258186244","nan","nan","nan","144.06535258186244"
"nan","166.61533900440722","nan","nan","nan","166.61533900440722"
"nan","139.72807571597087","nan","nan","nan","139.72807571597087"
"nan","129.16838505653467","nan","nan","nan","129.16838505653467"
"nan","158.16968936635575","nan","nan","nan","158.16968936635575"
"nan","149.25348878091057","nan","nan","nan","149.25348878091057"
"nan","139.31592760203628","nan","nan","nan","139.31592760203628"
"nan","160.7701016645371","nan","nan","nan","160.7701016645371"
"nan","165.41405153872358","nan","nan","nan","165.41405153872358"
"nan","167.3590176366775","nan","nan","nan","167.3590176366775"
"nan","130.01940683546496","nan","nan","nan","130.01940683546496"
"nan","125.99976151630732","nan","nan","nan","125.99976151630732"
"nan","58.875762618560344","nan","nan","nan","58.875762618560344"
"nan","122.43090990829425","nan","nan","nan","122.43090990829425"
"nan","105.367175057314","nan","nan","nan","105.367175057314"
"nan","128.13217293676323","nan","nan","nan","128.13217293676323"
"nan","132.77322938821993","nan","nan","nan","132.77322938821993"
"nan","111.58614457759323","nan","nan","nan","111.58614457759323"
"nan","148.66227632656984","nan","nan","nan","148.66227632656984"
"nan","86.18279581091177","nan","nan","nan","86.18279581091177"
"nan","97.42097530086336","nan","nan","nan","97.42097530086336"
"nan","116.77613911526046","nan","nan","nan","116.77613911526046"
"nan","95.22945314092544","nan","nan","nan","95.22945314092544"
"nan","109.44942813142396","nan","nan","nan","109.44942813142396"
"nan","125.2773475222917","nan","nan","nan","125.2773475222917"
"nan","119.4364043911133","nan","nan","nan","119.4364043911133"
"nan","115.39882853677318","nan","nan","nan","115.39882853677318"
"nan","142.27339004228546","nan","nan","nan","142.27339004228546"
"nan","233.75233093997835","nan","nan","nan","233.75233093997835"
"nan","191.56908652567276","nan","nan","nan","191.56908652567276"
"nan","170.88427572552044","nan","nan","nan","170.88427572552044"
"nan","139.25936410813915","nan","nan","nan","139.25936410813915"
"nan","96.58302700780703","nan","nan","nan","96.58302700780703"
"nan","191.9700389050015","nan","nan","nan","191.9700389050015"
"nan","78.51823949399639","nan","nan","nan","78.51823949399639"
"nan","120.75916041930246","nan","nan","nan","120.75916041930246"
"nan","117.02575061201831","nan","nan","nan","117.02575061201831"
"nan","82.32660575940577","nan","nan","nan","82.32660575940577"
"nan","117.00056512870849","nan","nan","nan","117.00056512870849"
"nan","168.4171856790623","nan","nan","nan","168.4171856790623"
"nan","146.20010041128344","nan","nan","nan","146.20010041128344"
"nan","129.15345100445123","nan","nan","nan","129.15345100445123"
"nan","174.7206550904437","nan","nan","nan","174.7206550904437"
"nan","113.82881884654694","nan","nan","nan","113.82881884654694"
"nan","129.26349164874065","nan","nan","nan","129.26349164874065"
"nan","102.53792955470728","nan","nan","nan","102.53792955470728"
"nan","169.0015561290072","nan","nan","nan","169.0015561290072"
"nan","207.77915221098178","nan","nan","nan","207.77915221098178"
"nan","159.2854735026566","nan","nan","147.07821048680188","153.18184199472924"
"nan","225.87981881748445","nan","nan","nan","225.87981881748445"
"nan","116.94487131374039","nan","nan","nan","116.94487131374039"
"nan","163.45864770086874","nan","nan","nan","163.45864770086874"
"nan","131.76933134089907","nan","nan","nan","131.76933134089907"
"nan","142.15250634824727","nan","nan","nan","142.15250634824727"
"nan","108.22226544819111","nan","nan","nan","108.22226544819111"
"nan","90.69137302545892","nan","nan","nan","90.69137302545892"
"nan","164.3377527219384","nan","nan","nan","164.3377527219384"
"nan","116.3933149705827","nan","nan","nan","116.3933149705827"
"nan","98.88973842263314","nan","nan","57.9338703465713","78.41180438460222"
"nan","197.82261731840805","nan","nan","nan","197.82261731840805"
"nan","177.69319726229543","nan","nan","nan","177.69319726229543"
"nan","128.83626278612576","nan","nan","142.12846301849606","135.4823629023109"
"nan","162.24107343422907","nan","nan","267.5271948793244","214.88413415677672"
"nan","146.35455164381577","nan","nan","104.12972678346948","125.24213921364262"
"nan","204.2129178488142","nan","nan","344.36100243784864","274.2869601433314"
"nan","113.64345912177878","nan","nan","nan","113.64345912177878"
"nan","172.68272177085362","nan","nan","nan","172.68272177085362"
"nan","161.435983690149","nan","nan","487.9036790187178","324.6698313544334"
"nan","142.69124571137002","nan","nan","nan","142.69124571137002"
"nan","98.46484846274798","nan","nan","nan","98.46484846274798"
"nan","121.0945237530735","nan","nan","78.94512862319836","100.01982618813594"
"nan","108.81910271356135","nan","nan","nan","108.81910271356135"
"nan","174.1856487885912","nan","nan","nan","174.1856487885912"
"nan","137.59712298579595","nan","nan","288.4995667241114","213.04834485495365"
"nan","157.3709955042183","nan","nan","347.18942956259485","252.2802125334066"
"nan","135.06106807617533","nan","nan","nan","135.06106807617533"
"nan","80.73752812171654","nan","nan","37.476659402887016","59.10709376230177"
"nan","147.44176238308432","nan","nan","nan","147.44176238308432"
"nan","182.4343072081633","nan","nan","201.52543263816605","191.97986992316467"
"nan","121.83626235720966","nan","nan","229.07848519874665","175.45737377797815"
"nan","141.9702719435284","nan","nan","159.44183892567222","150.7060554346003"
"nan","169.72546067817828","nan","nan","257.0421495915926","213.38380513488545"
"nan","159.22080305127776","nan","nan","275.02675194554126","217.1237774984095"
"nan","174.69192122152455","nan","nan","312.1246698417309","243.40829553162774"
"nan","163.55582623564942","nan","nan","101.83974338799825","132.69778481182385"
"nan","132.88727642364455","nan","nan","363.9042914467118","248.39578393517817"
"nan","175.5858571310355","nan","nan","143.93661799556082","159.76123756329815"
"nan","102.71169082974039","nan","nan","210.67065528924525","156.69117305949283"
"nan","161.00489336269536","253.144227664784","nan","310.44507220624854","241.531397744576"
"nan","122.56240080218517","nan","nan","318.0228415975459","220.29262119986552"
"nan","156.44829754648916","nan","nan","183.09477444365098","169.77153599507005"
"nan","140.86063336783235","nan","nan","224.3425951530382","182.60161426043527"
"nan","151.00387997898426","nan","nan","280.1678068586753","215.58584341882977"
"nan","118.4805789830293","30.405591591021544","nan","242.77113136083997","130.55243397829693"
"nan","137.89004504919987","nan","nan","299.4797572457945","218.68490114749716"
"nan","126.27295786115748","155.55170630158105","nan","304.00175438090264","195.27547284788042"
"nan","174.73687333233588","349.31074990615446","nan","215.3843842320387","246.47733582350966"
"nan","126.62229225181834","nan","nan","268.3017694195926","197.46203083570546"
"nan","119.08628188195118","nan","nan","293.1112098140931","206.09874584802213"
"nan","136.14919337121296","nan","nan","248.67219888841615","192.41069612981454"
"nan","102.80310152721958","nan","nan","278.66238034981006","190.73274093851484"
"nan","91.43401211490487","nan","nan","199.20166753274452","145.3178398238247"
"nan","178.14672288842849","nan","nan","217.81208375718083","197.97940332280467"
"nan","196.07674986273793","nan","nan","201.70498828450073","198.89086907361934"
"nan","105.25440532513748","nan","nan","228.73396370859783","166.99418451686765"
"nan","186.21598503286714","nan","nan","276.362853268428","231.28941915064757"
"nan","112.60797831264452","nan","nan","226.12076971287635","169.36437401276044"
"nan","134.58151688592812","nan","nan","222.20399657061532","178.3927567282717"
"nan","107.04898745100635","nan","nan","151.98387584056266","129.5164316457845"
"nan","219.27094335237274","nan","nan","197.44957742086623","208.36026038661947"
"nan","86.34443300590439","nan","nan","128.81700046128668","107.58071673359554"
"nan","152.0279361212465","138.59292911256333","nan","164.14225796870173","151.58770773417052"
"nan","216.82006334859855","526.0874452027914","nan","121.7893783974049","288.23229564959826"
"nan","158.07244325719392","96.16652224137046","nan","104.03334723857701","119.42410424571379"
"nan","186.8216976773426","143.3503865824342","nan","119.89248025410271","150.02152150462652"
"nan","124.39818536177792","227.2405113530596","nan","148.06002968584193","166.56624213355983"
"nan","162.4472923966957","nan","nan","155.75130833578632","159.099300366241"
"nan","163.5678378860318","79.52567719506281","nan","159.7299903315616","134.27450180421874"
"nan","146.2029906606376","283.2972526046332","nan","218.61634498023474","216.03886274850186"
"nan","100.96735715833341","290.1470891346893","nan","148.05654461738732","179.7236636368033"
"nan","204.2320377720529","250.87912095934436","nan","122.85926077908687","192.65680650349472"
"nan","115.367577620845","17.67766952966369","nan","109.78769590905328","80.94431435318732"
"nan","177.38133695675248","51.61879502661797","nan","162.5337772326005","130.5113030719903"
"nan","135.2107530870339","246.07315985291854","nan","136.5650628581213","172.61632526602457"
"nan","109.05272991584347","484.5991470621191","nan","154.11177761611862","249.25455153136036"
"nan","72.1152505668523","207.9062288629179","nan","158.05214975069566","146.0245430601553"
"nan","106.50521635634149","254.33508081531602","nan","212.84727298267558","191.22919005144436"
"nan","116.77609348762348","84.14570696119915","nan","151.98578435805916","117.63586160229393"
"nan","200.08475263071423","344.1312249709404","nan","153.80193758417272","232.6726383952758"
"nan","136.2063800961022","228.5092474944421","nan","212.2979471252048","192.33785823858304"
"nan","130.08717812699098","214.2403245578821","nan","173.12336744243953","172.48362337577086"
"nan","132.46377818015725","97.20768145230774","nan","126.82743670554373","118.8329654460029"
"nan","163.0459471263145","192.85797883416697","nan","171.40443935200142","175.76945510416098"
"nan","175.3605981015001","325.2526710113231","nan","155.88472127724262","218.8326634633553"
"nan","134.6289125995754","245.675090312388","nan","142.66070223273982","174.32156838156774"
"nan","98.61391700853689","205.01845445390194","nan","151.21598791133167","151.6161197912568"
"nan","105.28659869021396","216.11169951362345","nan","203.15791489903532","174.8520710342909"
"nan","139.55208597313603","179.2433944234611","nan","119.58078185050532","146.12542074903413"
"nan","157.82518275512408","215.61566335893662","nan","147.9458749017778","173.79557367194616"
"nan","189.23848680228355","226.30051497273064","nan","132.11871892250664","182.55257356584028"
"nan","175.75541889399025","170.33260053552522","nan","205.04145277795385","183.70982406915644"
"nan","110.31113776670338","309.9530430386011","nan","140.84973410040166","187.03797163523538"
"nan","117.60952608767037","226.1036259620854","nan","108.1614256988904","150.62485924954873"
"nan","120.45062226425463","251.12041315823353","nan","111.17303949941488","160.91469164063435"
"nan","123.40546370539744","166.29490621583494","nan","82.32055577564583","124.00697523229273"
"nan","108.76300079554773","194.641330706116","nan","98.00814062319161","133.80415737495176"
"nan","180.27028100559582","184.54759498518212","nan","160.3085358886603","175.04213729314606"
"nan","158.15111022287405","202.67938092369658","nan","117.10594300372827","159.3121447167663"
"nan","154.8518417334577","207.95021840174473","nan","112.55966406207655","158.45390806575963"
"nan","133.60272634293563","200.71881908524514","nan","109.9136269214276","148.07839078320282"
"nan","129.80925924336344","171.48179954665036","nan","179.62073988289444","160.30393289096943"
"nan","93.48551807625331","125.81105813276052","nan","141.3074674706769","120.20134789323025"
"nan","61.59180590980313","141.7599615529977","nan","208.3129566846607","137.2215747158205"
"nan","111.55952797869075","164.91364961080993","nan","141.04292395333556","139.17203384761208"
"nan","86.98133951979318","157.64743666077888","nan","151.7862090512355","132.13832841060253"
"nan","136.56036905954008","165.32008395452186","nan","143.3980621810774","148.4261717317131"
"nan","189.2556806361733","139.42331171107955","nan","84.72035805731163","137.79978346818817"
"nan","123.13008482276597","159.249593093461","nan","123.35267468904425","135.2441175350904"
"nan","140.4221212314767","177.39840284887947","nan","88.81758237900861","135.54603548645494"
"nan","208.2137487039698","170.15776169645105","nan","174.00495047301283","184.1254869578112"
"nan","115.90599460735983","170.3971821941305","nan","146.86791379625376","144.39036353258135"
"nan","157.8875706809804","156.33104861521784","nan","129.44299793989816","147.88720574536546"
"nan","103.55980619258911","163.9402231337191","nan","92.00269287089098","119.83424073239973"
"nan","138.39655981787828","135.57939639662337","nan","123.50313727118399","132.49303116189523"
"nan","202.9336919620134","156.801286456277","nan","100.10656635239104","153.2805149235605"
"nan","104.75233098818195","122.45298327051648","nan","119.82505918522706","115.67679114797517"
"nan","143.96638992685558","143.92410771127888","nan","84.85411540344346","124.24820434719264"
"nan","173.4666921484827","153.6352974266806","nan","103.5628431164756","143.5549442305463"
"nan","163.38698545950305","122.97397738572266","nan","143.1069354493331","143.15596609818627"
"nan","165.44123506516448","133.196869698807","nan","138.13265108825078","145.59025195074074"
"nan","169.52699825471723","107.02901051074465","nan","109.09530099620952","128.5504365872238"
"nan","167.21032428955937","92.94134184127005","nan","142.4299721933788","134.19387944140274"
"nan","188.00486167699066","92.9191580074423","nan","110.75689658366683","130.56030542269994"
"nan","188.6333662423045","127.34609553802774","nan","127.55753405883638","147.84566527972288"
"nan","172.1742871487949","125.24920627879997","nan","85.22459569696832","127.54936304152106"
"nan","104.47375586318509","98.53877870712073","nan","121.82914495534298","108.28055984188295"
"nan","124.33662074786785","163.4100068243384","nan","163.2645230914917","150.33705022123266"
"nan","242.97349275552298","97.41255316325747","nan","173.91831940608702","171.4347884416225"
"nan","130.67746811673646","139.97961192529743","nan","140.29764219131354","136.9849074111158"
"nan","173.16512466718726","102.10560784009259","nan","96.61833433179179","123.96302227969055"
"nan","134.34634101553453","84.70272603074928","nan","136.60125168088436","118.55010624238939"
"nan","196.46921826456733","97.90581545206875","nan","138.1325036987623","144.16917913846612"
"nan","168.44554305183019","97.66942408236342","nan","133.91674205904476","133.34390306441279"
"nan","131.60258509634377","67.59430298418918","nan","123.22533479329904","107.47407429127735"
"nan","178.67330140197157","71.65598622837587","nan","90.14108061485847","113.49012274840197"
"nan","112.45718746733091","81.42290080505732","nan","186.54153618153063","126.80720815130628"
