"PandaController_2019_07_11__12_38_56__003753pjrlfmwpaq","PandaController_2019_08_11__08_44_15__029093xujaljzgvp","PandaController_2019_08_11__13_43_29__538220tchgjwbcpz","PandaController_2019_08_11__14_54_44__896737sajfowubaj","PandaController_2019_08_11__12_01_14__539129fwkiflmbhc","Mean_over_std_grasp_times"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","156.27059864222701","nan","156.27059864222701"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","55.154328932550705","nan","nan","55.154328932550705"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","451.8412331782039","nan","nan","nan","451.8412331782039"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","160.35902899998547","nan","nan","nan","160.35902899998547"
"nan","181.62140108845472","nan","nan","nan","181.62140108845472"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","399.9304106133132","nan","399.9304106133132"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","323.1477990022522","nan","323.1477990022522"
"nan","219.10347631503552","nan","nan","nan","219.10347631503552"
"nan","nan","nan","nan","nan","nan"
"nan","181.7264427649427","nan","nan","nan","181.7264427649427"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","145.76238447306193","nan","nan","nan","145.76238447306193"
"nan","156.97770542341354","nan","nan","nan","156.97770542341354"
"nan","69.29646455628166","nan","nan","nan","69.29646455628166"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","395.9797974644666","nan","395.9797974644666"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","60.10407640085654","nan","nan","nan","60.10407640085654"
"nan","307.096618889452","nan","nan","nan","307.096618889452"
"nan","588.3128419472075","nan","nan","nan","588.3128419472075"
"nan","184.23626136024362","nan","nan","nan","184.23626136024362"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","243.35485064681438","nan","325.9762261269984","nan","284.6655383869064"
"nan","114.65725321271967","nan","nan","nan","114.65725321271967"
"nan","313.9554108468271","nan","nan","nan","313.9554108468271"
"nan","28.290163190291665","nan","nan","nan","28.290163190291665"
"nan","nan","17.67766952966369","nan","nan","17.67766952966369"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","151.32085117392117","nan","nan","151.32085117392117"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","115.25840533340725","nan","nan","115.25840533340725"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","298.3325325873798","nan","nan","nan","298.3325325873798"
"nan","272.38636774503476","nan","nan","nan","272.38636774503476"
"nan","333.80083882459013","nan","nan","nan","333.80083882459013"
"nan","239.8024186700376","nan","nan","nan","239.8024186700376"
"nan","340.13271919453246","12.727922061357855","nan","nan","176.43032062794515"
"nan","nan","nan","nan","nan","nan"
"nan","237.58787847867995","nan","nan","nan","237.58787847867995"
"nan","nan","386.61393318572124","nan","nan","386.61393318572124"
"nan","4.949747468305833","nan","nan","nan","4.949747468305833"
"nan","36.062445840513924","nan","nan","nan","36.062445840513924"
"nan","272.7384278021709","nan","nan","nan","272.7384278021709"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","79.25486315257464","nan","nan","nan","79.25486315257464"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","306.8843430349616","nan","nan","nan","306.8843430349616"
"nan","nan","101.1162697096763","nan","nan","101.1162697096763"
"nan","nan","nan","nan","nan","nan"
"nan","80.61017305526642","nan","nan","nan","80.61017305526642"
"nan","269.76718357378707","nan","nan","nan","269.76718357378707"
"nan","404.4650788387052","nan","nan","nan","404.4650788387052"
"nan","295.7183344558354","nan","nan","nan","295.7183344558354"
"nan","394.5655839020935","nan","nan","nan","394.5655839020935"
"nan","nan","95.45941546018392","nan","nan","95.45941546018392"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","nan","nan","nan","nan","nan"
"nan","39.59797974644666","nan","nan","nan","39.59797974644666"
"nan","400.7147780321227","200.8183258569795","nan","nan","300.7665519445511"
"nan","177.29293757588235","nan","nan","nan","177.29293757588235"
"nan","209.52244642413746","386.08030252785494","nan","nan","297.8013744759962"
"nan","160.3007589917569","36.062445840513924","nan","nan","98.18160241613542"
"nan","nan","165.46298679765212","nan","nan","165.46298679765212"
"nan","nan","nan","nan","nan","nan"
"nan","nan","141.4213562373095","nan","nan","141.4213562373095"
"nan","nan","nan","nan","nan","nan"
"nan","nan","198.70665145720042","nan","nan","198.70665145720042"
