"PandaController_2019_08_11__07_58_24__024733gzfwxrhysh","PandaController_2019_08_11__10_19_04__127417bjsoeijqno","PandaController_2019_08_11__13_52_10__020172aunazfahtv","PandaController_2019_08_11__15_00_58__017286qhcugfzows","PandaController_2019_08_11__12_31_14__388038vpxtxvdzcw","Mean_over_mean_grasp_times"
"135.57303370786516","nan","nan","134.91011235955057","139.30232558139534","136.59515721627037"
"128.69767441860466","nan","587.0","124.7840909090909","144.14457831325302","246.15658591023714"
"132.64935064935065","781.0","759.5","131.2087912087912","138.1860465116279","388.50883767395396"
"133.82222222222222","263.0","nan","131.48888888888888","141.51764705882354","167.45718954248366"
"137.22727272727272","909.0","nan","129.0326086956522","156.56578947368422","332.9564177241523"
"137.98863636363637","114.0","647.0","135.8876404494382","141.79761904761904","235.33477917213872"
"134.45555555555555","nan","191.0","131.17391304347825","141.33333333333334","149.49070048309179"
"132.8953488372093","nan","684.0","124.02083333333333","172.83050847457628","278.4366726612798"
"131.97752808988764","nan","nan","126.88172043010752","133.56179775280899","130.80701542426803"
"136.0561797752809","nan","nan","129.3913043478261","145.06172839506172","136.8364041727229"
"135.5731707317073","nan","nan","127.5578947368421","154.5","139.21035515618314"
"130.4673913043478","nan","nan","122.04494382022472","135.68354430379748","129.39862647612333"
"128.16129032258064","nan","633.0","126.90425531914893","165.044776119403","263.27758044028315"
"135.28169014084506","nan","nan","120.5204081632653","143.9879518072289","133.2633500371131"
"134.46666666666667","nan","370.0","124.875","133.4878048780488","190.70736788617887"
"130.71764705882353","nan","nan","126.4","121.40425531914893","126.17396745932416"
"133.03571428571428","nan","nan","128.55434782608697","137.43421052631578","133.00809087937233"
"126.22222222222223","173.0","nan","123.21428571428571","140.8470588235294","140.82089169000935"
"136.27272727272728","331.0","467.0","124.08247422680412","134.5","238.5710402999063"
"129.52631578947367","nan","nan","127.35106382978724","151.73611111111111","136.20449691012402"
"132.93589743589743","nan","555.0","125.07954545454545","143.03614457831324","239.01289686718906"
