"PandaController_2019_08_11__07_58_24__024733gzfwxrhysh","PandaController_2019_08_11__10_19_04__127417bjsoeijqno","PandaController_2019_08_11__13_52_10__020172aunazfahtv","PandaController_2019_08_11__15_00_58__017286qhcugfzows","PandaController_2019_08_11__12_31_14__388038vpxtxvdzcw","Mean_over_mean_grasp_times"
"192.75438596491227","nan","nan","142.78571428571428","155.5142857142857","163.68479532163744"
"199.61666666666667","nan","nan","153.7948717948718","139.0843373493976","164.16529193697872"
"187.65625","nan","nan","143.61904761904762","132.23333333333332","154.50287698412697"
"194.0","nan","nan","139.08139534883722","144.97297297297297","159.35145610727005"
"215.8181818181818","nan","nan","133.36666666666667","167.2112676056338","172.13203869682744"
"205.6","nan","nan","138.19767441860466","151.47142857142856","165.08970099667772"
"189.79310344827587","nan","nan","138.90804597701148","148.1875","158.96288314176243"
"203.86206896551724","nan","117.0","134.3181818181818","144.48648648648648","149.91668431754638"
"194.38709677419354","nan","528.6666666666666","147.1219512195122","149.0379746835443","254.80342233597918"
"218.8148148148148","nan","588.0","136.38636363636363","135.87209302325581","269.76831786860856"
"216.32142857142858","nan","nan","136.79310344827587","148.88888888888889","167.3344736361978"
"204.86206896551724","nan","nan","139.08333333333334","158.8507462686567","167.5987161891691"
"195.06666666666666","nan","301.0","131.3186813186813","162.7058823529412","197.5228075845723"
"193.0","nan","395.0","135.9431818181818","140.89333333333335","216.20912878787877"
"171.94117647058823","nan","352.5","139.04705882352943","162.49253731343285","206.49519315188763"
"169.66666666666666","nan","553.0","136.74117647058824","155.65671641791045","253.76613988879132"
"185.72881355932202","nan","123.0","135.88636363636363","154.62820512820514","149.81084558097268"
"184.64814814814815","nan","122.0","136.86206896551724","150.35064935064935","148.4652166160787"
"209.1578947368421","nan","nan","131.12087912087912","152.3661971830986","164.21499034693997"
"166.87878787878788","nan","82.0","127.44086021505376","137.50588235294117","128.4563826116957"
"171.3015873015873","nan","nan","141.20481927710844","153.5064935064935","155.33763336172976"
"153.1549295774648","nan","nan","136.70114942528735","135.08860759493672","141.6482288658963"
"169.1860465116279","nan","627.0","133.73033707865167","150.68354430379748","270.1499819735193"
"175.91666666666666","nan","122.0","136.175","158.2608695652174","148.08813405797102"
"160.05","nan","845.0","140.8","136.09230769230768","320.4855769230769"
"173.98387096774192","nan","nan","134.57303370786516","166.37878787878788","158.31189751813164"
"171.7391304347826","nan","nan","138.6860465116279","154.2","154.87505898213684"
"180.6888888888889","nan","nan","133.01123595505618","155.56578947368422","156.42197143920978"
"161.8421052631579","nan","nan","133.96666666666667","171.63768115942028","155.81548436308162"
"164.47058823529412","nan","771.0","140.36470588235295","160.7027027027027","309.1344992050875"
"157.4142857142857","nan","nan","136.3125","157.97297297297297","150.56658622908623"
"166.15068493150685","nan","nan","133.26373626373626","130.97802197802199","143.46414772442168"
"168.57746478873239","nan","nan","127.34042553191489","138.5595238095238","144.82580471005704"
"164.28358208955223","nan","nan","132.22222222222223","144.14084507042253","146.88221646073234"
"157.98591549295776","nan","nan","134.8988764044944","155.57534246575344","149.48671145440187"
"156.5","nan","nan","128.44565217391303","153.1818181818182","146.04249011857706"
"172.93939393939394","nan","nan","141.21428571428572","147.6875","153.94705988455988"
"160.49367088607596","nan","174.0","138.8505747126437","141.32894736842104","153.66829824178518"
"152.89743589743588","nan","nan","139.51162790697674","172.9206349206349","155.10989957501587"
"158.42666666666668","nan","nan","129.04301075268816","172.41176470588235","153.29381404174572"
"156.3896103896104","nan","747.0","133.73033707865167","139.23529411764707","294.0888103964773"
"154.03896103896105","nan","nan","130.67741935483872","170.20967741935485","151.64201927105157"
"161.8783783783784","nan","nan","139.90697674418604","150.1153846153846","150.63357991264968"
"159.56756756756758","nan","99.0","136.42045454545453","139.45882352941177","133.61171141060848"
"168.91549295774647","nan","nan","134.32584269662922","133.225","145.48877855145858"
"155.85915492957747","nan","nan","135.2159090909091","143.1851851851852","144.7534164018906"
"157.98666666666668","nan","nan","137.33333333333334","152.40845070422534","149.24281690140847"
"162.52702702702703","nan","922.0","134.73033707865167","146.320987654321","341.39458793999995"
"158.18421052631578","nan","nan","131.56043956043956","163.19444444444446","150.97969817706658"
"146.73170731707316","nan","nan","136.42045454545453","136.93589743589743","140.02935309947506"
"148.76543209876544","nan","nan","135.375","148.1375","144.0926440329218"
"147.98765432098764","nan","nan","132.5164835164835","151.74025974025975","144.08146585924362"
"174.34285714285716","628.0","nan","135.31034482758622","134.16455696202533","267.95443973311717"
"149.7875","nan","nan","128.5483870967742","130.45977011494253","136.26521907057224"
"156.10256410256412","nan","nan","138.8372093023256","147.97260273972603","147.6374587148719"
"147.55555555555554","nan","nan","127.25531914893617","144.22784810126583","139.67957426858584"
"160.14666666666668","nan","nan","125.88297872340425","150.57692307692307","145.53552282233133"
"166.1095890410959","nan","nan","132.2967032967033","156.07792207792207","151.49473813857375"
"155.36363636363637","nan","nan","133.70454545454547","135.1046511627907","141.39094432699085"
"144.95180722891567","nan","nan","139.95402298850576","145.3125","143.4061100724738"
"155.66666666666666","nan","nan","140.55696202531647","138.83116883116884","145.01826584105063"
"142.22619047619048","nan","nan","136.60919540229884","142.9878048780488","140.60773025217938"
"155.43589743589743","156.0","nan","151.71604938271605","136.79746835443038","149.98735379326098"
"152.21518987341773","nan","nan","143.79761904761904","162.1917808219178","152.73486324765153"
"138.86046511627907","nan","nan","137.67045454545453","144.575","140.36863988724454"
"149.01234567901236","nan","147.0","147.0","139.0235294117647","145.50896877269426"
"144.4878048780488","nan","428.0","133.16483516483515","126.45882352941176","208.02786589307394"
"138.74418604651163","nan","138.0","136.82758620689654","147.94520547945206","140.37924443321506"
"143.02409638554218","757.0","nan","132.4065934065934","173.3968253968254","301.4568787972402"
"148.64197530864197","nan","178.0","141.9764705882353","142.390243902439","152.75217244982906"
"154.01282051282053","nan","525.0","138.3448275862069","158.32432432432432","243.92049310583792"
"158.02857142857144","nan","623.0","133.42222222222222","136.98717948717947","262.8594932844933"
"149.9","nan","167.0","134.13333333333333","172.90625","155.98489583333333"
"144.6024096385542","798.0","nan","131.94505494505495","143.55882352941177","304.52657202825526"
"141.4025974025974","nan","581.3333333333334","131.34444444444443","152.77777777777777","251.71453823953823"
"141.53846153846155","368.0","589.0","134.8426966292135","160.32432432432432","278.7410964983999"
"154.1969696969697","nan","nan","130.69565217391303","134.5125","139.80170729029425"
"152.73417721518987","nan","517.0","126.0","155.140625","237.71870055379748"
"145.01234567901236","nan","547.5","125.39583333333333","161.4931506849315","244.8503324243193"
"143.23809523809524","nan","156.0","134.3932584269663","158.2608695652174","147.97305580756972"
"144.6144578313253","nan","nan","125.77083333333333","162.12328767123287","144.1695262786305"
"135.84810126582278","nan","44.0","122.15306122448979","143.9268292682927","111.48199793965132"
"139.29885057471265","nan","nan","129.58695652173913","154.38028169014083","141.08869626219754"
"150.37974683544303","nan","607.0","132.64835164835165","160.6216216216216","262.66243002635406"
"137.679012345679","nan","374.0","127.59574468085107","152.74242424242425","198.0042953172386"
"137.23076923076923","nan","nan","137.1590909090909","160.1081081081081","144.8326560826561"
"136.29268292682926","121.0","nan","133.15555555555557","149.52","134.9920596205962"
"139.85882352941175","nan","nan","128.36559139784947","162.1","143.44147164242042"
"169.51666666666668","219.0","nan","133.32222222222222","177.43548387096774","174.81859318996413"
"160.70666666666668","646.0","nan","138.17045454545453","143.35365853658536","272.0576949371766"
"145.390243902439","160.0","nan","135.5","144.3734939759036","146.31593446958567"
"159.97142857142856","441.0","nan","140.91860465116278","164.27777777777777","226.54195275009226"
"158.03125","448.0","nan","129.79347826086956","157.19736842105263","223.25552417048053"
"145.66666666666666","nan","nan","127.52127659574468","154.67105263157896","142.61966529799676"
"138.46511627906978","nan","nan","128.7826086956522","146.63291139240508","137.96021212237568"
"138.15","nan","nan","124.65625","140.0909090909091","134.29905303030304"
"141.76923076923077","nan","nan","134.85227272727272","160.6027397260274","145.7414144075103"
"146.71951219512195","nan","nan","135.36363636363637","155.93506493506493","146.00607116460776"
"140.01162790697674","nan","nan","129.3804347826087","149.13513513513513","139.50906594157354"
"139.70886075949366","nan","nan","129.66666666666666","147.16417910447763","138.84656884354598"
"136.49425287356323","nan","nan","131.4065934065934","159.95945945945945","142.6201019132054"
"129.78571428571428","nan","nan","136.41379310344828","147.22972972972974","137.80974570629743"
"130.86666666666667","nan","nan","134.0561797752809","152.30985915492957","139.0775685322924"
"133.75","nan","nan","136.6818181818182","158.3661971830986","142.93267178830558"
"133.5888888888889","nan","nan","136.625","158.18666666666667","142.8001851851852"
"138.72093023255815","nan","nan","134.68539325842696","160.4561403508772","144.62082128062076"
"145.34939759036143","nan","nan","137.81176470588235","141.10714285714286","141.42276838446222"
"140.25641025641025","nan","nan","136.73863636363637","142.75","139.91501554001556"
"142.11764705882354","nan","nan","134.02247191011236","152.68354430379748","142.9412210909111"
"141.1153846153846","nan","nan","139.13953488372093","163.16216216216216","147.80569388708923"
"137.45","nan","nan","133.91011235955057","158.5921052631579","143.31740587423613"
"129.57647058823528","nan","nan","136.02298850574712","164.6417910447761","143.41375004625286"
"149.7123287671233","nan","nan","146.06172839506172","148.8641975308642","148.21275156434976"
"138.43243243243242","nan","nan","143.29761904761904","165.31884057971016","149.01629735325386"
"138.57692307692307","nan","nan","133.12222222222223","184.82539682539684","152.17484737484736"
"137.4418604651163","nan","214.0","139.25882352941176","166.71641791044777","164.35427547624397"
"137.29885057471265","nan","nan","137.69767441860466","168.52307692307693","147.83986730546474"
"137.14117647058825","nan","298.0","136.6818181818182","132.53012048192772","176.08827878358352"
"141.3953488372093","nan","nan","130.58241758241758","151.8860759493671","141.2879474563313"
"139.3139534883721","nan","nan","124.71578947368421","141.91860465116278","135.31611587107304"
"146.91358024691357","nan","nan","135.7840909090909","147.02702702702703","143.2415660610105"
"139.91666666666666","nan","232.5","133.25555555555556","159.05714285714285","166.18234126984126"
"138.36470588235295","nan","nan","134.79545454545453","152.02739726027397","141.72918589602713"
"147.28048780487805","nan","nan","133.7","142.81159420289856","141.26402733592553"
"133.14634146341464","nan","404.0","128.8709677419355","167.26760563380282","208.32122870978822"
"139.5","nan","nan","140.0","158.1014492753623","145.8671497584541"
"133.04347826086956","nan","80.0","139.6046511627907","158.43835616438355","127.77162139701096"
"132.19540229885058","nan","149.0","139.47058823529412","142.34246575342465","140.75211407189235"
"136.7906976744186","nan","nan","142.38823529411764","144.80519480519482","141.3280425912437"
"138.1046511627907","nan","288.0","138.70114942528735","140.45454545454547","176.31508651065587"
"139.24705882352941","nan","nan","141.36470588235295","152.873417721519","144.49506080913378"
"139.2405063291139","nan","430.0","136.3068181818182","170.27118644067798","218.95462773790254"
"133.28571428571428","nan","nan","134.57303370786516","142.92857142857142","136.9291064740503"
"135.60256410256412","nan","nan","140.04651162790697","135.3108108108108","136.98662884709395"
"147.7037037037037","nan","nan","130.7826086956522","150.15151515151516","142.87927585029036"
"138.15384615384616","nan","646.0","135.74074074074073","149.8641975308642","267.4396961063628"
"137.60759493670886","nan","111.0","132.0989010989011","139.61627906976744","130.08069377634436"
"143.69736842105263","nan","nan","144.1547619047619","149.6172839506173","145.82313809214395"
"147.50819672131146","nan","nan","131.18279569892474","158.96","145.88366414007874"
"131.25675675675674","nan","996.0","129.41935483870967","160.75","354.3565278988666"
"134.6931818181818","nan","nan","136.89772727272728","148.73170731707316","140.10753880266077"
"136.02597402597402","nan","nan","139.02298850574712","163.0","146.01632084390704"
"141.73563218390805","nan","164.0","143.24705882352941","148.390243902439","149.3432337274691"
"138.9620253164557","nan","nan","128.98924731182797","154.28571428571428","140.74566230466598"
"130.97619047619048","nan","nan","132.73626373626374","147.1219512195122","136.94480181065546"
"135.53086419753086","nan","nan","140.7674418604651","140.6860465116279","138.99478418987462"
"132.04","219.0","nan","132.55555555555554","137.64367816091954","155.30980842911876"
"139.71794871794873","nan","nan","133.9777777777778","153.35897435897436","142.35156695156695"
"140.77777777777777","nan","689.0","130.33333333333334","138.4375","274.6371527777778"
"133.52272727272728","nan","660.0","137.01136363636363","134.85555555555555","266.3474116161616"
"137.41379310344828","nan","nan","132.7912087912088","131.05494505494505","133.75331564986737"
"142.3","nan","nan","133.5","149.7","141.83333333333334"
"134.59259259259258","nan","nan","137.10344827586206","130.21428571428572","133.97010886091346"
"130.35526315789474","nan","435.5","131.8021978021978","150.54794520547946","212.05135154139302"
"136.98333333333332","nan","nan","133.0222222222222","150.20987654320987","140.07181069958847"
"130.73493975903614","nan","nan","132.25274725274724","141.27058823529413","134.75275841569248"
"129.29761904761904","805.0","626.0","134.13483146067415","158.8","370.6464901016586"
"133.53932584269663","nan","355.0","125.15463917525773","133.40963855421685","186.77590089304277"
"133.5","nan","307.0","146.78048780487805","147.41975308641975","183.67506022282444"
"140.68571428571428","nan","741.0","128.01063829787233","133.36666666666667","285.76575481256333"
"131.9268292682927","nan","nan","133.74444444444444","152.8939393939394","139.52173770222552"
"128.63934426229508","nan","nan","130.0326086956522","121.4","126.69065098598242"
"137.725","nan","nan","131.26373626373626","154.60256410256412","141.19710012210012"
"130.85555555555555","nan","nan","135.9318181818182","140.7764705882353","135.854614775203"
"137.320987654321","nan","nan","140.2906976744186","136.13513513513513","137.91560682129156"
"136.625","nan","nan","130.08695652173913","136.0909090909091","134.26762187088275"
"134.0340909090909","nan","nan","139.51764705882354","135.5056179775281","136.35245198181417"
"131.27710843373495","nan","nan","132.7032967032967","131.0","131.6601350456772"
"142.7887323943662","nan","nan","130.95698924731184","130.05882352941177","134.60151505702996"
"141.54929577464787","277.0","nan","130.8913043478261","147.96296296296296","174.35089077135922"
"138.36046511627907","nan","nan","141.4470588235294","145.13253012048193","141.64668468676345"
"143.32394366197184","nan","nan","136.6590909090909","139.76470588235293","139.91591348447187"
"130.08235294117648","nan","554.0","131.2608695652174","136.20454545454547","237.88694199023485"
"142.97619047619048","nan","nan","136.22471910112358","140.19767441860466","139.79952799863958"
"135.39506172839506","nan","nan","131.52747252747253","152.475","139.7991780852892"
"139.67605633802816","nan","nan","133.02173913043478","140.75","137.81593182282097"
"133.0722891566265","nan","nan","146.29268292682926","126.25274725274726","135.205906445401"
"130.04761904761904","nan","nan","138.47191011235955","131.38372093023256","133.3010833634037"
"144.7258064516129","nan","nan","144.3855421686747","142.97674418604652","144.02936426877804"
"146.47058823529412","nan","nan","134.43820224719101","153.84615384615384","144.918314776213"
"146.52439024390245","581.5","nan","133.64835164835165","141.43023255813952","250.7757436125984"
"152.1139240506329","nan","nan","131.7912087912088","137.48275862068965","140.46263048751044"
"147.98765432098764","nan","nan","136.40963855421685","150.5625","144.98659762506816"
"141.9047619047619","nan","nan","134.12222222222223","132.96052631578948","136.3291701475912"
"142.93506493506493","nan","nan","133.10843373493975","131.48314606741573","135.84221491247345"
"143.4390243902439","nan","nan","132.24175824175825","140.82758620689654","138.83612294629958"
"148.85","nan","nan","132.63333333333333","143.16470588235293","141.54934640522876"
"142.65060240963857","nan","nan","146.24096385542168","127.0","138.63052208835342"
"144.13333333333333","nan","nan","140.61627906976744","138.70886075949366","141.15282438753147"
"144.48192771084337","829.0","623.0","134.55555555555554","143.25","374.8574966532798"
"152.88888888888889","202.5","nan","135.07865168539325","145.09756097560975","158.89127538747297"
"152.60256410256412","nan","nan","125.49473684210527","166.07462686567163","148.05730927011368"
"152.1125","nan","nan","135.77528089887642","164.05405405405406","150.6472783176435"
"158.4","789.0","nan","129.49462365591398","151.375","307.0674059139785"
"146.48192771084337","nan","nan","133.75555555555556","154.63291139240508","144.95679821960132"
"163.2058823529412","914.0","nan","136.625","145.97590361445782","339.95169649184976"
"164.35294117647058","151.0","nan","127.6236559139785","162.17567567567568","151.28806819153118"
"146.6987951807229","nan","nan","126.60416666666667","148.55555555555554","140.6195058009817"
"142.98809523809524","nan","nan","119.38709677419355","154.40506329113924","138.92675176780935"
"165.05405405405406","766.0","nan","127.41489361702128","145.7037037037037","301.04316284369474"
"145.890243902439","593.0","nan","136.6931818181818","130.9010989010989","251.62113115542994"
"142.91764705882352","688.0","nan","144.8961038961039","137.57142857142858","278.346294881589"
"146.58666666666667","nan","nan","129.36559139784947","148.52631578947367","141.49285795132994"
"146.76829268292684","116.0","nan","136.47727272727272","139.30232558139534","134.6369727478987"
"148.98765432098764","90.0","nan","128.22340425531914","130.32608695652175","124.38428638320713"
"144.68421052631578","132.5","395.0","134.26666666666668","137.675","188.8251754385965"
"139.4375","491.5","nan","135.35955056179776","139.47058823529412","226.44190969927297"
"155.14084507042253","185.0","201.0","134.7078651685393","159.81333333333333","167.13240871445905"
"135.8783783783784","nan","nan","145.7439024390244","136.48275862068965","139.36834647936413"
"138.95652173913044","nan","nan","136.61797752808988","162.70666666666668","146.09372197796233"
"151.69014084507043","nan","nan","136.64367816091954","155.0","147.77793966866332"
"151.484375","nan","nan","130.72826086956522","150.3835616438356","144.19873250446696"
"154.88732394366198","nan","192.0","135.6629213483146","146.2560975609756","157.20158571323805"
"150.2127659574468","140.0","nan","126.79787234042553","137.68055555555554","138.67279846335697"
"143.28571428571428","nan","nan","131.33695652173913","168.625","147.74922360248448"
"160.66666666666666","474.0","508.5","128.49462365591398","142.20481927710844","282.7732219199378"
"141.66666666666666","271.0","nan","130.95652173913044","156.83544303797467","175.1146578609429"
"150.59701492537314","nan","nan","134.0888888888889","134.97752808988764","139.88781063471654"
"155.16949152542372","nan","nan","123.48453608247422","145.6024096385542","141.41881241548404"
"146.25714285714287","316.0","513.0","124.25","148.46666666666667","249.5947619047619"
"141.37878787878788","nan","268.5","128.3139534883721","155.88311688311688","173.51896456256924"
"145.4142857142857","538.0","726.0","130.81521739130434","164.44776119402985","340.93545285992394"
"137.82432432432432","nan","890.0","134.1685393258427","156.9718309859155","329.7411736590206"
"143.53521126760563","nan","409.0","132.1868131868132","156.02597402597402","210.18699962009822"
"146.01315789473685","nan","932.0","129.81720430107526","143.93506493506493","337.94135678271925"
"143.85714285714286","nan","265.0","131.32608695652175","153.30769230769232","173.37273053033925"
"141.89411764705883","nan","nan","132.82417582417582","166.95833333333334","147.22554226818934"
"146.1014492753623","nan","nan","130.05434782608697","164.76388888888889","146.97322866344606"
"142.03488372093022","nan","457.0","134.82222222222222","175.53623188405797","227.3483344568026"
"144.16666666666666","nan","203.0","138.0","156.80519480519482","160.49296536796535"
"137.4848484848485","nan","nan","131.4891304347826","140.36470588235295","136.44622826732802"
"142.21875","nan","287.0","130.13978494623655","144.63855421686748","175.999272290776"
"159.09375","nan","384.5","127.61052631578947","156.8421052631579","207.01159539473684"
"138.09459459459458","nan","941.0","133.26666666666668","144.3421052631579","339.1758416311048"
"145.59677419354838","nan","561.0","127.58947368421053","150.23880597014926","246.10626346197705"
"145.71052631578948","nan","733.0","135.02247191011236","153.37142857142857","291.7761066993326"
"136.35135135135135","nan","nan","133.36263736263737","156.68354430379748","142.13251100592873"
"142.21621621621622","nan","nan","132.4835164835165","159.98529411764707","144.8950089391266"
"134.84","296.0","857.0","140.38372093023256","150.125","315.66974418604656"
"137.42352941176472","nan","585.0","144.5","143.86746987951807","252.6977498228207"
"141.01470588235293","832.0","456.0","157.24675324675326","152.36111111111111","347.7245140480435"
"138.41666666666666","nan","nan","137.92134831460675","142.60714285714286","139.64838594613877"
"144.7051282051282","nan","649.0","141.27906976744185","150.6375","271.4054244931425"
"143.375","nan","240.0","131.0879120879121","138.125","163.14697802197801"
"137.5909090909091","nan","326.5","133.6043956043956","136.1375","183.45820117382618"
"137.60493827160494","nan","776.0","131.43478260869566","141.42857142857142","296.617073077218"
"129.83529411764707","nan","210.0","123.87628865979381","143.85714285714286","151.89218140864594"
"132.80434782608697","nan","nan","139.19767441860466","146.4313725490196","139.4777982645704"
"138.57954545454547","nan","856.0","135.82222222222222","160.47222222222223","322.7184974747475"
"142.11764705882354","nan","nan","124.97938144329896","161.01315789473685","142.7033954656198"
"138.2808988764045","nan","64.0","128.39361702127658","143.9156626506024","118.64754463707087"
"138.47727272727272","nan","251.0","133.6813186813187","157.97402597402598","170.28315434565434"
"139.675","87.0","831.0","130.18478260869566","137.075","264.98695652173916"
"138.47727272727272","nan","nan","127.5578947368421","143.96385542168676","136.66634096193386"
"141.7325581395349","189.0","nan","131.6195652173913","184.6969696969697","161.76227326347396"
"135.46666666666667","nan","466.0","130.7826086956522","145.5","219.43731884057974"
"139.0344827586207","nan","76.0","123.96907216494846","148.82191780821918","121.95636818294707"
"132.81521739130434","nan","nan","130.5268817204301","144.57831325301206","135.97347078824885"
"129.8181818181818","nan","35.0","129.24468085106383","149.1625","110.80634066731142"
"137.5735294117647","462.0","84.0","122.29292929292929","145.56578947368422","190.28644963567564"
"132.8804347826087","829.0","707.0","132.0","152.48717948717947","390.67352285395765"
"132.42857142857142","nan","220.5","136.92134831460675","167.0655737704918","164.2288733784175"
"131.55434782608697","nan","nan","132.2173913043478","128.83870967741936","130.87014960261806"
"135.65555555555557","nan","961.0","126.90625","141.27272727272728","341.2086332070707"
"137.23595505617976","nan","910.0","130.0752688172043","152.6986301369863","332.5024635025926"
"126.53684210526316","547.0","nan","130.49462365591398","136.04545454545453","235.01923007665792"
"132.91304347826087","nan","nan","128.7872340425532","144.90361445783134","135.53463065954847"
"142.52325581395348","nan","nan","127.34736842105264","138.52380952380952","136.1314779196052"
"130.50537634408602","nan","nan","122.5959595959596","140.625","131.2421119800152"
"141.15116279069767","nan","nan","128.88297872340425","136.85227272727272","135.62880474712486"
"134.0222222222222","nan","491.0","126.40625","156.42857142857142","226.96426091269842"
"137.1931818181818","nan","nan","132.0326086956522","140.19444444444446","136.4734116527595"
"135.73493975903614","nan","nan","141.63953488372093","149.325","142.23315821425234"
"135.44578313253012","nan","nan","123.9795918367347","146.85","135.42512498975495"
"133.87912087912088","nan","651.0","132.76666666666668","147.72619047619048","266.3429945054945"
"133.17857142857142","nan","nan","136.61797752808988","136.02469135802468","135.27374677156197"
"134.51111111111112","nan","nan","135.41573033707866","149.94520547945206","139.9573489758806"
"130.54651162790697","nan","571.0","129.6236559139785","140.4404761904762","242.90266093309043"
"131.6705882352941","nan","nan","128.75531914893617","136.9438202247191","132.4565758696498"
"131.7058823529412","955.0","nan","124.95833333333333","129.11827956989248","335.1956238140417"
"134.50704225352112","nan","679.25","127.14736842105263","144.5731707317073","271.3693953515703"
"130.20481927710844","nan","nan","125.125","134.63333333333333","129.9877175368139"
"139.9318181818182","590.0","303.0","127.6421052631579","126.57446808510639","257.4296783060165"
"133.5164835164835","nan","430.0","136.0","129.6413043478261","207.2894469660774"
"136.03370786516854","nan","nan","127.69473684210526","130.17441860465115","131.30095443730832"
"145.34615384615384","936.0","nan","128.16129032258064","153.2051282051282","340.6781430934657"
"133.52439024390245","nan","626.0","133.17391304347825","148.7037037037037","260.3505017477711"
"128.61363636363637","nan","nan","132.63736263736263","139.1046511627907","133.4518833879299"
"136.92222222222222","995.0","nan","133.2888888888889","136.025","350.3090277777778"
"133.94202898550725","628.0","nan","135.36363636363637","131.52808988764045","257.208438809196"
"139.078125","622.0","nan","129.86170212765958","154.46153846153845","261.35034139729953"
"142.231884057971","nan","nan","128.0215053763441","161.68","143.97779647810503"
"132.96703296703296","nan","442.0","127.8936170212766","145.02631578947367","211.9717414444458"
"129.63291139240508","nan","882.0","128.59139784946237","156.85714285714286","324.27036302475256"
"129.66666666666666","nan","419.0","128.44086021505376","140.48837209302326","204.3989747436859"
"127.46575342465754","nan","nan","132.06521739130434","139.73809523809524","133.0896886846857"
"130.81927710843374","nan","nan","138.74418604651163","135.82022471910113","135.1278959580155"
"134.61627906976744","nan","nan","135.86516853932585","116.4059405940594","128.96246273438422"
"139.816091954023","nan","622.6666666666666","127.93617021276596","140.1764705882353","257.6488498554227"
"133.31764705882352","nan","nan","126.30208333333333","155.7887323943662","138.46948759550767"
"132.41176470588235","nan","nan","139.7093023255814","149.5810810810811","140.56738270418163"
"134.55555555555554","nan","565.5","128.5212765957447","132.5185185185185","240.27383766745467"
"131.68235294117648","nan","nan","139.04597701149424","143.10843373493975","137.94558789587015"
"129.2872340425532","nan","447.5","130.54347826086956","143.48235294117646","212.70326631114983"
"128.1139240506329","566.0","nan","131.87912087912088","144.81927710843374","242.70308050954688"
"131.67741935483872","nan","120.0","125.56179775280899","142.08450704225353","129.83093103747532"
"140.8372093023256","94.0","606.5","127.7741935483871","140.52941176470588","221.9281629230837"
"130.61176470588236","248.0","nan","124.47916666666667","140.48837209302326","160.8948258663931"
"138.02702702702703","nan","523.0","131.27272727272728","146.975","234.8186885749386"
"143.97435897435898","nan","518.5","126.47252747252747","135.26966292134833","231.0541373420587"
"139.9090909090909","nan","nan","138.02272727272728","136.82758620689654","138.25313479623824"
"135.44","nan","145.66666666666666","132.72222222222223","150.9240506329114","141.18823488045007"
"130.05128205128204","304.5","269.0","140.06976744186048","133.88888888888889","195.50198767640626"
"130.77906976744185","nan","104.0","134.01111111111112","138.42528735632183","126.80386705871871"
"125.93181818181819","nan","940.0","133.17045454545453","132.25555555555556","332.83945707070706"
"134.91463414634146","263.0","936.0","136.6153846153846","137.73563218390805","321.65313018912684"
"136.62921348314606","nan","128.0","139.94252873563218","142.88095238095238","136.86317364993266"
"136.09876543209876","883.0","762.3333333333334","133.95555555555555","134.2921348314607","409.93595783048966"
"138.3125","nan","411.0","136.5056179775281","127.61290322580645","203.35775530083365"
"136.65168539325842","nan","372.0","135.2134831460674","134.05747126436782","194.4806599509234"
"135.1123595505618","nan","nan","133.01098901098902","147.37333333333333","138.49889396496138"
"143.25974025974025","451.0","309.0","131.25","126.84883720930233","232.2717154938085"
"136.92134831460675","983.0","nan","137.5287356321839","135.57471264367817","348.2561991476172"
"129.9247311827957","nan","nan","142.65882352941176","131.71428571428572","134.76594680883107"
"138.91860465116278","nan","nan","133.5054945054945","146.29268292682926","139.57226069449553"
"134.53333333333333","nan","319.0","132.62637362637363","124.25","177.60242673992673"
"139.71264367816093","nan","470.0","122.12244897959184","140.72619047619048","218.1403207834858"
"141.1529411764706","479.0","nan","134.62222222222223","129.97826086956522","221.18835606706452"
"133.85542168674698","989.0","271.5","141.36470588235295","145.92592592592592","336.32921069900516"
"138.5287356321839","870.0","351.0","126.46315789473684","152.39240506329114","327.6768597180424"
"145.5064935064935","nan","nan","123.76288659793815","149.25316455696202","139.50751488713124"
"151.22666666666666","nan","147.33333333333334","126.57291666666667","138.60919540229884","140.93552801724138"
"150.7922077922078","nan","nan","128.78494623655914","151.1772151898734","143.58478973954678"
"145.91666666666666","364.0","954.0","126.92631578947369","125.58510638297872","343.28561776782374"
"143.24358974358975","nan","265.0","128.55913978494624","148.3375","171.285057382134"
"148.66666666666666","nan","544.5","129.93548387096774","141.24096385542168","241.085778598264"
"145.1315789473684","nan","543.0","122.25510204081633","143.6315789473684","238.5045649838883"
"146.19277108433735","nan","nan","130.55434782608697","132.45054945054946","136.39922278699126"
"143.38095238095238","nan","nan","133.34444444444443","140.47058823529412","139.06532835356367"
"147.08","535.0","585.0","133.76666666666668","143.52439024390245","308.8742113821138"
"141.69411764705882","nan","nan","126.25263157894737","140.1046511627907","136.0171334629323"
"145.50602409638554","664.0","275.0","128.2659574468085","122.20224719101124","266.99484574684107"
"144.57831325301206","365.0","408.0","125.15625","122.96842105263158","233.14059686112873"
"145.52380952380952","nan","554.6666666666666","125.6421052631579","146.51315789473685","243.08643483709272"
"138.70114942528735","nan","883.0","124.3125","138.2674418604651","321.07027282143815"
"136.07954545454547","nan","546.5","125.82105263157895","127.74117647058823","234.03544363917817"
"134.0","nan","nan","127.08421052631579","133.40740740740742","131.49720597790773"
"132.72527472527472","nan","nan","126.2421052631579","137.21518987341773","132.0608566206168"
"131.45652173913044","nan","nan","131.8","123.97916666666667","129.07856280193238"
"128.65217391304347","nan","nan","126.87368421052632","135.1931818181818","130.23967998058387"
