"PandaController_2019_08_11__08_22_13__165309nhlzdqdbhl","PandaController_2019_08_11__14_18_17__188334jzlipczgwe","PandaController_2019_08_11__11_30_38__945755wjtcehpbcy","PandaController_2019_08_11__13_23_12__851503oqrypyiuqc","PandaController_2019_08_11__15_12_46__701247ieqnuidezx","Mean_over_mean_grasp_times"
"nan","170.94594594594594","nan","313.9047619047619","nan","242.42535392535393"
"nan","174.56","nan","278.3478260869565","nan","226.45391304347825"
"nan","207.28","nan","233.14814814814815","nan","220.21407407407406"
"nan","180.8","nan","280.76190476190476","nan","230.78095238095239"
"nan","188.10344827586206","nan","290.6842105263158","nan","239.3938294010889"
"nan","220.82142857142858","nan","276.5217391304348","nan","248.6715838509317"
"nan","211.26666666666668","nan","261.64","nan","236.45333333333332"
"nan","188.47058823529412","nan","300.4761904761905","nan","244.4733893557423"
"nan","195.71428571428572","nan","249.14285714285714","nan","222.42857142857144"
"nan","192.4","nan","324.4117647058824","nan","258.4058823529412"
"nan","216.03571428571428","nan","266.95652173913044","nan","241.49611801242236"
"nan","211.04","nan","360.6111111111111","nan","285.8255555555555"
"nan","210.3","nan","252.96","nan","231.63"
"nan","182.89655172413794","nan","300.42857142857144","nan","241.66256157635468"
"nan","180.33333333333334","nan","322.3125","nan","251.32291666666669"
"nan","191.03125","nan","239.8181818181818","nan","215.4247159090909"
"nan","172.20689655172413","nan","287.27272727272725","nan","229.7398119122257"
"nan","229.12","nan","298.22222222222223","nan","263.67111111111114"
"674.5","179.16666666666666","nan","241.34782608695653","nan","365.0048309178744"
"nan","207.47619047619048","nan","274.7391304347826","nan","241.10766045548655"
"nan","206.6","nan","255.25","nan","230.925"
"nan","208.48387096774192","nan","286.2173913043478","nan","247.35063113604485"
"nan","186.93939393939394","nan","314.94736842105266","nan","250.9433811802233"
"nan","187.1764705882353","nan","280.875","nan","234.02573529411765"
"nan","171.32258064516128","nan","251.4","nan","211.36129032258066"
"nan","197.4375","nan","256.30434782608694","nan","226.87092391304347"
"nan","198.0","nan","291.8636363636364","nan","244.9318181818182"
"nan","172.83333333333334","nan","395.52941176470586","nan","284.1813725490196"
"nan","187.6086956521739","nan","242.36363636363637","nan","214.98616600790513"
"nan","197.8709677419355","nan","275.4347826086956","nan","236.65287517531556"
"nan","194.59259259259258","nan","278.0952380952381","nan","236.34391534391534"
"nan","221.33333333333334","nan","318.3809523809524","nan","269.8571428571429"
"nan","203.1290322580645","nan","255.45833333333334","nan","229.29368279569894"
"nan","205.8181818181818","nan","330.8","nan","268.3090909090909"
"nan","212.1578947368421","nan","314.0","nan","263.07894736842104"
"nan","209.14285714285714","128.0","258.76190476190476","nan","198.63492063492063"
"nan","268.22727272727275","711.0","330.35","nan","436.5257575757576"
"nan","214.89655172413794","598.0","305.35714285714283","nan","372.7512315270936"
"nan","223.1578947368421","nan","255.84","nan","239.49894736842106"
"nan","227.33333333333334","nan","285.0","nan","256.1666666666667"
"nan","232.2","267.5","262.23809523809524","nan","253.97936507936507"
"nan","210.96","nan","225.45833333333334","nan","218.20916666666668"
"nan","193.21428571428572","nan","257.4782608695652","nan","225.34627329192546"
"nan","189.25","176.0","238.125","nan","201.125"
"nan","176.4","nan","255.66666666666666","nan","216.03333333333333"
"nan","173.37037037037038","nan","231.10714285714286","nan","202.2387566137566"
"nan","170.82142857142858","561.0","218.27586206896552","nan","316.6990968801313"
"nan","220.6","nan","318.0","nan","269.3"
"nan","178.3913043478261","nan","286.3809523809524","nan","232.38612836438926"
"nan","181.0","nan","274.125","nan","227.5625"
"nan","191.6060606060606","330.5","335.6","nan","285.9020202020202"
"nan","183.78571428571428","298.0","218.6","nan","233.46190476190475"
"nan","184.57142857142858","nan","230.39285714285714","nan","207.48214285714286"
"nan","189.54545454545453","342.0","250.12","nan","260.5551515151515"
"nan","182.56521739130434","254.0","241.80769230769232","nan","226.12430323299887"
"nan","168.11111111111111","nan","356.70588235294116","nan","262.40849673202615"
"nan","191.80645161290323","nan","308.1818181818182","nan","249.9941348973607"
"nan","228.24","549.0","298.5263157894737","nan","358.5887719298246"
"nan","208.0","nan","264.0","nan","236.0"
"nan","230.08333333333334","nan","288.54545454545456","nan","259.31439393939394"
"nan","175.93333333333334","859.0","281.7894736842105","nan","438.90760233918127"
"nan","168.0","nan","234.33333333333334","nan","201.16666666666669"
"nan","174.38888888888889","nan","189.12121212121212","nan","181.75505050505052"
"nan","165.64","nan","335.7368421052632","nan","250.68842105263158"
"nan","199.33333333333334","nan","225.0","nan","212.16666666666669"
"nan","183.17142857142858","nan","234.22222222222223","nan","208.6968253968254"
"nan","199.33333333333334","nan","436.3333333333333","nan","317.8333333333333"
"nan","202.54166666666666","nan","202.1","nan","202.32083333333333"
"nan","183.85294117647058","nan","208.96296296296296","nan","196.40795206971677"
"nan","178.15384615384616","560.0","205.32258064516128","nan","314.4921422663358"
"nan","186.42857142857142","nan","233.7037037037037","nan","210.06613756613757"
"nan","186.31034482758622","232.0","183.6206896551724","nan","200.64367816091954"
"nan","183.52941176470588","nan","204.3548387096774","nan","193.94212523719165"
"nan","195.74074074074073","nan","215.52","nan","205.63037037037037"
"nan","180.23333333333332","520.0","216.70833333333334","nan","305.64722222222224"
"nan","178.57142857142858","nan","200.44444444444446","nan","189.5079365079365"
"nan","168.57575757575756","nan","215.54545454545453","nan","192.06060606060606"
"nan","193.53333333333333","nan","222.13333333333333","nan","207.83333333333331"
"nan","201.43478260869566","337.0","245.16666666666666","nan","261.2004830917874"
"nan","170.88","nan","242.86363636363637","399.0","270.9145454545455"
"nan","176.9","nan","224.64","nan","200.76999999999998"
"nan","216.6","nan","247.8","nan","232.2"
"nan","178.82142857142858","nan","258.7916666666667","nan","218.80654761904765"
"nan","169.40740740740742","nan","217.5","nan","193.4537037037037"
"nan","189.0909090909091","nan","228.44444444444446","nan","208.7676767676768"
"nan","161.3846153846154","nan","217.12","nan","189.25230769230768"
"nan","176.6","nan","180.95833333333334","nan","178.77916666666667"
"nan","197.52173913043478","nan","192.2941176470588","nan","194.9079283887468"
"nan","182.65625","nan","161.46666666666667","nan","172.06145833333335"
"nan","201.38888888888889","nan","183.16666666666666","nan","192.27777777777777"
"nan","205.73076923076923","nan","172.72222222222223","nan","189.22649572649573"
"nan","187.75757575757575","nan","175.45","nan","181.60378787878787"
"nan","196.25","nan","202.19230769230768","nan","199.22115384615384"
"nan","246.6818181818182","nan","196.46428571428572","nan","221.57305194805195"
"nan","194.25925925925927","nan","173.06666666666666","nan","183.66296296296298"
"nan","185.55172413793105","nan","206.29032258064515","nan","195.92102335928809"
"nan","178.6551724137931","nan","231.5185185185185","nan","205.0868454661558"
"nan","187.24137931034483","nan","173.08","nan","180.1606896551724"
"nan","187.43478260869566","nan","198.07692307692307","nan","192.75585284280936"
"nan","163.96875","nan","200.78125","nan","182.375"
"nan","185.75862068965517","nan","207.03846153846155","nan","196.39854111405836"
"nan","205.16","nan","187.46153846153845","nan","196.3107692307692"
"nan","214.85714285714286","nan","194.93103448275863","nan","204.89408866995075"
"nan","196.83333333333334","nan","195.375","nan","196.10416666666669"
"nan","196.3181818181818","nan","207.19354838709677","nan","201.7558651026393"
"nan","250.125","nan","186.2941176470588","nan","218.2095588235294"
"nan","212.66666666666666","nan","168.96666666666667","nan","190.81666666666666"
"nan","189.78571428571428","nan","195.63636363636363","nan","192.71103896103895"
"nan","172.31578947368422","nan","154.82142857142858","nan","163.56860902255642"
"nan","179.20833333333334","nan","170.5483870967742","nan","174.87836021505376"
"nan","199.1818181818182","nan","240.52631578947367","nan","219.85406698564594"
"nan","178.79310344827587","nan","170.44444444444446","nan","174.61877394636016"
"nan","199.0","nan","167.31578947368422","nan","183.1578947368421"
"nan","202.33333333333334","nan","207.3","nan","204.81666666666666"
"nan","209.36","nan","180.16666666666666","nan","194.76333333333332"
"nan","196.9375","nan","177.72413793103448","nan","187.33081896551724"
"nan","172.36111111111111","nan","170.71875","nan","171.53993055555554"
"nan","189.36","nan","203.58064516129033","nan","196.4703225806452"
"nan","189.96666666666667","nan","168.72","nan","179.34333333333333"
"nan","165.86363636363637","nan","170.8108108108108","nan","168.3372235872236"
"nan","181.91176470588235","nan","186.23529411764707","nan","184.0735294117647"
"nan","178.44117647058823","nan","171.38888888888889","nan","174.91503267973854"
"nan","210.07407407407408","nan","203.0952380952381","nan","206.5846560846561"
"nan","171.58333333333334","nan","183.2","nan","177.39166666666665"
"nan","182.26666666666668","nan","226.96428571428572","nan","204.61547619047622"
"nan","171.3684210526316","nan","194.9","nan","183.1342105263158"
"nan","159.42857142857142","nan","194.33333333333334","nan","176.88095238095238"
"nan","218.53846153846155","nan","194.60714285714286","nan","206.57280219780222"
"nan","196.8","922.0","189.23076923076923","nan","436.01025641025643"
"nan","197.84375","nan","260.40909090909093","nan","229.12642045454547"
"nan","183.25","nan","205.19230769230768","nan","194.22115384615384"
"nan","177.9655172413793","898.0","184.53571428571428","nan","420.16707717569784"
"nan","187.58620689655172","nan","189.11764705882354","nan","188.35192697768764"
"nan","205.06896551724137","nan","154.78571428571428","nan","179.9273399014778"
"nan","226.24","nan","166.7027027027027","nan","196.47135135135136"
"nan","164.32432432432432","nan","183.61764705882354","nan","173.97098569157393"
"nan","178.38888888888889","nan","199.34375","nan","188.86631944444446"
"nan","167.22727272727272","nan","214.0","nan","190.61363636363637"
"nan","174.91304347826087","nan","187.2058823529412","nan","181.05946291560105"
"nan","191.4848484848485","nan","212.4","nan","201.94242424242424"
"nan","163.4375","nan","170.6216216216216","nan","167.0295608108108"
"nan","155.07142857142858","nan","176.77777777777777","nan","165.9246031746032"
"nan","159.68","nan","183.10344827586206","nan","171.39172413793102"
"nan","195.51724137931035","nan","191.9375","nan","193.72737068965517"
"nan","173.10344827586206","693.5","172.67567567567568","nan","346.42637465051257"
"nan","194.3181818181818","697.0","159.5897435897436","nan","350.3026418026418"
"nan","192.66666666666666","nan","145.41860465116278","nan","169.04263565891472"
"nan","161.93333333333334","905.0","176.80555555555554","nan","414.57962962962966"
"nan","190.36666666666667","323.0","170.75675675675674","nan","228.04114114114114"
"nan","210.56521739130434","nan","184.3793103448276","nan","197.47226386806597"
"nan","232.05882352941177","nan","196.88888888888889","nan","214.4738562091503"
"nan","156.25925925925927","nan","174.65625","nan","165.45775462962962"
"nan","210.875","nan","184.22222222222223","nan","197.54861111111111"
"nan","162.6764705882353","915.0","180.65714285714284","nan","419.44453781512607"
"nan","180.68571428571428","804.0","185.47058823529412","nan","390.05210084033615"
"nan","193.86206896551724","407.0","204.3","nan","268.38735632183904"
"nan","206.95652173913044","nan","159.76470588235293","nan","183.36061381074168"
"nan","181.05","nan","182.5","nan","181.775"
"nan","190.27272727272728","670.6666666666666","200.46875","nan","353.80271464646466"
"nan","204.9047619047619","nan","198.0625","nan","201.48363095238096"
"nan","176.32","nan","193.88888888888889","nan","185.10444444444443"
"nan","268.7","343.6666666666667","181.2","nan","264.5222222222222"
"nan","186.70833333333334","nan","180.17142857142858","nan","183.43988095238097"
"nan","276.6470588235294","457.0","174.46666666666667","nan","302.7045751633987"
"nan","260.5","nan","171.71428571428572","nan","216.10714285714286"
"nan","222.0","119.0","190.6","nan","177.20000000000002"
"nan","176.625","nan","164.52631578947367","nan","170.57565789473682"
"nan","205.2","303.0","172.8709677419355","nan","227.02365591397847"
"nan","198.10714285714286","567.0","142.86666666666667","nan","302.65793650793654"
"nan","194.78125","212.0","150.3","nan","185.69375"
"nan","193.0","nan","175.48387096774192","nan","184.24193548387098"
"nan","196.6315789473684","604.0","157.175","nan","319.2688596491228"
"nan","225.3181818181818","nan","145.56756756756758","nan","185.44287469287468"
"nan","247.69230769230768","nan","170.70967741935485","nan","209.20099255583125"
"nan","231.57142857142858","715.0","160.09375","nan","368.88839285714283"
"nan","207.03125","nan","178.38888888888889","nan","192.71006944444446"
"nan","209.5","nan","185.5483870967742","nan","197.5241935483871"
"nan","214.12","986.0","197.23333333333332","nan","465.78444444444443"
"nan","254.2","nan","164.6315789473684","nan","209.41578947368419"
"nan","242.16666666666666","393.0","161.56410256410257","nan","265.57692307692304"
"nan","242.0","483.0","164.28125","nan","296.4270833333333"
"nan","186.45454545454547","176.0","165.89473684210526","nan","176.1164274322169"
"nan","191.14285714285714","435.0","150.52380952380952","nan","258.88888888888886"
"nan","191.77777777777777","nan","158.15384615384616","nan","174.96581196581195"
"nan","276.53846153846155","189.0","162.93939393939394","nan","209.49261849261848"
"nan","228.3684210526316","nan","163.9","nan","196.1342105263158"
"nan","254.68","nan","168.63636363636363","nan","211.65818181818182"
"nan","191.7037037037037","nan","170.55263157894737","nan","181.12816764132555"
"nan","159.57142857142858","nan","148.95238095238096","nan","154.26190476190476"
"nan","218.82608695652175","nan","164.84375","nan","191.83491847826087"
"nan","224.6","nan","170.74193548387098","nan","197.6709677419355"
"nan","213.3846153846154","nan","174.5","nan","193.94230769230768"
"nan","211.59259259259258","327.0","162.54545454545453","nan","233.71268237934905"
"nan","259.4782608695652","nan","159.2051282051282","nan","209.3416945373467"
"nan","360.3333333333333","nan","174.5","nan","267.41666666666663"
"nan","229.4","289.0","168.78947368421052","nan","229.06315789473683"
"nan","253.38095238095238","961.0","157.125","nan","457.1686507936508"
"nan","192.6875","716.0","165.74193548387098","nan","358.1431451612903"
"nan","224.21052631578948","nan","180.08333333333334","nan","202.14692982456143"
"nan","211.61290322580646","423.0","159.08333333333334","nan","264.56541218637994"
"nan","235.59259259259258","nan","171.32142857142858","nan","203.45701058201058"
"nan","201.38709677419354","nan","187.05882352941177","nan","194.22296015180265"
"nan","183.44444444444446","655.6666666666666","158.7948717948718","nan","332.63532763532766"
"nan","194.1153846153846","nan","158.8148148148148","873.0","408.6433998100665"
"nan","228.12","nan","187.7058823529412","nan","207.9129411764706"
"nan","208.83333333333334","258.5","173.72222222222223","nan","213.68518518518522"
"nan","210.8","nan","187.58823529411765","nan","199.19411764705882"
"nan","222.96153846153845","nan","170.51612903225808","nan","196.73883374689825"
"nan","191.0","657.0","168.58064516129033","nan","338.86021505376345"
"nan","180.9090909090909","432.0","169.02702702702703","nan","260.6453726453726"
"nan","204.7391304347826","322.0","177.03333333333333","nan","234.59082125603865"
"nan","198.04","nan","175.47222222222223","nan","186.75611111111112"
"nan","195.6315789473684","645.0","148.3953488372093","nan","329.67564259485926"
"nan","211.73333333333332","nan","155.4848484848485","nan","183.60909090909092"
"nan","232.78571428571428","169.0","151.77777777777777","nan","184.52116402116403"
"nan","174.83333333333334","292.0","173.21428571428572","nan","213.34920634920636"
"nan","218.31578947368422","374.0","171.62962962962962","nan","254.6484730344379"
"nan","263.96","nan","178.66666666666666","nan","221.31333333333333"
"nan","172.2608695652174","nan","160.34375","nan","166.3023097826087"
"nan","186.6764705882353","317.0","180.77777777777777","239.0","230.86356209150327"
"nan","299.93333333333334","nan","187.625","nan","243.77916666666667"
"nan","226.70833333333334","nan","194.82142857142858","nan","210.76488095238096"
"nan","194.3125","666.0","161.28571428571428","nan","340.5327380952381"
"nan","247.8181818181818","411.0","166.5625","437.0","315.59517045454544"
"nan","239.77272727272728","nan","192.96969696969697","560.8","331.18080808080805"
"nan","191.5","565.0","172.83333333333334","nan","309.77777777777777"
"nan","181.06666666666666","nan","178.83333333333334","275.0","211.63333333333333"
"nan","215.12","428.0","179.85714285714286","nan","274.3257142857143"
"nan","251.22222222222223","nan","166.31578947368422","383.6666666666667","267.0682261208577"
"nan","224.8095238095238","nan","166.1315789473684","nan","195.4705513784461"
"nan","178.8846153846154","nan","163.59375","nan","171.23918269230768"
"nan","217.36","nan","170.8709677419355","535.0","307.7436559139785"
"nan","175.88571428571427","965.0","140.82222222222222","nan","427.23597883597887"
"nan","303.52941176470586","158.0","164.32258064516128","374.0","249.96299810246677"
"nan","210.07692307692307","732.0","162.3","367.0","367.84423076923076"
"nan","189.1851851851852","nan","142.1818181818182","nan","165.68350168350167"
"nan","193.125","nan","142.95348837209303","389.0","241.69282945736435"
"nan","209.875","398.0","165.44736842105263","nan","257.77412280701753"
"nan","218.66666666666666","nan","178.33333333333334","nan","198.5"
"nan","304.36842105263156","nan","157.87878787878788","486.6666666666667","316.3046251993621"
"nan","201.76190476190476","108.0","182.2","nan","163.98730158730157"
"nan","214.56","nan","161.42105263157896","629.0","334.9936842105263"
"nan","224.2962962962963","nan","183.68571428571428","nan","203.9910052910053"
"nan","239.4","nan","188.42424242424244","nan","213.91212121212124"
"nan","186.41176470588235","nan","158.2","nan","172.30588235294118"
"nan","211.62962962962962","nan","149.35714285714286","nan","180.49338624338623"
"nan","199.4","nan","144.97674418604652","nan","172.18837209302325"
"nan","192.07692307692307","nan","149.1951219512195","nan","170.63602251407127"
"nan","209.48","nan","163.93939393939394","nan","186.70969696969695"
"nan","236.28571428571428","nan","153.82926829268294","nan","195.0574912891986"
"nan","163.64","nan","151.76190476190476","nan","157.70095238095237"
"nan","213.69230769230768","nan","153.34146341463415","nan","183.5168855534709"
"649.0","242.42307692307693","nan","155.84848484848484","nan","349.09052059052055"
"200.0","197.1153846153846","nan","153.85365853658536","nan","183.65634771732334"
"327.0","214.9","939.0","168.31578947368422","nan","412.30394736842106"
"nan","204.09677419354838","nan","156.0","nan","180.0483870967742"
"nan","175.68","nan","160.3846153846154","nan","168.0323076923077"
"nan","200.34615384615384","286.5","182.875","nan","223.2403846153846"
"481.0","212.65384615384616","nan","160.5897435897436","nan","284.7478632478633"
"nan","178.06896551724137","775.0","149.1290322580645","nan","367.3993325917686"
"nan","170.0","497.0","163.16666666666666","nan","276.72222222222223"
"nan","188.72727272727272","639.0","150.54285714285714","nan","326.0900432900433"
"nan","184.10344827586206","287.0","146.30434782608697","nan","205.8025987006497"
"nan","189.28571428571428","nan","180.75862068965517","nan","185.02216748768473"
"172.5","188.69565217391303","995.0","164.54285714285714","711.5","446.4477018633541"
"nan","164.73076923076923","nan","148.27272727272728","nan","156.50174825174827"
"nan","186.5","nan","147.58139534883722","nan","167.0406976744186"
"nan","170.14814814814815","nan","148.4857142857143","nan","159.3169312169312"
"741.0","198.82758620689654","nan","174.41666666666666","nan","371.41475095785444"
"914.0","222.33333333333334","nan","182.36363636363637","nan","439.5656565656565"
"406.0","218.6206896551724","nan","165.525","nan","263.38189655172414"
"552.0","168.48648648648648","nan","158.35897435897436","nan","292.94848694848696"
"418.0","187.93939393939394","nan","182.77142857142857","532.0","330.1777056277057"
"259.0","169.6153846153846","315.0","191.10714285714286","nan","233.68063186813188"
"818.0","201.19354838709677","431.0","162.89473684210526","nan","403.2720713073005"
"319.0","207.53571428571428","296.0","157.35","nan","244.97142857142856"
"nan","176.96969696969697","nan","170.16216216216216","105.0","150.7106197106197"
"636.0","178.28571428571428","nan","154.85365853658536","nan","323.0464576074332"
"718.0","197.25925925925927","nan","142.36363636363637","nan","352.54096520763187"
"101.0","172.61111111111111","223.0","149.0857142857143","nan","161.42420634920634"
"nan","175.1081081081081","570.0","152.9512195121951","nan","299.3531092067678"
"nan","163.44736842105263","nan","150.16666666666666","nan","156.80701754385964"
"nan","150.63636363636363","nan","143.35897435897436","574.0","289.33177933177933"
"114.0","166.73684210526315","nan","186.4814814814815","nan","155.73944119558155"
