"PandaController_2019_07_11__04_22_12__463949axucqtuhun","PandaController_2019_07_11__07_52_35__792458blpwiaskud","PandaController_2019_08_11__08_38_47__735509zcglqsaenn","PandaController_2019_08_11__11_34_05__216181wrezbfoqef","PandaController_2019_08_11__13_28_46__876978roceimuexi","Mean_over_mean_grasp_times"
"nan","193.78947368421052","207.37037037037038","nan","188.28571428571428","196.4818527800984"
"nan","181.40816326530611","207.54716981132074","nan","182.86206896551724","190.60580068071468"
"nan","186.8125","210.7659574468085","nan","210.5818181818182","202.7200918762089"
"nan","180.16071428571428","185.46969696969697","nan","182.3050847457627","182.64516533372466"
"nan","140.33766233766235","221.11111111111111","nan","190.65079365079364","184.03318903318905"
"nan","187.91935483870967","184.75","nan","173.3134328358209","181.99426255817684"
"nan","178.54098360655738","179.25806451612902","nan","179.015873015873","178.93830704618645"
"nan","190.6451612903226","199.05454545454546","nan","172.38709677419354","187.3622678396872"
"nan","164.72857142857143","186.77586206896552","nan","174.35384615384615","175.2860932171277"
"nan","173.82539682539684","184.18333333333334","nan","194.25862068965517","184.08911694946178"
"nan","174.11111111111111","167.10294117647058","nan","173.82142857142858","171.6784936196701"
"nan","208.32758620689654","178.5","nan","186.45901639344262","191.09553420011306"
"nan","173.61764705882354","173.75","nan","178.46666666666667","175.2781045751634"
"nan","189.05172413793105","193.73076923076923","nan","178.06896551724137","186.95048629531388"
"nan","194.9672131147541","183.6","nan","182.1864406779661","186.91788459757336"
"nan","192.44230769230768","188.5","nan","172.13333333333333","184.35854700854702"
"nan","181.5593220338983","168.49295774647888","nan","215.8181818181818","188.62348719951964"
"nan","177.84","176.23880597014926","nan","198.78846153846155","184.28908916953694"
"nan","193.37704918032787","193.56140350877192","nan","180.3939393939394","189.11079736101306"
"nan","196.79591836734693","184.01666666666668","nan","175.53846153846155","185.45034885749172"
"nan","221.14893617021278","185.390625","nan","184.5344827586207","197.02468130961117"
"nan","210.93617021276594","185.71186440677965","nan","165.37142857142857","187.33982106365806"
"nan","167.71428571428572","186.67796610169492","nan","181.4920634920635","178.6281051026814"
"nan","170.82692307692307","183.46875","nan","166.87142857142857","173.72236721611725"
"nan","205.83333333333334","178.80357142857142","nan","158.43939393939394","181.0254329004329"
"nan","174.66666666666666","173.3548387096774","nan","175.43939393939394","174.48696643857934"
"nan","210.17857142857142","182.0","nan","144.275","178.81785714285715"
"nan","173.6551724137931","181.87719298245614","nan","146.37179487179486","167.3013867560147"
"nan","233.1627906976744","198.61904761904762","nan","172.65573770491804","201.47919200721336"
"nan","156.65333333333334","189.33962264150944","nan","168.5441176470588","171.51235787396718"
"nan","183.8","192.01724137931035","nan","149.231884057971","175.01637514576046"
"nan","180.2280701754386","181.6769230769231","nan","171.94117647058823","177.94872324098333"
"nan","168.05454545454546","189.77358490566039","nan","161.9718309859155","173.26665378204044"
"nan","193.98214285714286","188.25581395348837","nan","160.33846153846153","180.85880611636424"
"nan","168.375","186.96610169491527","nan","139.0597014925373","164.80026772915085"
"nan","181.07272727272726","178.0","nan","159.26666666666668","172.779797979798"
"nan","169.63793103448276","182.67857142857142","nan","163.35714285714286","171.89121510673235"
"nan","204.35087719298247","187.79365079365078","nan","161.26027397260273","184.46826731974534"
"654.0","218.82978723404256","191.4561403508772","nan","183.23076923076923","311.8791742039223"
"nan","188.1153846153846","218.91071428571428","nan","152.2","186.4086996336996"
"nan","214.04","210.1578947368421","nan","144.22784810126583","189.47524761270265"
"nan","189.3404255319149","192.19354838709677","nan","161.11111111111111","180.88169501004094"
"nan","209.08510638297872","177.2549019607843","nan","156.46666666666667","180.9355583368099"
"nan","193.20754716981133","176.1492537313433","nan","180.34375","183.23351696705154"
"nan","174.92105263157896","180.1764705882353","nan","170.85714285714286","175.31822202565237"
"nan","199.13513513513513","167.55172413793105","nan","147.29113924050634","171.32599950452416"
"nan","191.43478260869566","180.28571428571428","nan","165.98611111111111","179.23553600184036"
"nan","155.9655172413793","178.79032258064515","nan","133.2","155.98527994067481"
"237.0","170.77272727272728","174.33898305084745","nan","141.80722891566265","180.97973480980934"
"nan","166.1290322580645","164.671875","nan","136.81927710843374","155.87339478883277"
"nan","172.46774193548387","176.375","nan","155.65384615384616","168.16552936311004"
"nan","187.02272727272728","177.3968253968254","nan","147.0379746835443","170.4858424510323"
"312.0","161.24489795918367","197.25","nan","147.175","204.4174744897959"
"nan","168.82222222222222","164.6417910447761","nan","140.3170731707317","157.92702881257668"
"949.0","185.36","163.91803278688525","nan","160.01333333333332","364.5728415300547"
"774.0","227.0","170.796875","nan","159.672131147541","332.86725153688525"
"nan","200.8409090909091","186.45762711864407","nan","151.53521126760563","179.61124915905293"
"nan","180.734375","189.73584905660377","nan","133.5909090909091","168.02037771583764"
"nan","173.64814814814815","183.5681818181818","nan","172.90322580645162","176.7065185909272"
"nan","194.21428571428572","176.75","nan","151.75324675324674","174.23917748917748"
"386.0","185.7719298245614","187.91489361702128","nan","165.56060606060606","231.31185737554716"
"412.0","188.3148148148148","174.11111111111111","nan","145.39506172839506","229.95524691358023"
"nan","168.46478873239437","176.1578947368421","nan","159.22972972972974","167.9508043996554"
"nan","172.74137931034483","172.05769230769232","nan","157.8783783783784","167.55914999880517"
"365.0","186.7843137254902","181.37313432835822","nan","137.17808219178082","217.5838825614073"
"nan","190.58461538461538","174.84057971014494","nan","141.53012048192772","168.98510519222933"
"nan","166.69811320754718","206.0","nan","134.89743589743588","169.1985163683277"
"nan","170.864406779661","175.40579710144928","nan","150.3","165.52340129370344"
"119.0","211.6346153846154","161.1044776119403","nan","143.4512195121951","158.7975781271877"
"nan","222.22448979591837","185.31666666666666","nan","141.85897435897436","183.1333769405198"
"551.0","221.48","185.53846153846155","nan","169.6056338028169","281.9060238353196"
"nan","179.5686274509804","170.5","nan","135.35294117647058","161.80718954248366"
"nan","222.83333333333334","158.55072463768116","nan","153.7887323943662","178.39093012179356"
"nan","279.5813953488372","161.2","nan","144.7560975609756","195.1791643032709"
"nan","179.50746268656715","171.31034482758622","nan","144.83544303797467","165.21775018404267"
"nan","190.73015873015873","157.578125","nan","164.85294117647058","171.0537416355431"
"564.0","234.8913043478261","191.109375","nan","146.0810810810811","284.0204401072268"
"416.0","226.73584905660377","162.23636363636365","nan","137.3793103448276","235.58788075944875"
"nan","216.33333333333334","185.42424242424244","nan","146.55555555555554","182.77104377104376"
"320.0","197.0677966101695","179.40298507462686","nan","137.56410256410257","208.5087210622247"
"nan","174.95714285714286","176.43478260869566","nan","134.1011235955056","161.8310163537814"
"306.0","190.13793103448276","198.5","nan","156.65217391304347","212.82252623688157"
"nan","167.72340425531914","181.7704918032787","nan","150.2054794520548","166.56645850355088"
"988.0","180.63636363636363","178.12307692307692","nan","147.275","373.50861013986014"
"nan","202.53061224489795","170.6","nan","153.5897435897436","175.57345194488053"
"nan","174.8","174.93548387096774","nan","140.44285714285715","163.39278033794164"
"nan","185.140625","167.768115942029","nan","141.91666666666666","164.94180253623188"
"636.0","168.54237288135593","176.80357142857142","nan","159.26470588235293","285.1526625480701"
"nan","207.50877192982455","174.4142857142857","nan","157.36923076923077","179.76409613778034"
"266.0","165.77777777777777","161.40579710144928","nan","165.30769230769232","189.62281679672986"
"501.0","183.9047619047619","174.44285714285715","nan","174.046875","258.34862351190475"
"nan","227.45833333333334","169.11111111111111","nan","154.8793103448276","183.816251596424"
"nan","211.28070175438597","172.24137931034483","nan","132.0375","171.85319368824358"
"nan","162.6986301369863","163.05882352941177","nan","172.953125","166.23685955546603"
"nan","202.14814814814815","171.890625","nan","145.50666666666666","173.18181327160494"
"nan","186.59375","170.96923076923076","nan","159.1267605633803","172.229913777537"
"nan","215.8","171.43076923076924","nan","176.6206896551724","187.9504862953139"
"nan","199.74137931034483","165.01492537313433","nan","163.14705882352942","175.9677878356695"
"315.0","182.16","175.15942028985506","nan","164.31944444444446","209.1597161835749"
"nan","210.20408163265307","179.94642857142858","nan","143.85185185185185","178.00078735197783"
"nan","201.32","174.4","nan","132.1358024691358","169.28526748971194"
"nan","225.9","171.07042253521126","nan","156.3783783783784","184.4496003045299"
"nan","194.22033898305085","166.06060606060606","nan","192.73214285714286","184.33769596693324"
"nan","195.9672131147541","178.93548387096774","nan","171.19354838709677","182.03208179093954"
"nan","231.7872340425532","179.33823529411765","nan","151.89743589743588","187.67430174470223"
"nan","197.41666666666666","181.08064516129033","nan","150.02666666666667","176.1746594982079"
"412.0","198.08196721311475","191.20689655172413","nan","153.796875","238.77143469120972"
"nan","189.72413793103448","168.23611111111111","nan","158.05797101449275","172.00607335221278"
"nan","198.96491228070175","158.28571428571428","nan","160.54545454545453","172.59869370395685"
"nan","204.75","165.91071428571428","nan","173.5483870967742","181.40303379416284"
"nan","195.60714285714286","157.31578947368422","nan","144.77333333333334","165.89875522138678"
"nan","213.98039215686273","166.85245901639345","nan","164.0857142857143","181.63952181965684"
"174.0","198.4814814814815","177.1904761904762","nan","137.56976744186048","171.81043127845453"
"nan","207.87272727272727","171.0","nan","144.425","174.4325757575758"
"nan","203.05084745762713","177.88888888888889","nan","176.42424242424244","185.78799292358613"
"nan","200.89830508474577","168.97222222222223","nan","137.96103896103895","169.27718875600235"
"nan","185.8793103448276","168.98611111111111","nan","147.6164383561644","167.49395327070104"
"nan","193.17543859649123","184.0","nan","170.34782608695653","182.5077548944826"
"nan","188.41666666666666","158.768115942029","nan","139.33766233766235","162.17414831545264"
"nan","193.64285714285714","172.82758620689654","nan","162.41095890410958","176.29380075128776"
"nan","170.7017543859649","167.2","nan","168.75384615384615","168.88520017993702"
"nan","193.94545454545454","167.10294117647058","nan","139.46052631578948","166.83630734590486"
"nan","172.6865671641791","165.59183673469389","nan","164.31944444444446","167.53261611443915"
"nan","181.42424242424244","182.7910447761194","nan","153.95714285714286","172.72414335250156"
"nan","182.60377358490567","178.0701754385965","nan","170.95714285714286","177.210363960215"
"nan","199.90196078431373","169.40740740740742","nan","167.41538461538462","178.90825093570194"
"nan","225.24","166.53703703703704","nan","140.64197530864197","177.47300411522633"
"nan","179.50746268656715","177.3793103448276","nan","147.5737704918033","168.15351450773267"
"nan","187.76785714285714","174.47826086956522","nan","152.54545454545453","171.59719085262563"
"nan","215.56363636363636","173.64615384615385","nan","169.2","186.13659673659672"
"nan","186.53846153846155","191.08333333333334","nan","151.66233766233765","176.4280441780442"
"nan","168.375","174.6875","nan","160.33783783783784","167.8001126126126"
"nan","172.83582089552237","204.58","nan","164.88888888888889","180.76823659480377"
"nan","237.3404255319149","173.46428571428572","nan","176.44776119402985","195.7508241467435"
"nan","207.09259259259258","177.27083333333334","nan","181.78787878787878","188.71710157126824"
"nan","167.92753623188406","194.4655172413793","nan","158.63768115942028","173.6769115442279"
"nan","196.65","166.61818181818182","nan","172.3768115942029","178.54833113746156"
"nan","184.64406779661016","177.4390243902439","nan","144.7625","168.94853072895134"
"453.5","184.4126984126984","176.0","nan","159.40579710144928","243.32962387853692"
"nan","181.72413793103448","182.6086956521739","nan","155.3421052631579","173.22497961545545"
"nan","161.61111111111111","183.62","nan","146.64383561643837","163.9583155758498"
"nan","214.03571428571428","186.5","nan","160.14492753623188","186.89354727398208"
"nan","189.46774193548387","181.62295081967213","nan","157.95652173913044","176.34907149809547"
"691.0","202.0","198.59649122807016","nan","166.734375","314.58271655701753"
"nan","206.43859649122808","192.23529411764707","nan","157.37878787878788","185.350892829221"
"nan","170.0","182.49122807017545","nan","138.98823529411766","163.8264877880977"
"nan","173.39705882352942","184.83636363636364","nan","156.71428571428572","171.6492360580596"
"nan","171.3235294117647","175.1206896551724","nan","143.0952380952381","163.17981905405838"
"nan","183.35593220338984","184.29090909090908","nan","150.2125","172.61978043143299"
"nan","170.91176470588235","187.38","nan","158.98666666666668","172.42614379084966"
"nan","198.9387755102041","172.44827586206895","nan","145.8","172.39568379075772"
"407.0","193.6140350877193","184.59016393442624","nan","150.125","233.83229975553638"
"nan","201.81967213114754","175.28571428571428","nan","186.45762711864407","187.85433784516863"
"nan","161.34848484848484","174.0857142857143","nan","178.98387096774192","171.47269003398037"
"nan","169.34782608695653","193.32692307692307","nan","161.96825396825398","174.88100104404452"
"nan","178.13846153846154","210.86363636363637","nan","132.18055555555554","173.72755115255117"
"nan","176.9090909090909","195.5625","nan","149.12698412698413","173.86619167869165"
"nan","172.4558823529412","180.88333333333333","nan","178.65671641791045","177.33197736806164"
"nan","176.07462686567163","183.97727272727272","nan","157.1184210526316","172.39010688185863"
"970.0","149.8846153846154","190.25925925925927","nan","163.4","368.38596866096873"
"nan","156.4794520547945","201.06521739130434","nan","172.26153846153846","176.6020693025458"
"nan","174.14705882352942","189.3793103448276","nan","174.390625","179.30566472278565"
"nan","172.0","198.80769230769232","nan","149.75342465753425","173.5203723217422"
"nan","175.53731343283582","191.5744680851064","nan","141.89411764705883","169.66863305500033"
"nan","153.50746268656715","183.05263157894737","nan","153.42307692307693","163.32772372953048"
"nan","189.22727272727272","167.67441860465115","nan","147.81333333333333","168.23834155508573"
"nan","170.8985507246377","195.31914893617022","nan","141.84337349397592","169.3536910515946"
"202.0","206.10344827586206","198.21428571428572","nan","161.41333333333333","191.9327668308703"
"nan","171.54545454545453","179.02173913043478","nan","143.79518072289156","164.78745813292696"
"nan","171.5","171.40677966101694","nan","147.98648648648648","163.63108871583447"
"nan","176.56716417910448","204.95","nan","154.11267605633802","178.54328007848085"
"nan","174.80597014925374","218.1315789473684","nan","145.34146341463415","179.42633750375208"
"nan","192.53225806451613","217.32558139534885","nan","137.19277108433735","182.3502035147341"
"154.0","214.2549019607843","176.82692307692307","nan","164.12307692307692","177.3012254901961"
"nan","176.34848484848484","168.13432835820896","nan","160.08","168.18760440223127"
"nan","181.0","190.0754716981132","nan","152.94520547945206","174.67355905918842"
"nan","173.83823529411765","174.08695652173913","nan","161.06756756756758","169.66425312780814"
"nan","159.82666666666665","186.68253968253967","nan","145.95890410958904","164.15603681959848"
"nan","177.22388059701493","174.85245901639345","nan","159.05194805194805","170.37609588845214"
"nan","202.86206896551724","183.53333333333333","nan","163.82089552238807","183.40543260707955"
"nan","179.89285714285714","167.63013698630138","nan","139.1046511627907","162.2092150973164"
"nan","189.6984126984127","169.77464788732394","nan","164.51470588235293","174.66258882269653"
"nan","151.5","163.40540540540542","nan","145.78666666666666","153.564024024024"
"682.0","205.08620689655172","165.72602739726028","nan","149.9493670886076","300.6904003456049"
"nan","206.08620689655172","165.78571428571428","nan","140.43529411764706","170.76907176663767"
"nan","162.02739726027397","174.46268656716418","nan","151.48717948717947","162.65908777153922"
"462.0","166.58333333333334","179.66071428571428","nan","164.61290322580646","243.21423771121354"
"nan","165.0","160.81159420289856","nan","158.95774647887325","161.58978022725728"
"nan","172.84057971014494","171.18309859154928","nan","152.7051282051282","165.57626883560746"
"nan","195.85245901639345","186.28125","nan","128.64634146341464","170.2600168266027"
"nan","183.6769230769231","171.32203389830508","nan","152.5","169.1663189917427"
"nan","177.6865671641791","199.23529411764707","nan","144.3734939759036","173.7651184192433"
"769.0","157.17333333333335","176.5857142857143","nan","165.0","316.9397619047619"
"nan","173.80882352941177","183.4090909090909","nan","155.45714285714286","170.89168576521516"
"nan","196.51666666666668","178.68253968253967","nan","163.8783783783784","179.69252824252825"
"nan","192.7377049180328","176.39344262295083","nan","151.15189873417722","173.42768209172027"
"nan","169.71014492753622","190.68852459016392","nan","161.86301369863014","174.08722773877676"
"nan","174.01724137931035","188.87301587301587","nan","153.4931506849315","172.12780264575258"
"nan","162.68055555555554","161.6578947368421","nan","151.05479452054794","158.4644149376485"
"nan","157.41333333333333","166.34545454545454","nan","155.5625","159.77376262626262"
"nan","172.84126984126985","176.66666666666666","nan","152.55555555555554","167.35449735449734"
"nan","152.3421052631579","168.52238805970148","nan","130.55434782608697","150.4729470496488"
"nan","180.44615384615383","179.59701492537314","nan","155.92753623188406","171.990235001137"
"nan","171.21311475409837","160.28985507246378","nan","143.34285714285716","158.28194232313976"
"nan","196.52631578947367","167.11475409836066","nan","163.82432432432432","175.82179807071952"
"nan","186.52459016393442","207.33898305084745","nan","145.08","179.64785773826063"
"nan","170.0142857142857","164.05357142857142","nan","150.15189873417722","161.40658529234477"
"nan","196.58620689655172","176.70967741935485","nan","148.20987654320987","173.83525361970547"
"nan","180.6417910447761","195.26530612244898","nan","148.0632911392405","174.6567961021552"
"nan","194.625","178.52380952380952","nan","138.09722222222223","170.41534391534393"
"nan","202.03773584905662","192.93650793650792","nan","161.09459459459458","185.35627946005306"
"nan","173.83076923076922","167.14754098360655","nan","147.5875","162.8552700714586"
"nan","213.70689655172413","166.46268656716418","nan","163.34328358208955","181.1709555669926"
"nan","197.22222222222223","199.33928571428572","nan","148.05479452054794","181.5387674856853"
"nan","168.34920634920636","170.83333333333334","nan","144.8815789473684","161.35470620996935"
"nan","197.21666666666667","163.97260273972603","nan","168.5","176.5630898021309"
"nan","167.24615384615385","164.80327868852459","nan","161.0958904109589","164.38177431521243"
"nan","169.81428571428572","181.5441176470588","nan","158.89333333333335","170.0839122315593"
"nan","180.42372881355934","170.8030303030303","nan","145.56","165.59558637219655"
"nan","192.40322580645162","163.5142857142857","nan","137.9620253164557","164.62651227906434"
"nan","213.6","165.88732394366198","nan","162.41176470588235","180.6330295498481"
"nan","191.48387096774192","174.8490566037736","nan","151.9090909090909","172.74733949353546"
"nan","186.53968253968253","169.55","nan","137.30588235294118","164.46518829754123"
"nan","176.3181818181818","161.7391304347826","nan","139.72727272727272","159.26152832674572"
"nan","199.61818181818182","176.32203389830508","nan","148.02631578947367","174.65551050198687"
"nan","205.88679245283018","169.20689655172413","nan","120.58695652173913","165.2268818420978"
"nan","217.1086956521739","162.04285714285714","nan","145.93827160493828","175.02994146665642"
"nan","201.135593220339","178.98529411764707","nan","146.25","175.45696244599534"
"nan","205.66037735849056","189.92727272727274","nan","145.47457627118644","180.35407545231658"
"nan","221.0","174.88571428571427","nan","134.6067415730337","176.83081861958263"
"nan","183.20689655172413","175.18840579710144","nan","149.7027027027027","169.36600168384277"
"nan","217.01818181818183","170.89830508474577","nan","127.97849462365592","171.9649938421945"
"nan","202.77586206896552","173.327868852459","nan","140.62820512820514","172.2439786832099"
"nan","187.05263157894737","161.26984126984127","nan","149.53086419753086","165.95111234877314"
"nan","230.91666666666666","165.95945945945945","200.0","158.5","188.84403153153153"
"nan","218.09259259259258","167.53061224489795","nan","147.0","177.5410682791635"
"nan","185.1320754716981","182.89285714285714","nan","140.21794871794873","169.41429377750134"
"nan","200.20408163265307","182.91071428571428","nan","139.0","174.03826530612244"
"nan","222.0408163265306","183.66071428571428","nan","138.6","181.43384353741496"
"nan","230.15384615384616","181.65217391304347","nan","146.65853658536585","186.1548522174185"
"nan","245.29166666666666","181.83333333333334","nan","146.44117647058823","191.1887254901961"
"nan","192.01785714285714","184.38095238095238","nan","169.3943661971831","181.93105857366422"
"nan","221.31372549019608","165.85714285714286","nan","151.64556962025316","179.60547932253067"
"nan","188.21311475409837","161.3125","nan","143.07042253521126","164.19867909643654"
"nan","250.725","169.375","nan","137.125","185.74166666666667"
"nan","207.57142857142858","173.0","nan","154.2948717948718","178.2887667887668"
"nan","182.3846153846154","164.82432432432432","nan","147.32926829268294","164.84606933387423"
"nan","212.16071428571428","177.51724137931035","nan","142.3846153846154","177.35419034988"
"nan","199.8135593220339","175.328125","nan","148.45679012345678","174.5328248151636"
"nan","182.14285714285714","155.48101265822785","nan","138.1046511627907","158.57617365462522"
"nan","183.92424242424244","181.65573770491804","698.0","149.08536585365854","303.16633649570474"
"nan","172.08823529411765","180.56451612903226","nan","132.6184210526316","161.75705749192716"
"nan","181.58461538461538","171.26760563380282","nan","135.89772727272728","162.9166494303818"
"nan","172.2173913043478","206.58620689655172","nan","152.79746835443038","177.2003555184433"
"nan","182.140625","178.69767441860466","nan","128.13978494623655","162.9926947882804"
"nan","201.91379310344828","172.55","nan","151.56164383561645","175.3418123130216"
"nan","179.33846153846153","167.2089552238806","nan","146.4512195121951","164.33287875817908"
"nan","182.2","169.81666666666666","nan","140.80232558139534","164.27299741602067"
"nan","162.77777777777777","172.6153846153846","nan","132.48314606741573","155.95876948685938"
"nan","202.35","156.73333333333332","nan","145.0722891566265","168.05187416331992"
"nan","169.78125","161.57142857142858","nan","142.85542168674698","158.0693667527252"
"nan","170.20289855072463","182.8955223880597","nan","136.43820224719101","163.17887439532512"
"nan","174.61194029850745","160.71428571428572","nan","145.80263157894737","160.37628586391352"
"nan","161.64383561643837","165.06756756756758","nan","137.73417721518987","154.8151934663986"
"nan","166.5625","155.98611111111111","nan","138.51724137931035","153.68861749680715"
"924.0","169.9142857142857","162.56","nan","146.41463414634146","350.72222996515677"
"695.0","173.46969696969697","176.81034482758622","nan","153.76923076923077","299.7623181416285"
"nan","184.16923076923078","169.69444444444446","nan","144.43589743589743","166.09985754985757"
"nan","181.7704918032787","165.77027027027026","nan","151.96153846153845","166.50076684502915"
"nan","200.31746031746033","195.69230769230768","nan","124.86363636363636","173.6244681244681"
"nan","163.54929577464787","164.6764705882353","nan","148.35","158.85858878762772"
"nan","182.98305084745763","169.01388888888889","nan","137.32183908045977","163.1062596056021"
"nan","171.14705882352942","173.2","nan","145.04819277108433","163.13175053153793"
"nan","166.359375","155.38888888888889","nan","163.7972972972973","161.8485203953954"
"nan","173.39705882352942","173.85714285714286","928.0","146.47560975609755","355.4324528591925"
"nan","181.33333333333334","205.4909090909091","nan","136.6551724137931","174.4931382793452"
"nan","181.203125","168.22388059701493","nan","133.35365853658536","160.92688804453346"
"nan","159.24","169.2173913043478","nan","149.77631578947367","159.4112356979405"
"334.0","155.8421052631579","179.83333333333334","nan","137.39772727272728","201.76829146730464"
"nan","176.11475409836066","197.73214285714286","nan","148.5","174.11563231850118"
"nan","172.63768115942028","174.25","nan","156.3116883116883","167.73312315703618"
"nan","174.50746268656715","179.4561403508772","nan","135.25555555555556","163.07305286433333"
"nan","177.86153846153846","191.07407407407408","nan","131.18823529411765","166.70794927657673"
"nan","192.01785714285714","174.0677966101695","nan","133.96666666666667","166.68410680656442"
"nan","205.51923076923077","166.39285714285714","nan","141.3139534883721","171.0753471334867"
"787.0","201.80701754385964","164.8082191780822","nan","155.04545454545453","327.16517281684906"
"nan","200.2280701754386","161.74137931034483","nan","150.775","170.91481649526114"
"nan","210.0","171.33802816901408","nan","129.47058823529412","170.26953880143606"
"nan","175.77941176470588","176.72413793103448","nan","127.16279069767442","159.88878013113828"
"nan","184.33870967741936","178.0625","nan","144.1818181818182","168.86100928641252"
"nan","185.08064516129033","170.61666666666667","446.0","142.0595238095238","235.93920890937022"
"nan","184.984375","164.6986301369863","nan","141.58823529411765","163.7570801437013"
"nan","185.0","161.2112676056338","851.0","135.8876404494382","333.27472701376803"
"nan","189.63934426229508","169.6153846153846","144.0","152.89743589743588","164.0380411937789"
"nan","180.83076923076922","168.0909090909091","nan","146.34939759036143","165.09035863734658"
"nan","178.44615384615383","186.45454545454547","nan","127.07446808510639","163.99172246193524"
"419.0","192.50819672131146","153.61111111111111","nan","144.4375","227.38920195810564"
"820.0","161.84848484848484","184.63934426229508","nan","129.20224719101122","323.9225190754478"
"nan","162.91549295774647","168.875","nan","139.13924050632912","156.97657782135852"
"nan","182.20634920634922","173.18309859154928","nan","130.94565217391303","162.11169999060382"
"nan","181.8709677419355","178.3768115942029","nan","143.35616438356163","167.8679812399"
"nan","168.75384615384615","186.0612244897959","nan","140.29761904761904","165.03756323042037"
"nan","181.890625","181.60294117647058","nan","141.3975903614458","168.29705217930547"
"nan","188.41935483870967","176.0952380952381","nan","121.05","161.85486431131594"
"nan","187.0793650793651","167.51351351351352","nan","143.63855421686748","166.07714426991535"
"nan","219.94444444444446","181.1290322580645","nan","143.25","181.4411589008363"
"nan","175.5820895522388","176.8125","nan","130.27472527472528","160.889771608988"
"nan","182.47619047619048","168.23611111111111","nan","130.9111111111111","160.54113756613756"
"nan","171.02898550724638","168.6060606060606","nan","139.45454545454547","159.6965305226175"
"nan","164.35714285714286","176.0","nan","127.0","155.7857142857143"
"nan","194.11475409836066","169.95774647887325","nan","146.9268292682927","170.33310994850885"
"nan","190.32258064516128","177.33870967741936","nan","146.26315789473685","171.3081494057725"
"nan","191.91935483870967","180.109375","nan","164.64383561643837","178.890855151716"
"nan","169.53623188405797","177.52380952380952","nan","146.27710843373495","164.4457166138675"
"nan","173.5072463768116","165.35135135135135","nan","131.0989010989011","156.65249960902136"
"nan","194.53571428571428","161.56716417910448","nan","131.45555555555555","162.51947800679145"
"nan","177.0983606557377","198.97727272727272","nan","145.0952380952381","173.72362382608284"
"nan","179.1846153846154","165.60294117647058","nan","143.80519480519482","162.86425045542694"
"399.0","180.6969696969697","185.36363636363637","nan","143.80263157894737","227.21580940988838"
"nan","190.76190476190476","179.6451612903226","360.5","136.2808988764045","216.79699123215798"
"nan","175.87878787878788","170.47540983606558","nan","130.74025974025975","159.03148581837107"
"nan","195.96428571428572","209.6851851851852","nan","140.71794871794873","182.12247320580653"
"nan","212.54545454545453","174.59375","nan","137.90804597701148","175.01575017415533"
"nan","195.80357142857142","173.24615384615385","596.6666666666666","139.3953488372093","276.2779351946503"
"nan","197.55172413793105","152.24590163934425","nan","128.46236559139786","159.41999712289103"
"613.0","188.390625","166.3835616438356","nan","150.46268656716418","279.55921830274997"
"nan","176.01538461538462","167.17567567567568","nan","134.98876404494382","159.39327477866803"
"nan","175.75","180.45098039215685","nan","152.67088607594937","169.62395548936874"
"nan","176.08196721311475","166.8904109589041","nan","137.90804597701148","160.29347471634344"
"nan","188.25396825396825","178.9655172413793","622.0","165.93055555555554","288.78751026272573"
"935.0","172.38805970149255","160.609375","488.5","149.77777777777777","381.25504249585407"
"nan","170.58620689655172","186.36666666666667","211.0","151.31645569620252","179.81733231485524"
"nan","189.48214285714286","168.35616438356163","nan","130.06451612903226","162.6342744565789"
"233.0","153.03896103896105","159.51315789473685","nan","145.16867469879517","172.68019840812326"
"nan","150.24358974358975","214.2962962962963","nan","150.7125","171.75079534662868"
"nan","182.73015873015873","168.94915254237287","nan","148.52439024390245","166.7345671721447"
"nan","196.8135593220339","201.78846153846155","403.0","162.1917808219178","240.9484504206033"
"nan","167.7","200.56140350877192","nan","145.0142857142857","171.09189640768588"
"nan","189.7377049180328","174.796875","944.0","137.85227272727272","361.59671316132636"
"nan","207.67857142857142","187.05454545454546","807.0","156.45454545454547","339.5469155844156"
"539.0","183.15254237288136","173.7605633802817","nan","148.8148148148148","261.1819801419945"
"nan","194.66101694915255","174.79310344827587","966.0","144.28571428571428","369.93495867078565"
"nan","199.4406779661017","174.5","876.0","156.15584415584416","351.52413053048645"
"nan","181.42857142857142","166.7536231884058","nan","150.5875","166.25656487232573"
"nan","196.77966101694915","157.72307692307692","494.0","146.4078947368421","248.72765816921702"
"nan","181.25","158.83333333333334","488.3333333333333","138.28205128205127","241.6746794871795"
"nan","168.42857142857142","173.91304347826087","273.0","170.25","196.39790372670808"
"nan","211.21818181818182","168.49180327868854","713.0","140.0759493670886","308.19648361598973"
"nan","174.62121212121212","160.3684210526316","nan","145.53658536585365","160.1754061798991"
"nan","209.41071428571428","170.30555555555554","157.0","137.632183908046","168.58711343732898"
"nan","203.40350877192984","168.94444444444446","585.6666666666666","146.9512195121951","276.24145984880903"
"nan","200.66666666666666","154.6","341.5","126.22340425531915","205.74751773049644"
"nan","206.55769230769232","170.25806451612902","449.0","162.40579710144928","247.05538848131766"
"nan","184.3125","164.15873015873015","593.5","147.775","272.43655753968255"
"558.0","217.90740740740742","162.95652173913044","508.0","149.55882352941177","319.2845505351899"
