"PandaController_2019_08_11__15_19_02__148767vjuribgiiz","PandaController_2019_08_11__15_19_34__478560dcxzbosnrv","PandaController_2019_08_11__15_34_38__360623vyziwdnqsj","PandaController_2019_08_11__15_36_11__029089ybyhkobuwk","PandaController_2019_08_11__15_41_05__262730fzyxnprhgl","Mean_over_mean_grasp_times"
"nan","318.15","143.53488372093022","226.43478260869566","188.78787878787878","219.22688627937615"
"nan","282.54545454545456","172.15384615384616","194.42857142857142","171.5","205.15696803196803"
"nan","237.03571428571428","168.8918918918919","176.23333333333332","231.14814814814815","203.32727191477193"
"nan","316.35","181.43333333333334","219.08333333333334","221.46666666666667","234.58333333333334"
"nan","331.10526315789474","147.2","172.48","174.45833333333334","206.31089912280703"
"nan","318.85","148.7906976744186","157.0","194.03571428571428","204.6691029900332"
"nan","236.69230769230768","162.51724137931035","208.96666666666667","172.45833333333334","195.1586372679045"
"nan","240.46153846153845","180.14814814814815","199.58064516129033","236.56521739130434","214.18888729057034"
"nan","259.7916666666667","183.2","175.88","162.76923076923077","195.41022435897435"
"nan","272.7083333333333","163.11111111111111","194.48","149.75","195.01236111111112"
"nan","262.9166666666667","184.3125","198.10344827586206","147.41666666666666","198.18732040229884"
"nan","277.17391304347825","184.0344827586207","187.78571428571428","189.1290322580645","209.53078558646942"
"nan","278.04347826086956","162.66666666666666","216.53333333333333","173.45454545454547","207.67450592885376"
"nan","355.94444444444446","146.77777777777777","191.25","180.41379310344828","218.5965038314176"
"nan","285.3181818181818","149.6341463414634","198.1818181818182","239.43478260869566","218.14223223753976"
"nan","319.2631578947368","158.325","183.88571428571427","147.76190476190476","202.30894423558897"
"nan","368.7647058823529","161.56410256410257","248.72727272727272","164.0","235.76402029343205"
"nan","354.8421052631579","160.78378378378378","206.24137931034483","269.35","247.80431708932164"
"nan","336.94736842105266","136.1764705882353","201.1875","195.88888888888889","217.55005697454422"
"nan","297.85","152.8048780487805","211.63333333333333","164.77142857142857","206.7649099883856"
"nan","346.10526315789474","171.59459459459458","214.0344827586207","165.6341463414634","224.34212171314337"
"nan","235.94444444444446","158.97435897435898","185.42857142857142","162.4848484848485","185.70805583305585"
"nan","323.6470588235294","137.6304347826087","167.92105263157896","182.06896551724137","202.8168779387396"
"nan","287.45454545454544","143.06976744186048","193.8181818181818","192.03125","204.09343617864693"
"nan","380.4117647058824","162.05128205128204","180.10344827586206","158.78571428571428","220.33805232968518"
"nan","318.36842105263156","199.03125","167.6875","184.51724137931035","217.40110310798548"
"nan","332.2631578947368","186.35714285714286","213.46666666666667","183.97058823529412","229.01438891346012"
"nan","267.35","155.05128205128204","188.7941176470588","208.3793103448276","204.89367751079212"
"nan","263.4","183.72222222222223","166.71875","215.5","207.33524305555557"
"nan","367.0","147.77142857142857","176.86206896551724","180.42857142857142","218.0155172413793"
"nan","323.5","200.09375","173.21621621621622","200.70967741935485","224.37991090889278"
"nan","313.15","178.85714285714286","162.6969696969697","194.6060606060606","212.32754329004328"
"nan","339.0","156.65","185.38235294117646","187.0","217.0080882352941"
"nan","248.44","166.27777777777777","201.19354838709677","187.89655172413794","200.9519694722531"
"nan","248.76923076923077","151.4","197.90625","162.34375","190.1048076923077"
"nan","275.95652173913044","178.46666666666667","173.36","139.6304347826087","191.85340579710146"
"nan","254.84","149.08823529411765","178.51724137931035","147.0","182.361369168357"
"nan","295.3809523809524","155.58620689655172","206.23333333333332","196.6875","213.47199815270938"
"nan","241.8846153846154","161.42424242424244","197.625","158.02941176470588","189.74081739339093"
"nan","347.8888888888889","154.48717948717947","230.57142857142858","132.6578947368421","216.40134792108475"
"nan","314.7","170.25806451612902","198.59259259259258","168.56410256410257","213.02868991820603"
"nan","288.8636363636364","207.07407407407408","191.42857142857142","145.23809523809524","208.15109427609428"
"nan","305.4761904761905","158.25","166.08333333333334","190.2941176470588","205.02591036414566"
"nan","283.17391304347825","156.6","207.4814814814815","143.67441860465115","197.73245328240273"
"nan","280.0","146.6046511627907","184.47058823529412","173.05405405405406","196.03232336303472"
"nan","266.875","167.45945945945945","232.7037037037037","127.0","198.5095407907908"
"nan","297.95454545454544","149.97222222222223","187.08","139.8421052631579","193.7122182349814"
"nan","293.09090909090907","175.05714285714285","196.25806451612902","165.02857142857144","207.3586719731881"
"nan","305.76190476190476","148.74418604651163","174.19444444444446","177.76315789473685","201.61592328689943"
"nan","212.25","180.17142857142858","185.32142857142858","175.66666666666666","188.35238095238094"
"nan","260.88","161.94871794871796","191.0","177.38235294117646","197.8027677224736"
"nan","265.04347826086956","160.78125","164.6315789473684","148.7674418604651","184.80593726717575"
"nan","227.10714285714286","168.55263157894737","190.96666666666667","159.58823529411765","186.55366909921864"
"nan","258.68","170.3030303030303","190.73076923076923","199.83870967741936","204.88812730280475"
"nan","285.40909090909093","188.32432432432432","188.54545454545453","127.06","197.33471744471746"
"nan","229.0","153.69444444444446","201.0","135.71794871794873","179.8530982905983"
"nan","297.9","146.8","193.1764705882353","164.3846153846154","200.56527149321266"
"nan","260.2083333333333","160.5897435897436","176.46666666666667","150.54761904761904","186.95309065934066"
"nan","355.36842105263156","179.25","223.85714285714286","172.27777777777777","232.68833542188804"
"nan","300.85714285714283","155.82142857142858","207.93548387096774","165.60526315789474","207.55482961435848"
"nan","319.5","187.63636363636363","193.53125","154.8","213.86690340909092"
"nan","212.66666666666666","173.80645161290323","175.22222222222223","152.61764705882354","178.5782468901539"
"nan","300.45","193.1764705882353","169.61111111111111","177.63888888888889","210.21911764705882"
"nan","315.8095238095238","172.23076923076923","188.42857142857142","189.2941176470588","216.4407455289808"
"nan","314.10526315789474","162.42857142857142","194.08823529411765","129.59375","200.05395497014595"
"nan","227.72413793103448","149.83333333333334","184.96428571428572","145.45454545454547","176.99407560829974"
"nan","218.17241379310346","140.86363636363637","172.21621621621622","159.12820512820514","172.59511787529033"
"nan","266.75","150.02380952380952","179.34285714285716","156.2439024390244","188.09014227642277"
"nan","278.0","144.56756756756758","202.65384615384616","148.21428571428572","193.35892485892487"
"nan","243.4","156.73529411764707","184.20689655172413","140.55555555555554","181.22443655623167"
"nan","282.2608695652174","145.025","168.125","143.6046511627907","184.753880182002"
"nan","276.8695652173913","148.8125","171.25","154.0487804878049","187.74521142629902"
"nan","269.5217391304348","159.64102564102564","185.6551724137931","164.03225806451613","194.7125488124424"
"nan","245.80769230769232","154.05714285714285","210.4","130.43333333333334","185.17454212454214"
"nan","274.95454545454544","146.30555555555554","201.34615384615384","176.96969696969697","199.89398795648796"
"nan","278.6666666666667","149.11428571428573","175.11111111111111","138.15217391304347","185.26105935127674"
"nan","274.69565217391306","151.33333333333334","174.65384615384616","135.0","183.92070791527314"
"nan","266.0869565217391","158.43589743589743","200.3548387096774","196.63333333333333","205.37775650016184"
"698.0","296.6666666666667","178.76666666666668","178.74285714285713","176.42105263157896","305.7194486215539"
"594.0","339.57894736842104","180.31428571428572","154.03571428571428","169.66666666666666","287.51912280701754"
"nan","289.25","161.35897435897436","216.75862068965517","175.4","210.69189876215736"
"823.0","478.0769230769231","171.97222222222223","170.78378378378378","172.44444444444446","363.25547470547474"
"484.0","295.59090909090907","160.45","194.09375","162.89743589743588","259.406418997669"
"nan","256.2","168.48648648648648","161.12121212121212","161.89473684210526","186.92560886245099"
"590.0","246.28","159.84848484848484","187.2941176470588","163.0","269.28452049910874"
"645.5","298.8181818181818","139.3684210526316","203.30769230769232","192.33333333333334","295.8655257023678"
"249.0","280.04545454545456","152.73170731707316","191.0","198.83870967741936","214.3231743079894"
"388.0","270.9583333333333","170.625","188.6060606060606","207.90322580645162","245.21852394916908"
"403.75","277.40909090909093","159.92105263157896","190.03846153846155","186.0","243.42372101582632"
"770.6666666666666","249.15384615384616","153.9268292682927","198.51724137931035","278.82608695652175","330.2181340849275"
"669.25","296.3636363636364","147.93023255813952","186.35714285714286","185.6060606060606","297.10141447699584"
"804.0","309.75","139.63636363636363","170.25","179.25","320.5772727272727"
"nan","294.14285714285717","146.2325581395349","179.83870967741936","207.0","206.80353123995286"
"800.0","289.2608695652174","139.32608695652175","188.75757575757575","184.35294117647058","320.3394946911571"
"614.0","216.92592592592592","139.0909090909091","167.5625","157.1219512195122","258.9402572472694"
"586.0","277.39130434782606","161.30769230769232","181.5","189.75757575757575","279.19131448261885"
"nan","288.7826086956522","158.75","199.15625","161.18421052631578","201.96826730549202"
"nan","217.46428571428572","142.51162790697674","198.71875","168.71052631578948","181.85129748426297"
"579.0","220.43333333333334","159.875","175.2","185.93939393939394","264.0895454545455"
"nan","253.16","175.33333333333334","194.65625","209.63333333333333","208.19572916666667"
"nan","284.8181818181818","143.52272727272728","175.15","175.32432432432432","194.70380835380837"
"447.0","278.04347826086956","164.55263157894737","195.375","164.0","249.7942219679634"
"447.0","269.4782608695652","145.90697674418604","177.875","145.1590909090909","237.08386570456847"
"nan","244.19230769230768","142.5","179.79166666666666","126.54","173.25599358974358"
"493.0","302.3","146.8372093023256","198.25","134.0","254.87744186046513"
"774.3333333333334","269.6666666666667","139.4090909090909","189.0","157.6153846153846","306.0048951048951"
"nan","222.44444444444446","147.25581395348837","194.0","156.34146341463415","180.01043045314177"
"455.0","323.0952380952381","146.6","204.44444444444446","151.70731707317074","256.1693999225707"
"748.0","252.84","166.57142857142858","195.07407407407408","155.53846153846155","303.60479283679285"
"720.5","294.1904761904762","154.76923076923077","183.5185185185185","162.6315789473684","303.1219608851187"
"278.0","329.9","158.14634146341464","230.85","158.5121951219512","231.08170731707315"
"446.0","291.05882352941177","164.76315789473685","187.2608695652174","130.9787234042553","244.01231487872428"
"998.0","277.5652173913044","174.30555555555554","191.87878787878788","154.6904761904762","359.28800740322487"
"545.6666666666666","258.0","159.15151515151516","194.45454545454547","149.66666666666666","261.3878787878788"
"nan","216.46428571428572","144.79545454545453","195.33333333333334","147.90243902439025","176.12387815436597"
"513.0","269.8333333333333","157.075","215.15384615384616","175.0857142857143","266.0295787545788"
"534.75","211.86666666666667","159.03030303030303","244.70833333333334","151.27272727272728","260.32560606060605"
"686.5","277.69565217391306","158.825","216.52","140.6590909090909","296.0399486166008"
"318.0","260.75","195.5185185185185","227.89473684210526","180.74285714285713","236.58122250069619"
"89.0","296.45","160.71794871794873","251.66666666666666","159.12820512820514","191.3925641025641"
"528.6666666666666","237.35714285714286","133.95744680851064","223.5","171.51351351351352","258.9989539691668"
"497.75","246.26923076923077","148.90243902439025","212.4","193.4848484848485","259.7613036556939"
"501.0","305.05","161.1","226.41666666666666","163.55263157894737","271.4238596491228"
"754.0","262.0416666666667","165.15625","221.8","154.97560975609755","311.59470528455284"
"506.4","247.69230769230768","169.51351351351352","202.94736842105263","153.09756097560975","255.93015012049673"
"459.85714285714283","239.92307692307693","151.90243902439025","262.3636363636364","193.38709677419354","261.486678388488"
"641.5","309.3333333333333","147.5581395348837","278.875","162.3170731707317","307.9167092077897"
"611.4","294.8181818181818","172.47058823529412","250.76190476190476","145.32558139534885","294.9552512421459"
"384.27272727272725","235.42307692307693","143.82608695652175","225.1818181818182","159.53846153846155","229.64843417452113"
"381.25","306.8095238095238","163.27272727272728","235.5","143.0","245.96645021645023"
"324.2","237.66666666666666","136.65217391304347","209.90322580645162","160.0810810810811","213.70062949344856"
"492.0","244.34615384615384","134.9090909090909","198.06451612903226","157.925","245.44895217685539"
"418.42857142857144","311.8","135.0731707317073","175.16","206.90625","249.47359843205578"
"502.72727272727275","254.48","131.79166666666666","208.16666666666666","165.83783783783784","252.6006887796888"
"364.6666666666667","248.08","139.86486486486487","230.82608695652175","149.0","226.4875236976107"
"449.8888888888889","231.53571428571428","158.575","222.625","195.34375","251.59367063492064"
"479.57142857142856","229.26923076923077","136.45652173913044","176.75","164.25641025641025","237.26071826724"
"372.0","295.5","135.17391304347825","176.22727272727272","201.06451612903226","235.99314037995663"
"326.73333333333335","248.92307692307693","142.52272727272728","197.10344827586206","155.3658536585366","214.12968789270727"
"427.0","272.1304347826087","166.23684210526315","184.41176470588235","163.08333333333334","242.5724749854175"
"387.6","258.4166666666667","155.075","172.36666666666667","147.4","224.17166666666668"
"378.3","244.34615384615384","152.02439024390245","161.67857142857142","161.2051282051282","219.51084874475117"
"378.44444444444446","245.26923076923077","149.71428571428572","199.52380952380952","157.3","226.05035409035412"
"378.77777777777777","269.9166666666667","131.3939393939394","214.71428571428572","126.66666666666667","224.29386724386728"
"461.1111111111111","223.07142857142858","145.27906976744185","209.88888888888889","141.66666666666666","236.20343300110744"
"453.7","307.15","132.9787234042553","180.07692307692307","137.7173913043478","242.32460755710522"
"285.26666666666665","343.57894736842104","129.0408163265306","190.72413793103448","173.38888888888889","224.39989143630834"
"312.5","346.44444444444446","135.19565217391303","186.86666666666667","127.55102040816327","221.7115567386375"
"293.72727272727275","238.96296296296296","137.02173913043478","219.12","174.30555555555554","212.6275060752452"
"412.90909090909093","427.3333333333333","131.80851063829786","203.77272727272728","186.85294117647058","272.535320665984"
"395.09090909090907","350.6666666666667","125.71428571428571","188.67857142857142","152.609756097561","242.55203779959874"
"264.54545454545456","277.95454545454544","139.53333333333333","190.875","149.71794871794873","204.52525641025642"
"343.35714285714283","235.03703703703704","139.97368421052633","230.30769230769232","145.41304347826087","218.81771997813183"
"349.3333333333333","309.9047619047619","133.5","180.0","145.02325581395348","223.55227021040974"
"258.22222222222223","301.23809523809524","154.78048780487805","222.6","140.57777777777778","215.48371660859465"
"368.26666666666665","267.30434782608694","141.33333333333334","188.41666666666666","144.65116279069767","221.99443545669027"
"244.11111111111111","253.3846153846154","135.8695652173913","172.89655172413794","142.79545454545453","189.81145959654205"
"231.9047619047619","312.3","162.03125","201.4814814814815","145.86046511627907","210.7155917005045"
"395.6923076923077","300.6666666666667","144.47727272727272","178.45833333333334","137.0","231.25891608391612"
"316.0","253.0","137.2608695652174","190.24242424242425","127.61224489795919","204.82310774112017"
"331.2","235.39285714285714","145.1860465116279","228.2962962962963","145.95238095238096","217.20551618063246"
"328.57142857142856","264.5833333333333","146.41860465116278","217.6551724137931","141.0909090909091","219.6638896121254"
"240.8","253.12","167.1891891891892","170.1875","134.0","193.05933783783786"
"310.14285714285717","257.6666666666667","135.7027027027027","176.375","140.0","203.97744530244532"
"358.8333333333333","327.15","169.9090909090909","183.75","164.81578947368422","240.89164274322167"
"311.6470588235294","263.04347826086956","137.02631578947367","237.78571428571428","166.1891891891892","223.13835126975522"
"271.75","270.1304347826087","151.78048780487805","206.4","138.58695652173913","207.72957582184517"
"237.5909090909091","290.60869565217394","145.5","166.45454545454547","121.90196078431373","192.41122219638845"
"255.0","267.1818181818182","150.4857142857143","213.29166666666666","128.12244897959184","202.8163296227582"
"356.2","218.2258064516129","141.3181818181818","170.95238095238096","138.73333333333332","205.0859405111018"
"332.0","241.8846153846154","134.45652173913044","197.25","153.78048780487805","211.87432498572474"
"327.94117647058823","276.60869565217394","152.11428571428573","166.0","160.05128205128204","216.54308797766598"
"287.47058823529414","225.25","151.71428571428572","247.83333333333334","147.11111111111111","211.8758636788049"
"326.55","235.03703703703704","143.77272727272728","186.3235294117647","139.9777777777778","206.3322142998614"
"312.25","297.35","142.4090909090909","177.375","127.9375","211.4643181818182"
"349.47058823529414","296.3181818181818","144.97674418604652","221.46666666666667","135.3404255319149","229.5145212876208"
"189.8095238095238","255.96","133.5744680851064","286.1578947368421","140.8780487804878","201.275987082392"
"295.36842105263156","225.53571428571428","133.61702127659575","185.47826086956522","158.88372093023256","199.7766276829479"
"263.375","270.95652173913044","131.3404255319149","187.60714285714286","144.1627906976744","199.48837616517253"
"231.94736842105263","306.2857142857143","134.45454545454547","202.04761904761904","162.89743589743588","207.52653662127346"
"276.95454545454544","259.44","129.45833333333334","195.46428571428572","206.73333333333332","213.61009956709958"
"338.38461538461536","261.82608695652175","135.84615384615384","197.82608695652175","145.27906976744185","215.83240258225092"
"239.66666666666666","257.6","147.1904761904762","193.30769230769232","135.31914893617022","194.61679682020107"
"220.33333333333334","284.04347826086956","137.84782608695653","192.33333333333334","144.30232558139534","195.7720593191776"
"245.05555555555554","229.7037037037037","153.1764705882353","198.5","136.53333333333333","192.59381263616555"
"220.16666666666666","300.8235294117647","138.7173913043478","185.75757575757575","154.97560975609755","200.0881545792905"
"241.15384615384616","285.8695652173913","155.38235294117646","161.55882352941177","148.14634146341464","198.42218586104806"
"289.7368421052632","241.96153846153845","146.44444444444446","175.94285714285715","135.29166666666666","197.875469764154"
"293.1333333333333","287.45454545454544","153.0487804878049","197.375","139.6","214.12233185513668"
"226.28571428571428","276.0869565217391","138.46666666666667","199.28125","160.21212121212122","200.06654173724826"
"247.12","296.7368421052632","127.53846153846153","180.28571428571428","138.19565217391303","197.97533402067043"
"234.40740740740742","303.5652173913044","143.72972972972974","175.71428571428572","155.275","202.53832804854545"
"202.9090909090909","270.5652173913044","148.8","173.24324324324326","134.3404255319149","185.97159541511067"
"175.79166666666666","314.1","125.66666666666667","168.1891891891892","142.4318181818182","185.23586814086812"
"192.4090909090909","260.72","128.6969696969697","173.86486486486487","138.75555555555556","178.8892962052962"
"174.19354838709677","293.9047619047619","125.68571428571428","173.27777777777777","144.7906976744186","182.37050000595386"
"213.04","235.0","115.96774193548387","186.27272727272728","167.75675675675674","183.60744519299357"
"177.4","249.0","141.65714285714284","183.17142857142858","125.96078431372548","175.43787114845938"
"209.4","256.04347826086956","139.6764705882353","200.46875","156.75","192.46773976982098"
"225.56521739130434","323.3333333333333","132.9375","162.52631578947367","122.05882352941177","193.2842380087046"
"337.75","284.77272727272725","135.91666666666666","168.1578947368421","130.39583333333334","211.39862440191388"
"217.5","279.7826086956522","167.32258064516128","178.64705882352942","148.0952380952381","198.2694972519162"
"213.5185185185185","312.4736842105263","141.97058823529412","192.14705882352942","150.11904761904762","202.0457794813832"
"217.8","265.72","133.8695652173913","173.0","149.21428571428572","187.9207701863354"
"234.33333333333334","174.97222222222223","152.03703703703704","166.97368421052633","156.525","176.9682553606238"
"254.23076923076923","251.68","144.08695652173913","174.38888888888889","161.15384615384616","197.10809215904868"
"183.5","307.76190476190476","150.92857142857142","169.75","140.55555555555554","190.49920634920633"
"313.94117647058823","211.23333333333332","144.23333333333332","176.5","160.66666666666666","201.3149019607843"
"267.6363636363636","341.1666666666667","137.2258064516129","180.0","138.3409090909091","212.87394916911043"
"291.5882352941176","248.8","151.3125","178.11111111111111","137.80851063829786","201.5240714087053"
"202.96153846153845","267.6666666666667","157.25925925925927","170.91666666666666","127.55102040816327","185.27103029245887"
"231.25","246.19230769230768","150.0","181.31428571428572","139.04444444444445","189.56020757020755"
"330.57142857142856","237.03703703703704","159.12121212121212","189.8181818181818","131.46808510638297","209.6031889308485"
"305.95238095238096","397.1875","174.03333333333333","193.1290322580645","137.3913043478261","241.53871017832097"
"335.4117647058824","220.53846153846155","153.0857142857143","176.0","141.8409090909091","205.37536992419345"
"321.7368421052632","242.75","144.32432432432432","174.80555555555554","134.14893617021278","203.55313163107115"
"320.72222222222223","215.43333333333334","145.33333333333334","167.86486486486487","139.3111111111111","197.732972972973"
"264.3478260869565","274.1363636363636","159.025","178.97142857142856","127.77551020408163","200.85122569976608"
"257.95652173913044","268.5833333333333","145.92857142857142","205.70967741935485","143.27272727272728","204.29016623862347"
"194.08","277.7391304347826","148.66666666666666","175.11111111111111","184.41176470588235","196.00173458368855"
"357.6666666666667","257.12","144.0681818181818","178.45714285714286","128.42857142857142","213.14811255411252"
"253.41666666666666","321.8421052631579","146.46511627906978","197.75","133.40425531914894","210.57562870560864"
"256.3333333333333","243.44444444444446","144.86046511627907","183.1764705882353","130.375","191.63794269645842"
"206.83333333333334","215.27586206896552","142.61363636363637","201.21875","163.52631578947367","185.89357951108178"
"317.3125","246.46153846153845","141.6818181818182","199.93333333333334","129.85416666666666","207.04867132867133"
"230.625","237.84615384615384","138.42105263157896","219.6","129.77551020408163","191.25354333636287"
"202.92592592592592","275.82608695652175","136.45652173913044","232.57142857142858","119.32692307692308","193.42137725398595"
"217.08333333333334","269.7391304347826","152.08823529411765","206.36666666666667","140.5681818181818","197.16910950941642"
"290.5652173913044","260.2916666666667","196.55","204.0344827586207","131.4375","216.57577336331832"
"212.65217391304347","277.95454545454544","149.52631578947367","234.55172413793105","148.66666666666666","204.67028519233205"
"317.72222222222223","326.6666666666667","149.11111111111111","224.0","138.44444444444446","231.18888888888887"
"234.54545454545453","206.26666666666668","143.51351351351352","228.89285714285714","119.90384615384616","186.6244676044676"
"270.2083333333333","227.22222222222223","125.21428571428571","209.90322580645162","156.15","197.73961341525856"
"214.12","333.7","132.17021276595744","229.14814814814815","130.19148936170214","207.86597005516154"
"286.6470588235294","326.7368421052632","135.6","262.2916666666667","137.36170212765958","229.72745394462376"
"247.82608695652175","306.14285714285717","141.0","215.56666666666666","125.78","207.26312215320908"
"309.375","199.96666666666667","140.33333333333334","201.53333333333333","128.625","195.96666666666667"
"338.15","232.35714285714286","132.92105263157896","214.6","126.08","208.82163909774437"
"419.15384615384613","313.8","143.65116279069767","230.46428571428572","143.27272727272728","250.06840438631133"
"214.76","243.4814814814815","139.44444444444446","244.4","129.64583333333334","194.34635185185186"
"318.875","257.2916666666667","161.13888888888889","242.59259259259258","127.95833333333333","221.5712962962963"
"313.6","251.16","134.85714285714286","223.82142857142858","195.6969696969697","223.82710822510822"
"193.6764705882353","284.7826086956522","157.25","219.21428571428572","144.88372093023256","199.96141718568114"
"210.85185185185185","273.1904761904762","155.85365853658536","225.10344827586206","158.73684210526315","204.74725539200773"
"258.1904761904762","287.9583333333333","187.42424242424244","210.16666666666666","144.77777777777777","217.70349927849924"
"212.88888888888889","277.0869565217391","138.67741935483872","227.07142857142858","118.54716981132076","194.8543726296432"
"201.40740740740742","282.6818181818182","153.10344827586206","214.68965517241378","125.42","195.46046580750027"
"279.3157894736842","298.6190476190476","145.26190476190476","203.41935483870967","144.34883720930233","214.19298678052974"
"216.41666666666666","298.1904761904762","168.65384615384616","202.0","149.83333333333334","207.01886446886448"
"237.2962962962963","242.8846153846154","164.0909090909091","205.41935483870967","138.51111111111112","197.6404573443283"
"191.39285714285714","275.1666666666667","161.34375","200.90322580645162","155.09756097560975","196.78081211831704"
"243.0","214.20689655172413","141.18421052631578","202.32258064516128","135.51111111111112","187.24495976686248"
"213.69230769230768","216.68965517241378","169.6875","218.51724137931035","152.0","194.11734084880635"
"174.83333333333334","284.1818181818182","160.55263157894737","208.06451612903226","127.48936170212765","191.02433218505178"
"191.3684210526316","270.7916666666667","152.45714285714286","210.86666666666667","157.34146341463415","196.56507213154842"
"166.79310344827587","239.23076923076923","132.75","198.61290322580646","160.31578947368422","179.54051307570717"
"182.2","256.36","153.8684210526316","195.27272727272728","180.19444444444446","193.57911855396065"
"266.05","276.2173913043478","166.2","197.19354838709677","142.42222222222222","209.61663238273337"
"183.79310344827587","216.48275862068965","136.04347826086956","204.4516129032258","159.15384615384616","179.9849598773814"
"359.0","268.4782608695652","155.55","195.5625","154.78048780487805","226.67424973488863"
"250.3913043478261","261.3333333333333","154.46341463414635","189.0","154.6341463414634","201.96443973135382"
"181.8421052631579","243.74074074074073","152.46341463414635","185.23529411764707","133.19148936170214","179.29460882347882"
"237.0909090909091","299.25","146.69444444444446","187.8235294117647","129.75","200.12177658942363"
"157.30769230769232","353.63157894736844","130.66666666666666","196.46875","144.37209302325581","196.48935618899665"
"225.54166666666666","217.0","145.40540540540542","173.86111111111111","164.46153846153845","185.25394432894433"
"209.84615384615384","262.4166666666667","119.27272727272727","191.15151515151516","149.8780487804878","186.51302234351016"
"245.84","226.42307692307693","130.3404255319149","224.28571428571428","162.3846153846154","197.8547664250643"
"217.1875","270.48","139.94736842105263","197.96875","142.5","193.6167236842105"
"157.33333333333334","278.6521739130435","136.0","185.0","143.32608695652175","180.06231884057974"
"214.8181818181818","284.54545454545456","142.86363636363637","189.15151515151516","136.33333333333334","193.54242424242426"
"205.57142857142858","283.3636363636364","140.56756756756758","207.3548387096774","183.45714285714286","204.06292281389057"
"248.95238095238096","310.0952380952381","147.59459459459458","224.28571428571428","152.175","216.62058558558556"
"248.42857142857142","253.24","143.27906976744185","223.57142857142858","191.7941176470588","212.06263748290016"
"236.52631578947367","242.0","132.15384615384616","185.41176470588235","155.85","190.38838532984045"
"248.16","226.3793103448276","159.125","191.54545454545453","142.5909090909091","193.56013479623823"
"231.21052631578948","289.3809523809524","134.82608695652175","173.47222222222223","131.0625","191.99045757509717"
"218.6153846153846","295.3181818181818","136.52173913043478","211.4","137.46666666666667","199.86439444613356"
"219.94736842105263","239.34615384615384","139.60526315789474","202.93548387096774","151.23809523809524","190.61447290683282"
"226.34782608695653","337.4736842105263","134.2127659574468","204.70967741935485","149.97619047619048","210.544028830095"
"286.5263157894737","335.05555555555554","136.56521739130434","198.8125","123.0","215.99191774726668"
"310.47058823529414","236.10714285714286","133.3421052631579","199.67741935483872","123.88","200.69545114208674"
"247.27777777777777","286.1818181818182","144.55263157894737","182.4","117.9245283018868","195.66735116808601"
"222.21052631578948","294.54545454545456","154.73529411764707","189.03030303030303","118.18867924528301","195.74205145089542"
"355.8","351.94444444444446","150.85714285714286","204.96774193548387","147.41666666666666","242.19719918074762"
"302.3888888888889","241.1153846153846","138.3111111111111","218.6206896551724","123.8","204.84721485411143"
"253.17391304347825","281.1304347826087","133.925","191.96969696969697","123.54901960784314","196.7496128807254"
"336.52941176470586","251.08","126.58536585365853","198.41935483870967","130.74468085106383","208.6717626616276"
"226.42307692307693","243.08","140.42105263157896","184.97142857142856","148.32558139534885","188.64422790428665"
"292.8","260.96","155.6315789473684","173.66666666666666","130.1875","202.64914912280702"
"203.19230769230768","233.40740740740742","150.35135135135135","191.125","140.4","183.6952132902133"
"177.31578947368422","240.65384615384616","146.94444444444446","180.02777777777777","147.0","178.3883715699505"
"189.0","326.45","139.21052631578948","186.11764705882354","139.17777777777778","195.99119023047817"
"241.3684210526316","183.5625","140.2888888888889","204.19354838709677","115.69811320754717","177.0222943072329"
"205.38095238095238","238.82142857142858","131.425","188.59375","125.76","177.9962261904762"
"199.70967741935485","262.2916666666667","139.78947368421052","195.15151515151516","132.05","185.79846658434946"
"235.8125","220.55172413793105","143.48837209302326","187.76470588235293","152.390243902439","188.00150920314925"
"232.8235294117647","195.4375","150.88095238095238","173.55555555555554","132.89361702127658","177.11823087390982"
"190.22222222222223","253.64","136.69230769230768","183.8235294117647","128.33333333333334","178.54227853192558"
"189.46428571428572","198.15625","126.8","181.2941176470588","115.27272727272727","162.19747612681437"
"224.03571428571428","272.2608695652174","145.75757575757575","185.6","136.8695652173913","192.90474496517976"
"191.5","244.15384615384616","141.3095238095238","180.68571428571428","136.08695652173913","178.7472081541647"
"188.43478260869566","232.33333333333334","157.16666666666666","175.33333333333334","131.16666666666666","176.88695652173914"
"223.6315789473684","211.13333333333333","135.89743589743588","185.7058823529412","120.15686274509804","175.3050186552354"
"163.7741935483871","192.9090909090909","126.53061224489795","183.94117647058823","140.04444444444445","161.43990352348175"
"186.8","195.34375","135.69565217391303","198.11111111111111","133.27083333333334","169.8442693236715"
"157.575","234.2962962962963","131.1951219512195","178.57142857142858","113.41509433962264","163.0105882317134"
"181.10344827586206","188.96969696969697","141.36666666666667","174.94444444444446","132.26530612244898","163.72991249582384"
"179.76470588235293","267.9583333333333","142.97727272727272","190.54545454545453","138.46666666666667","183.94248663101604"
"152.0","225.5","155.07142857142858","209.36666666666667","141.36363636363637","176.66034632034632"
"187.62962962962962","244.23076923076923","140.05405405405406","197.0625","108.87755102040816","175.57090078697223"
"172.53846153846155","187.5151515151515","143.1590909090909","178.45714285714286","132.59574468085106","162.85311830013956"
"201.52941176470588","210.73333333333332","149.3170731707317","193.45454545454547","129.14583333333334","176.83603941132995"
"178.65217391304347","161.97435897435898","137.97435897435898","208.4","123.01960784313725","162.00409994097973"
