"PandaController_2019_08_11__15_19_02__148767vjuribgiiz","PandaController_2019_08_11__15_19_34__478560dcxzbosnrv","PandaController_2019_08_11__15_34_38__360623vyziwdnqsj","PandaController_2019_08_11__15_36_11__029089ybyhkobuwk","PandaController_2019_08_11__15_41_05__262730fzyxnprhgl","Mean_over_grasps","Std_over_grasps"
"0.0","26.0","35.0","27.0","26.0","22.8","11.88949115816148"
"0.0","25.0","38.0","28.0","27.0","23.6","12.626955294131678"
"0.0","20.0","34.0","25.0","36.0","23.0","12.89961239727768"
"0.0","20.0","26.0","35.0","36.0","23.4","13.108775686539152"
"0.0","20.0","43.0","23.0","33.0","23.8","14.386104406683556"
"0.0","22.0","26.0","28.0","30.0","21.2","10.92520022699813"
"0.0","28.0","37.0","30.0","27.0","24.4","12.690153663372245"
"0.0","20.0","30.0","24.0","30.0","20.8","11.070682002478438"
"0.0","19.0","35.0","25.0","24.0","20.6","11.53429668423697"
"0.0","20.0","43.0","34.0","28.0","25.0","14.587666023048376"
"0.0","26.0","29.0","30.0","24.0","21.8","11.106754701531857"
"0.0","26.0","27.0","31.0","23.0","21.4","11.001818031580054"
"0.0","24.0","25.0","25.0","39.0","22.6","12.595237195067032"
"0.0","24.0","27.0","25.0","28.0","20.8","10.49571341072154"
"0.0","24.0","32.0","29.0","36.0","24.2","12.718490476467716"
"0.0","23.0","29.0","28.0","31.0","22.2","11.408768557561329"
"0.0","23.0","33.0","30.0","33.0","23.8","12.448293055676348"
"0.0","18.0","36.0","32.0","29.0","23.0","12.96148139681572"
"0.0","22.0","41.0","22.0","23.0","21.6","13.001538370516007"
"0.0","19.0","40.0","35.0","42.0","27.2","15.816447135814036"
"0.0","17.0","39.0","22.0","38.0","23.2","14.469277798148738"
"0.0","19.0","37.0","29.0","20.0","21.0","12.37739875741264"
"0.0","19.0","34.0","32.0","27.0","22.4","12.338557452149743"
"0.0","20.0","41.0","30.0","35.0","25.2","14.358272876638054"
"0.0","19.0","37.0","29.0","41.0","25.2","14.675149062275313"
"0.0","18.0","39.0","28.0","33.0","23.6","13.661625086350453"
"0.0","17.0","46.0","38.0","29.0","26.0","16.186414056238647"
"0.0","22.0","43.0","33.0","32.0","26.0","14.601369798755183"
"0.0","17.0","39.0","29.0","28.0","22.6","13.275541420220874"
"0.0","19.0","32.0","32.0","29.0","22.4","12.17538500417954"
"0.0","19.0","28.0","15.0","34.0","19.2","11.685888926393234"
"0.0","20.0","39.0","34.0","29.0","24.4","13.720058308913996"
"0.0","25.0","36.0","32.0","26.0","23.8","12.560254774486067"
"0.0","17.0","35.0","29.0","35.0","23.2","13.332666649999167"
"0.0","20.0","32.0","37.0","31.0","24.0","13.221195104830729"
"0.0","20.0","35.0","33.0","33.0","24.2","13.227244611029162"
"0.0","13.0","40.0","34.0","33.0","24.0","15.05988047761336"
"0.0","25.0","36.0","31.0","29.0","24.2","12.607934009979589"
"0.0","26.0","30.0","32.0","32.0","24.0","12.198360545581526"
"0.0","23.0","30.0","25.0","46.0","24.8","14.79729705047513"
"0.0","25.0","34.0","29.0","42.0","26.0","14.184498581197715"
"0.0","21.0","29.0","30.0","32.0","22.4","11.80847153530041"
"0.0","26.0","33.0","32.0","34.0","25.0","12.806248474865697"
"0.0","18.0","39.0","28.0","38.0","24.6","14.472042012100435"
"0.0","20.0","31.0","27.0","39.0","23.4","13.215142829345432"
"0.0","22.0","27.0","28.0","42.0","23.8","13.629380029920656"
"0.0","21.0","40.0","36.0","34.0","26.2","14.5657131648265"
"0.0","23.0","40.0","27.0","43.0","26.6","15.291827882892221"
"0.0","21.0","43.0","34.0","37.0","27.0","15.297058540778355"
"0.0","24.0","37.0","27.0","49.0","27.4","16.25546062097288"
"0.0","22.0","36.0","25.0","38.0","24.2","13.570556362949901"
"0.0","22.0","35.0","31.0","35.0","24.6","13.184839779079606"
"0.0","21.0","43.0","36.0","38.0","27.6","15.62817967646904"
"0.0","24.0","35.0","28.0","36.0","24.6","13.078226179417452"
"0.0","25.0","39.0","33.0","34.0","26.2","13.84774349849101"
"0.0","23.0","32.0","38.0","43.0","27.2","15.14463601411404"
"0.0","28.0","38.0","30.0","34.0","26.0","13.446189051177289"
"0.0","25.0","33.0","26.0","31.0","23.0","11.882760622010357"
"0.0","22.0","37.0","33.0","50.0","28.4","16.788091017146648"
"0.0","28.0","36.0","27.0","39.0","26.0","13.784048752090222"
"0.0","20.0","35.0","17.0","26.0","19.6","11.568923891183656"
"0.0","24.0","39.0","30.0","42.0","27.0","14.939879517586478"
"0.0","19.0","24.0","28.0","36.0","21.4","12.059850745345068"
"0.0","21.0","28.0","31.0","38.0","23.6","13.001538370516007"
"0.0","20.0","22.0","32.0","40.0","22.8","13.481839637082173"
"0.0","30.0","31.0","36.0","34.0","26.2","13.272528018429648"
"0.0","20.0","17.0","36.0","36.0","21.8","13.45213737664019"
"0.0","21.0","13.0","28.0","34.0","19.2","11.889491158161478"
"0.0","19.0","21.0","34.0","32.0","21.2","12.12270596855339"
"0.0","29.0","30.0","28.0","44.0","26.2","14.344336861632888"
"0.0","29.0","22.0","37.0","39.0","25.4","14.065560778013793"
"0.0","24.0","42.0","35.0","41.0","28.4","15.576905982896603"
"0.0","23.0","37.0","26.0","42.0","25.6","14.568459081179451"
"0.0","25.0","34.0","29.0","45.0","26.6","14.894294209528695"
"0.0","23.0","40.0","32.0","43.0","27.6","15.447977213862014"
"0.0","23.0","32.0","36.0","41.0","26.4","14.458215657542254"
"0.0","23.0","39.0","29.0","31.0","24.4","13.230268326832983"
"0.0","26.0","35.0","30.0","30.0","24.2","12.432216214336043"
"0.0","22.0","36.0","26.0","33.0","23.4","12.705904139414873"
"0.0","24.0","35.0","36.0","46.0","28.2","15.72768260107"
"0.0","23.0","42.0","26.0","46.0","27.4","16.316862443496913"
"0.0","23.0","39.0","31.0","30.0","24.6","13.305637902783918"
"2.0","21.0","30.0","35.0","38.0","25.2","12.952219886953742"
"2.0","19.0","35.0","28.0","27.0","22.2","11.303096920755832"
"0.0","8.0","39.0","29.0","40.0","23.2","16.33891061240008"
"1.0","13.0","36.0","37.0","36.0","24.6","14.867414032036642"
"1.0","22.0","40.0","32.0","39.0","26.8","14.4138821973818"
"0.0","25.0","37.0","33.0","38.0","26.6","14.065560778013793"
"1.0","25.0","33.0","34.0","39.0","26.4","13.46996659238619"
"2.0","22.0","38.0","26.0","33.0","24.2","12.4"
"1.0","22.0","41.0","28.0","31.0","24.6","13.305637902783918"
"1.0","24.0","32.0","33.0","31.0","24.2","12.023310692151309"
"4.0","22.0","38.0","26.0","34.0","24.8","11.838918869558995"
"3.0","26.0","41.0","29.0","23.0","24.4","12.322337440599489"
"4.0","22.0","43.0","28.0","33.0","26.0","12.976902558006667"
"1.0","20.0","44.0","36.0","36.0","27.4","15.33101431738944"
"0.0","21.0","43.0","31.0","30.0","25.0","14.324803663575986"
"1.0","23.0","46.0","33.0","34.0","27.4","15.081114017207085"
"1.0","27.0","44.0","32.0","41.0","29.0","15.270887335056859"
"1.0","23.0","39.0","34.0","33.0","26.0","13.535139452550904"
"0.0","23.0","40.0","32.0","38.0","26.6","14.554724318928201"
"0.0","28.0","43.0","32.0","38.0","28.2","14.99866660740214"
"1.0","30.0","40.0","30.0","33.0","26.8","13.407460609675494"
"0.0","25.0","36.0","32.0","30.0","24.6","12.799999999999999"
"0.0","22.0","44.0","20.0","37.0","24.6","15.252540771950093"
"2.0","23.0","38.0","32.0","37.0","26.4","13.305637902783918"
"1.0","23.0","43.0","24.0","44.0","27.0","15.786069808536892"
"0.0","26.0","44.0","24.0","50.0","28.8","17.554486605993354"
"2.0","20.0","43.0","32.0","47.0","28.8","16.363373735266208"
"3.0","24.0","44.0","33.0","39.0","28.6","14.430523206037957"
"0.0","27.0","43.0","32.0","41.0","28.6","15.447977213862014"
"1.0","21.0","40.0","27.0","41.0","26.0","14.642404174178502"
"1.0","25.0","35.0","27.0","39.0","25.4","13.230268326832983"
"2.0","21.0","39.0","27.0","38.0","25.4","13.514436725220923"
"2.0","20.0","41.0","20.0","41.0","24.8","14.770240350109406"
"1.0","17.0","38.0","23.0","47.0","25.2","16.104657711357916"
"1.0","23.0","36.0","33.0","42.0","27.0","14.38054240979804"
"3.0","26.0","33.0","33.0","42.0","27.4","13.215142829345433"
"0.0","28.0","44.0","27.0","41.0","28.0","15.556349186104045"
"2.0","24.0","40.0","26.0","35.0","25.4","13.078226179417452"
"4.0","30.0","33.0","24.0","44.0","27.0","13.206059215375342"
"2.0","23.0","40.0","25.0","44.0","26.8","14.85126257258958"
"3.0","24.0","27.0","19.0","35.0","21.6","10.650821564555477"
"1.0","20.0","39.0","21.0","39.0","24.0","14.170391667134682"
"6.0","28.0","47.0","20.0","37.0","27.6","14.065560778013793"
"4.0","26.0","41.0","20.0","33.0","24.8","12.544321424453376"
"3.0","20.0","40.0","24.0","38.0","25.0","13.446189051177289"
"2.0","24.0","32.0","15.0","41.0","22.8","13.49666625504239"
"5.0","26.0","37.0","19.0","41.0","25.6","12.92439553712281"
"7.0","26.0","41.0","22.0","31.0","25.4","11.18212859879549"
"4.0","21.0","43.0","8.0","41.0","23.4","16.206171663906314"
"5.0","22.0","34.0","21.0","43.0","25.0","12.884098726725126"
"11.0","26.0","46.0","11.0","39.0","26.6","14.263239463740346"
"8.0","21.0","33.0","22.0","44.0","25.6","12.142487389328432"
"5.0","27.0","46.0","31.0","37.0","29.2","13.687950905814938"
"4.0","26.0","44.0","31.0","40.0","29.0","14.028542333400146"
"7.0","20.0","41.0","25.0","32.0","25.0","11.436782764396638"
"11.0","25.0","48.0","12.0","37.0","26.6","14.319217855735"
"9.0","25.0","37.0","23.0","43.0","27.4","11.825396399275586"
"9.0","28.0","40.0","24.0","32.0","26.6","10.268398122394748"
"7.0","26.0","46.0","24.0","39.0","28.4","13.45511055324333"
"5.0","22.0","46.0","22.0","31.0","25.2","13.377593206552515"
"15.0","26.0","44.0","29.0","41.0","31.0","10.526157893552615"
"4.0","23.0","38.0","34.0","36.0","27.0","12.617448236470002"
"5.0","24.0","40.0","30.0","45.0","28.8","13.99142594591416"
"10.0","26.0","41.0","28.0","39.0","28.8","11.08873302050329"
"9.0","26.0","42.0","21.0","40.0","27.6","12.273548794053006"
"9.0","24.0","33.0","14.0","48.0","25.6","13.92264342716569"
"9.0","28.0","43.0","18.0","45.0","28.6","13.95134402127623"
"10.0","20.0","47.0","13.0","46.0","27.2","16.092234151913154"
"15.0","19.0","49.0","29.0","36.0","29.6","12.191800523302536"
"14.0","18.0","46.0","15.0","49.0","28.4","15.679285698015711"
"11.0","27.0","46.0","25.0","36.0","29.0","11.679041056525147"
"11.0","15.0","47.0","22.0","34.0","25.8","13.166624472506234"
"11.0","18.0","42.0","28.0","41.0","28.0","12.280065146407"
"11.0","22.0","45.0","24.0","39.0","28.2","12.253978945632312"
"14.0","27.0","38.0","26.0","46.0","30.2","10.961751684835777"
"12.0","21.0","46.0","12.0","43.0","26.8","14.85126257258958"
"18.0","21.0","41.0","25.0","45.0","30.0","10.917875251164945"
"15.0","23.0","45.0","24.0","43.0","30.0","11.865917579353061"
"18.0","26.0","46.0","29.0","44.0","32.6","10.762899237658969"
"21.0","20.0","32.0","27.0","43.0","28.6","8.404760555780278"
"13.0","21.0","44.0","24.0","46.0","29.6","13.093509842666327"
"11.0","24.0","46.0","33.0","49.0","32.6","14.065560778013793"
"15.0","28.0","43.0","27.0","42.0","31.0","10.449880382090505"
"14.0","24.0","43.0","29.0","44.0","30.8","11.443775600735973"
"15.0","25.0","37.0","32.0","47.0","31.2","10.814804667676619"
"14.0","24.0","37.0","24.0","46.0","29.0","11.20714058089752"
"12.0","20.0","33.0","24.0","38.0","25.4","9.243376006633074"
"17.0","23.0","38.0","14.0","37.0","25.8","9.987992791347018"
"20.0","23.0","41.0","20.0","46.0","30.0","11.189280584559492"
"22.0","23.0","44.0","33.0","51.0","34.6","11.42978564978364"
"16.0","22.0","35.0","24.0","49.0","29.2","11.651609330903607"
"10.0","31.0","44.0","21.0","45.0","30.2","13.43726162579266"
"16.0","26.0","46.0","32.0","41.0","32.2","10.665833300778708"
"17.0","23.0","35.0","16.0","39.0","26.0","9.38083151964686"
"17.0","28.0","42.0","24.0","36.0","29.4","8.8"
"20.0","27.0","44.0","34.0","45.0","34.0","9.654014708917737"
"16.0","20.0","44.0","16.0","48.0","28.8","14.17603611733548"
"17.0","22.0","43.0","30.0","47.0","31.8","11.617228585166085"
"21.0","25.0","47.0","19.0","41.0","30.6","11.271202242884296"
"19.0","28.0","47.0","23.0","43.0","32.0","11.063453348751466"
"24.0","23.0","47.0","28.0","43.0","33.0","10.019980039900279"
"19.0","21.0","33.0","21.0","39.0","26.6","7.939773296511683"
"22.0","25.0","48.0","28.0","30.0","30.6","9.112628599915613"
"13.0","23.0","39.0","23.0","43.0","28.2","11.142710621747295"
"18.0","25.0","42.0","26.0","47.0","31.6","11.001818031580054"
"24.0","23.0","46.0","33.0","43.0","33.8","9.453041838477178"
"18.0","27.0","34.0","32.0","45.0","31.2","8.840814442120138"
"24.0","17.0","46.0","33.0","41.0","32.2","10.64706532336493"
"26.0","23.0","34.0","34.0","41.0","31.6","6.406246951218787"
"19.0","26.0","36.0","35.0","48.0","32.8","9.826494797230596"
"15.0","22.0","41.0","32.0","45.0","31.0","11.260550608207398"
"28.0","23.0","45.0","32.0","33.0","32.2","7.30479294709987"
"25.0","19.0","26.0","35.0","46.0","30.2","9.410632284814872"
"27.0","23.0","37.0","35.0","40.0","32.4","6.374950980203691"
"22.0","23.0","35.0","37.0","47.0","32.8","9.346657156438337"
"24.0","20.0","42.0","37.0","44.0","33.4","9.666436778875658"
"22.0","25.0","33.0","37.0","45.0","32.4","8.284926070883193"
"31.0","21.0","35.0","36.0","43.0","33.2","7.2221880341071145"
"25.0","28.0","31.0","33.0","37.0","30.8","4.1182520563948"
"25.0","25.0","35.0","35.0","51.0","34.2","9.516301802696255"
"20.0","23.0","34.0","32.0","40.0","29.8","7.332121111929345"
"23.0","21.0","32.0","38.0","51.0","33.0","10.89954127475097"
"16.0","22.0","36.0","38.0","48.0","32.0","11.523888232710346"
"14.0","23.0","31.0","34.0","42.0","28.8","9.57914401186244"
"27.0","19.0","34.0","34.0","42.0","31.2","7.730459236035075"
"20.0","25.0","23.0","36.0","42.0","29.2","8.37615663654877"
"27.0","36.0","27.0","38.0","40.0","33.6","5.535341001239218"
"13.0","25.0","23.0","36.0","39.0","27.2","9.389355675444401"
"12.0","21.0","28.0","36.0","45.0","28.4","11.46472851837321"
"17.0","30.0","30.0","36.0","39.0","30.4","7.552483035399682"
"22.0","18.0","31.0","35.0","44.0","30.0","9.273618495495704"
"17.0","25.0","16.0","36.0","47.0","28.2","11.82201336490532"
"26.0","24.0","27.0","36.0","49.0","32.4","9.264987857520376"
"16.0","26.0","29.0","35.0","45.0","30.2","9.620810776644555"
"14.0","27.0","33.0","33.0","47.0","30.8","10.665833300778706"
"21.0","16.0","30.0","31.0","46.0","28.8","10.264501936285072"
"17.0","26.0","35.0","38.0","44.0","32.0","9.486832980505138"
"19.0","28.0","37.0","36.0","47.0","33.4","9.393614852653903"
"18.0","30.0","36.0","37.0","45.0","33.2","8.975522268926749"
"23.0","22.0","40.0","35.0","49.0","33.8","10.264501936285072"
"23.0","24.0","42.0","31.0","44.0","32.8","8.795453370918409"
"25.0","23.0","36.0","36.0","34.0","30.8","5.635601121442148"
"18.0","25.0","44.0","35.0","49.0","34.2","11.513470371699404"
"24.0","19.0","43.0","32.0","47.0","33.0","10.714476188783099"
"24.0","27.0","43.0","34.0","48.0","35.2","9.15204895091804"
"30.0","29.0","44.0","32.0","38.0","34.6","5.642694391866354"
"16.0","26.0","44.0","30.0","48.0","32.8","11.77115117564973"
"24.0","26.0","38.0","25.0","49.0","32.4","9.728309205612248"
"27.0","23.0","46.0","28.0","52.0","35.2","11.54816002660164"
"24.0","23.0","34.0","30.0","44.0","31.0","7.64198926981712"
"23.0","24.0","20.0","29.0","48.0","28.8","10.02796090937734"
"23.0","22.0","38.0","29.0","36.0","29.6","6.529931086925803"
"18.0","21.0","36.0","27.0","45.0","29.4","9.93176721434811"
"22.0","30.0","37.0","28.0","52.0","33.8","10.283968105745952"
"24.0","27.0","42.0","31.0","40.0","32.8","7.0823724838503095"
"25.0","20.0","47.0","27.0","47.0","33.2","11.496086290559932"
"17.0","19.0","25.0","24.0","47.0","26.4","10.725670142233538"
"23.0","21.0","30.0","30.0","50.0","30.8","10.264501936285074"
"16.0","30.0","33.0","30.0","48.0","31.4","10.190191362285598"
"20.0","28.0","38.0","30.0","50.0","33.2","10.166612021711067"
"13.0","20.0","43.0","28.0","44.0","29.6","12.306096050332128"
"25.0","27.0","45.0","25.0","48.0","34.0","10.276186062932103"
"16.0","24.0","36.0","27.0","48.0","30.2","10.961751684835777"
"20.0","25.0","35.0","28.0","33.0","28.2","5.418486873657627"
"34.0","23.0","40.0","28.0","43.0","33.6","7.391887445030531"
"27.0","21.0","41.0","29.0","38.0","31.2","7.332121111929345"
"21.0","24.0","33.0","30.0","45.0","30.6","8.357032966310472"
"27.0","23.0","31.0","28.0","53.0","32.4","10.61319932913728"
"27.0","22.0","29.0","29.0","50.0","31.4","9.645724441429994"
"19.0","21.0","42.0","31.0","43.0","31.2","10.087616170334794"
"24.0","21.0","26.0","31.0","42.0","28.8","7.35934779718964"
"27.0","26.0","33.0","31.0","45.0","32.4","6.8"
"28.0","24.0","32.0","31.0","41.0","31.2","5.635601121442148"
"25.0","29.0","38.0","31.0","45.0","33.6","7.08801805866774"
"26.0","29.0","32.0","29.0","42.0","31.6","5.535341001239218"
"36.0","22.0","38.0","31.0","47.0","34.8","8.23164625090267"
"19.0","24.0","35.0","30.0","41.0","29.8","7.782030583337488"
"29.0","26.0","40.0","31.0","38.0","32.8","5.344155686354955"
"30.0","25.0","38.0","33.0","36.0","32.4","4.586937976471886"
"20.0","23.0","40.0","31.0","45.0","31.8","9.579144011862438"
"29.0","29.0","46.0","31.0","39.0","34.8","6.705221845696084"
"11.0","23.0","40.0","32.0","41.0","29.4","11.253443917308159"
"23.0","24.0","41.0","34.0","41.0","32.6","7.863841300535"
"19.0","27.0","41.0","34.0","47.0","33.6","9.911609354691095"
"22.0","20.0","36.0","34.0","48.0","32.0","10.198039027185569"
"26.0","19.0","48.0","32.0","43.0","33.6","10.669582934679312"
"24.0","29.0","37.0","36.0","39.0","33.0","5.621387729022079"
"26.0","24.0","44.0","33.0","41.0","33.6","7.914543574963752"
"25.0","26.0","47.0","28.0","39.0","33.0","8.602325267042627"
"16.0","25.0","38.0","32.0","42.0","30.6","9.28654941299512"
"18.0","23.0","32.0","34.0","46.0","30.6","9.666436778875658"
"22.0","22.0","44.0","33.0","45.0","33.2","10.067770358922576"
"21.0","22.0","37.0","31.0","35.0","29.2","6.584831053261731"
"21.0","21.0","37.0","28.0","40.0","29.4","7.914543574963751"
"21.0","25.0","43.0","28.0","34.0","30.2","7.678541528180986"
"19.0","25.0","39.0","34.0","40.0","31.4","8.16333265278342"
"25.0","29.0","40.0","33.0","44.0","34.2","6.968500556073739"
"19.0","21.0","46.0","36.0","48.0","34.0","12.149074038789951"
"26.0","22.0","46.0","30.0","45.0","33.8","9.88736567544662"
"19.0","26.0","38.0","31.0","42.0","31.2","8.23164625090267"
"23.0","19.0","47.0","31.0","42.0","32.4","10.725670142233538"
"19.0","18.0","46.0","32.0","43.0","31.6","11.672189169131899"
"17.0","28.0","38.0","31.0","50.0","32.8","10.943491216243562"
"18.0","22.0","38.0","35.0","53.0","33.2","12.448293055676348"
"19.0","22.0","34.0","33.0","53.0","32.2","11.956588142108098"
"15.0","18.0","35.0","31.0","36.0","27.0","8.78635305459552"
"18.0","26.0","45.0","29.0","50.0","33.6","12.009995836801943"
"23.0","23.0","40.0","33.0","51.0","34.0","10.658330075579382"
"17.0","25.0","41.0","31.0","47.0","32.2","10.777754868245983"
"26.0","25.0","38.0","35.0","43.0","33.4","6.945502141674135"
"20.0","25.0","38.0","36.0","48.0","33.4","9.911609354691095"
"26.0","27.0","37.0","32.0","45.0","33.4","7.002856560004639"
"19.0","26.0","36.0","36.0","36.0","30.6","6.974238309665078"
"27.0","20.0","38.0","34.0","45.0","32.8","8.657944328765344"
"19.0","32.0","45.0","31.0","53.0","36.0","11.832159566199232"
"21.0","28.0","40.0","32.0","50.0","34.2","10.007996802557443"
"31.0","24.0","38.0","33.0","40.0","33.2","5.635601121442148"
"16.0","29.0","43.0","34.0","41.0","32.6","9.687104830649869"
"17.0","32.0","42.0","36.0","47.0","34.8","10.264501936285072"
"27.0","25.0","39.0","34.0","48.0","34.6","8.357032966310472"
"28.0","32.0","45.0","34.0","55.0","38.8","9.867117106835208"
"28.0","23.0","33.0","35.0","46.0","33.0","7.720103626247513"
"24.0","26.0","42.0","35.0","46.0","34.6","8.616263691415208"
"23.0","27.0","36.0","36.0","48.0","34.0","8.648699324175862"
"19.0","30.0","39.0","34.0","51.0","34.6","10.518555033843766"
"31.0","33.0","49.0","34.0","45.0","38.4","7.2"
"30.0","32.0","46.0","27.0","48.0","36.6","8.662563131083086"
"40.0","27.0","41.0","35.0","53.0","39.2","8.49470423263812"
"29.0","33.0","30.0","36.0","49.0","35.4","7.227724399837061"
"34.0","24.0","44.0","33.0","45.0","36.0","7.771743691090179"
"43.0","28.0","28.0","30.0","44.0","34.6","7.310266752998826"
"27.0","26.0","37.0","32.0","49.0","34.2","8.37615663654877"
"26.0","33.0","44.0","35.0","47.0","37.0","7.615773105863909"
"17.0","30.0","41.0","33.0","48.0","33.8","10.49571341072154"
"23.0","39.0","39.0","30.0","51.0","36.4","9.457272334029511"
"23.0","32.0","44.0","36.0","48.0","36.6","8.845337754998393"
"30.0","33.0","35.0","34.0","48.0","36.0","6.2289646009589745"
"33.0","25.0","28.0","30.0","57.0","34.6","11.499565209172042"
"16.0","33.0","30.0","28.0","50.0","31.4","10.947145746723207"
"20.0","32.0","32.0","33.0","47.0","32.8","8.565045242145542"
"26.0","30.0","37.0","31.0","51.0","35.0","8.740709353364863"
"23.0","37.0","43.0","31.0","50.0","36.8","9.346657156438337"
"28.0","35.0","30.0","31.0","50.0","34.8","7.934733769950949"
"24.0","41.0","32.0","28.0","52.0","35.4","10.031948963187563"
"17.0","24.0","38.0","18.0","46.0","28.6","11.48216007552586"
"36.0","26.0","47.0","20.0","50.0","35.8","11.6"
"32.0","29.0","39.0","23.0","41.0","32.8","6.584831053261731"
"26.0","33.0","41.0","23.0","44.0","33.4","8.16333265278342"
"31.0","32.0","47.0","27.0","45.0","36.4","8.039900496896712"
"40.0","37.0","44.0","24.0","47.0","38.4","7.964923100695951"
"18.0","35.0","45.0","17.0","51.0","33.2","13.804347141389918"
"22.0","27.0","48.0","23.0","54.0","34.8","13.46699669562594"
"32.0","34.0","45.0","25.0","44.0","36.0","7.563068160475615"
"34.0","37.0","42.0","27.0","45.0","37.0","6.29285308902091"
"26.0","37.0","35.0","28.0","35.0","32.2","4.354308211415448"
"22.0","33.0","34.0","26.0","48.0","32.6","8.890444308357146"
"30.0","40.0","34.0","27.0","34.0","33.0","4.381780460041329"
"32.0","38.0","44.0","24.0","49.0","37.4","8.8"
"27.0","36.0","39.0","20.0","44.0","33.2","8.611620056644394"
"8.0","32.0","43.0","24.0","47.0","30.8","13.991425945914164"
"32.0","36.0","39.0","27.0","42.0","35.2","5.2687759489277965"
"23.0","34.0","45.0","26.0","34.0","32.4","7.657675887630659"
"26.0","40.0","40.0","26.0","37.0","33.8","6.4621977685614045"
"24.0","32.0","45.0","30.0","51.0","36.4","10.011992808627062"
"23.0","38.0","47.0","27.0","43.0","35.6","9.200000000000001"
"26.0","38.0","43.0","30.0","43.0","36.0","6.899275324264136"
"30.0","33.0","39.0","26.0","45.0","34.6","6.711184694225007"
"19.0","46.0","40.0","31.0","42.0","35.6","9.645724441429996"
"31.0","44.0","43.0","30.0","50.0","39.6","7.812809993849844"
"28.0","42.0","48.0","24.0","45.0","37.4","9.58331884056875"
"38.0","39.0","45.0","30.0","41.0","38.6","4.923413450036469"
"33.0","39.0","26.0","26.0","53.0","35.4","10.05186549850325"
"33.0","35.0","39.0","28.0","46.0","36.2","6.04648658313239"
"37.0","33.0","46.0","27.0","49.0","38.4","8.138795979750322"
"39.0","41.0","48.0","35.0","47.0","42.0","4.898979485566356"
"36.0","37.0","40.0","31.0","49.0","38.6","5.9531504264548865"
"35.0","31.0","43.0","33.0","51.0","38.6","7.418894796396563"
"44.0","32.0","48.0","35.0","55.0","42.8","8.423775875461075"
"33.0","30.0","40.0","29.0","51.0","36.6","8.16333265278342"
"27.0","31.0","49.0","28.0","50.0","37.0","10.295630140987"
"33.0","32.0","50.0","27.0","50.0","38.4","9.687104830649869"
"35.0","28.0","42.0","29.0","56.0","38.0","10.295630140987"
"35.0","33.0","40.0","33.0","46.0","37.4","5.0039984012787215"
"26.0","40.0","47.0","27.0","46.0","37.2","9.064215354899728"
"35.0","36.0","39.0","32.0","52.0","38.8","6.968500556073738"
"38.0","34.0","39.0","33.0","29.0","34.6","3.6110940170535577"
"31.0","44.0","40.0","33.0","46.0","38.8","5.912698199637792"
"31.0","37.0","46.0","34.0","51.0","39.8","7.520638270785266"
"43.0","40.0","41.0","28.0","40.0","38.4","5.314132102234569"
"18.0","41.0","43.0","34.0","43.0","35.8","9.495261976375375"
"34.0","38.0","35.0","36.0","39.0","36.4","1.8547236990991407"
"26.0","40.0","41.0","34.0","45.0","37.2","6.615134163416491"
