"PandaController_2019_08_11__07_58_24__024733gzfwxrhysh","PandaController_2019_08_11__10_19_04__127417bjsoeijqno","PandaController_2019_08_11__13_52_10__020172aunazfahtv","PandaController_2019_08_11__15_00_58__017286qhcugfzows","PandaController_2019_08_11__12_31_14__388038vpxtxvdzcw","Mean_over_grasps","Std_over_grasps"
"59.0","0.0","0.0","86.0","77.0","44.4","37.28055793573911"
"51.0","0.0","0.0","81.0","78.0","42.0","35.849686191095174"
"42.0","0.0","0.0","84.0","77.0","40.6","36.07547643483035"
"53.0","0.0","0.0","83.0","69.0","41.0","34.79655155327895"
"37.0","0.0","0.0","88.0","72.0","39.4","36.15300817359463"
"61.0","0.0","1.0","89.0","58.0","41.8","35.41412147717349"
"52.0","0.0","0.0","87.0","80.0","43.8","37.63190136041494"
"55.0","0.0","1.0","87.0","77.0","44.0","36.99729719857925"
"47.0","0.0","1.0","87.0","77.0","42.4","36.65842331579469"
"48.0","0.0","0.0","92.0","69.0","41.8","36.858648917180886"
"46.0","0.0","0.0","89.0","72.0","41.4","36.47245536017558"
"43.0","0.0","0.0","85.0","65.0","38.6","34.20292385162415"
"49.0","0.0","0.0","86.0","69.0","40.8","35.31232079600546"
"60.0","0.0","0.0","80.0","79.0","43.8","36.4658744581835"
"57.0","0.0","0.0","84.0","70.0","42.2","35.498732371734064"
"60.0","0.0","0.0","78.0","83.0","44.2","36.891191360540255"
"64.0","0.0","0.0","84.0","90.0","47.6","39.807536974799135"
"62.0","0.0","0.0","86.0","74.0","44.4","37.03835849494413"
"55.0","0.0","0.0","90.0","71.0","43.2","36.972422154898105"
"55.0","0.0","0.0","86.0","70.0","42.2","35.82401429209184"
"58.0","0.0","0.0","87.0","80.0","45.0","37.96840792026971"
"58.0","0.0","1.0","88.0","74.0","44.2","36.923705122861115"
"62.0","0.0","3.0","82.0","79.0","45.2","36.339510178316935"
"54.0","0.0","1.0","88.0","86.0","45.8","38.9070687664851"
"56.0","0.0","0.0","87.0","72.0","43.0","36.45270908999769"
"58.0","0.0","0.0","84.0","67.0","41.8","35.136306009596396"
"60.0","0.0","1.0","91.0","68.0","44.0","36.94861296449435"
"63.0","0.0","1.0","88.0","75.0","45.4","37.50519963951665"
"68.0","0.0","4.0","85.0","67.0","44.8","35.54940224532615"
"60.0","0.0","3.0","85.0","67.0","43.0","34.86545568324039"
"59.0","0.0","1.0","88.0","78.0","45.2","37.66908546805988"
"54.0","0.0","1.0","87.0","77.0","43.8","36.93995127230137"
"57.0","0.0","0.0","91.0","71.0","43.8","37.35987152012169"
"66.0","0.0","1.0","93.0","85.0","49.0","40.56106507477337"
"63.0","0.0","0.0","83.0","77.0","44.6","36.98972830394946"
"71.0","0.0","0.0","87.0","79.0","47.4","39.03126951560761"
"43.0","0.0","1.0","89.0","79.0","42.4","37.47852718557654"
"60.0","0.0","1.0","80.0","69.0","42.0","34.47317797940886"
"60.0","0.0","1.0","85.0","65.0","42.2","35.0622303911203"
"62.0","0.0","0.0","89.0","66.0","43.4","36.61475112574166"
"69.0","0.0","0.0","86.0","70.0","45.0","37.23439270352076"
"45.0","0.0","0.0","89.0","76.0","42.0","37.15373467095872"
"57.0","0.0","0.0","90.0","69.0","43.2","36.82064638215901"
"68.0","0.0","1.0","85.0","74.0","45.6","37.22687201471539"
"70.0","0.0","0.0","80.0","74.0","44.8","36.71729837556135"
"73.0","0.0","0.0","91.0","91.0","51.0","42.15684997719825"
"71.0","0.0","0.0","94.0","84.0","49.8","41.31053134492463"
"67.0","0.0","0.0","90.0","71.0","45.6","38.03472097965226"
"71.0","0.0","0.0","89.0","73.0","46.6","38.55697083537554"
"70.0","0.0","0.0","92.0","77.0","47.8","39.6706440582958"
"66.0","0.0","0.0","84.0","80.0","46.0","38.03156583681508"
"79.0","0.0","1.0","87.0","76.0","48.6","39.43906692608232"
"78.0","0.0","0.0","86.0","63.0","45.4","37.79735440477283"
"75.0","0.0","0.0","93.0","68.0","47.2","39.39238505092069"
"77.0","0.0","2.0","89.0","85.0","50.6","40.68709869233736"
"77.0","0.0","0.0","93.0","62.0","46.4","39.13361726188879"
"74.0","0.0","0.0","86.0","78.0","47.6","39.056881595949264"
"74.0","0.0","1.0","88.0","85.0","49.6","40.361367667610075"
"71.0","0.0","0.0","89.0","80.0","48.0","39.603030187095534"
"71.0","0.0","0.0","88.0","81.0","48.0","39.56260860964555"
"75.0","0.0","0.0","87.0","71.0","46.6","38.41145662429375"
"74.0","0.0","1.0","89.0","81.0","49.0","39.88483421051164"
"76.0","0.0","0.0","91.0","72.0","47.8","39.53934749082236"
"82.0","0.0","0.0","88.0","78.0","49.6","40.623146111545815"
"81.0","0.0","0.0","88.0","80.0","49.8","40.75487700877037"
"81.0","0.0","0.0","91.0","77.0","49.8","40.91650033910525"
"70.0","1.0","0.0","87.0","79.0","47.4","38.670919306372845"
"80.0","0.0","0.0","93.0","87.0","52.0","42.656769685479"
"78.0","0.0","0.0","86.0","73.0","47.4","38.92351474366106"
"81.0","0.0","0.0","94.0","79.0","50.8","41.796650583509674"
"75.0","0.0","0.0","94.0","78.0","49.4","40.848990195597246"
"73.0","0.0","0.0","91.0","77.0","48.2","39.806532127277805"
"77.0","0.0","0.0","88.0","86.0","50.2","41.15531557405434"
"83.0","0.0","0.0","87.0","80.0","50.0","40.885205148072814"
"78.0","0.0","0.0","79.0","77.0","46.8","38.2172735814579"
"84.0","0.0","0.0","87.0","82.0","50.6","41.34537459015216"
"78.0","1.0","0.0","81.0","79.0","47.8","38.63366407681259"
"79.0","0.0","0.0","84.0","73.0","47.2","38.69573619922485"
"86.0","0.0","0.0","88.0","80.0","50.8","41.56152066515372"
"81.0","0.0","1.0","81.0","85.0","49.6","40.11782646156195"
"82.0","0.0","2.0","91.0","85.0","52.0","41.74685616905781"
"86.0","0.0","1.0","87.0","73.0","49.4","40.232325311868316"
"83.0","1.0","0.0","91.0","63.0","47.6","39.525181846514"
"81.0","0.0","1.0","85.0","82.0","49.8","40.27604747241218"
"78.0","0.0","1.0","87.0","74.0","48.0","39.01281840626232"
"70.0","0.0","1.0","90.0","78.0","47.8","39.14281543272022"
"80.0","0.0","1.0","90.0","64.0","47.0","38.86386496477158"
"83.0","1.0","0.0","91.0","68.0","48.6","39.96298287165261"
"77.0","0.0","3.0","90.0","72.0","48.4","38.753580479744066"
"78.0","1.0","1.0","89.0","74.0","48.6","39.174481489867865"
"66.0","0.0","0.0","92.0","80.0","47.6","39.72706885739244"
"79.0","0.0","1.0","95.0","64.0","47.8","39.846706262876985"
"81.0","0.0","2.0","96.0","73.0","50.4","41.0102426230326"
"84.0","0.0","1.0","89.0","69.0","48.6","39.82260664496989"
"83.0","0.0","0.0","96.0","73.0","50.4","41.792822350255314"
"79.0","0.0","1.0","98.0","82.0","52.0","42.5440947723653"
"87.0","0.0","0.0","92.0","71.0","50.0","41.41014368485094"
"79.0","0.0","1.0","91.0","74.0","49.0","39.984997186444815"
"81.0","0.0","2.0","94.0","66.0","48.6","39.86778147828143"
"78.0","0.0","0.0","88.0","74.0","48.0","39.45630494610462"
"82.0","1.0","0.0","90.0","75.0","49.6","40.37127691812584"
"85.0","0.0","0.0","93.0","60.0","47.6","40.361367667610075"
"60.0","1.0","0.0","90.0","62.0","42.6","35.975547250875834"
"75.0","1.0","0.0","88.0","82.0","49.2","39.97699338369508"
"82.0","2.0","0.0","88.0","83.0","51.0","40.88031311034689"
"70.0","2.0","0.0","86.0","72.0","46.0","37.159117319979494"
"64.0","1.0","0.0","92.0","76.0","46.6","38.676090805560996"
"69.0","0.0","0.0","94.0","76.0","47.8","39.871794542006754"
"86.0","0.0","0.0","92.0","79.0","51.4","42.16918306061905"
"80.0","0.0","0.0","96.0","88.0","52.8","43.40691189200172"
"78.0","0.0","0.0","88.0","73.0","47.8","39.326327059617455"
"82.0","0.0","0.0","88.0","77.0","49.4","40.485058972415985"
"86.0","0.0","0.0","92.0","74.0","50.4","41.557670772072875"
"79.0","0.0","0.0","93.0","67.0","47.8","39.886839934996104"
"87.0","0.0","0.0","91.0","74.0","50.4","41.5336008552112"
"70.0","0.0","0.0","87.0","74.0","46.2","38.13869426186481"
"75.0","0.0","0.0","89.0","71.0","47.0","38.83812559843742"
"68.0","0.0","0.0","88.0","71.0","45.4","37.6913783244922"
"90.0","0.0","0.0","88.0","75.0","50.6","41.63460099484562"
"86.0","0.0","0.0","89.0","57.0","46.4","39.49987341751869"
"83.0","0.0","0.0","85.0","84.0","50.4","41.15628749049166"
"78.0","0.0","0.0","88.0","76.0","48.4","39.72706885739244"
"85.0","0.0","0.0","89.0","79.0","50.6","41.43718137132399"
"78.0","0.0","0.0","86.0","74.0","47.6","39.056881595949264"
"80.0","0.0","0.0","89.0","76.0","49.0","40.22934252507739"
"85.0","0.0","0.0","87.0","67.0","47.8","39.645428488036295"
"73.0","0.0","0.0","81.0","81.0","47.0","38.486361220567474"
"74.0","0.0","0.0","84.0","69.0","45.4","37.38234877585944"
"78.0","0.0","0.0","90.0","63.0","46.2","38.68022750708687"
"86.0","0.0","1.0","85.0","67.0","47.8","39.20918259795784"
"87.0","0.0","0.0","86.0","65.0","47.6","39.6514816873216"
"85.0","0.0","2.0","88.0","83.0","51.6","41.35021160768105"
"86.0","0.0","0.0","91.0","79.0","51.2","41.978089522988064"
"86.0","0.0","0.0","95.0","86.0","53.4","43.72459262245904"
"81.0","0.0","0.0","88.0","74.0","48.6","39.9279350830969"
"84.0","0.0","2.0","90.0","70.0","49.2","39.891853805006356"
"85.0","0.0","0.0","88.0","73.0","49.2","40.4840709415444"
"82.0","0.0","0.0","90.0","69.0","48.2","39.921923801340036"
"82.0","0.0","2.0","93.0","71.0","49.6","40.29193467680598"
"78.0","0.0","0.0","86.0","69.0","46.6","38.42707378919191"
"69.0","0.0","1.0","86.0","73.0","45.8","37.41336659537604"
"87.0","0.0","1.0","85.0","73.0","49.2","40.051966243868726"
"86.0","0.0","0.0","85.0","77.0","49.6","40.618222511577244"
"86.0","0.0","1.0","87.0","77.0","50.2","40.73033267725664"
"85.0","0.0","0.0","85.0","79.0","49.8","40.72051080229716"
"79.0","0.0","2.0","88.0","59.0","45.6","37.611700307218236"
"77.0","0.0","0.0","89.0","84.0","50.0","41.00243895184773"
"78.0","0.0","0.0","86.0","74.0","47.6","39.056881595949264"
"81.0","0.0","0.0","92.0","66.0","47.8","39.891853805006356"
"78.0","0.0","1.0","81.0","81.0","48.2","38.96357273146291"
"79.0","0.0","1.0","91.0","86.0","51.4","41.73535671346299"
"76.0","0.0","0.0","84.0","81.0","48.2","39.4380526902635"
"61.0","0.0","0.0","93.0","75.0","45.8","38.747387008674536"
"74.0","0.0","1.0","93.0","76.0","48.8","39.98699788681316"
"88.0","0.0","0.0","88.0","82.0","51.6","42.18814999499267"
"77.0","0.0","0.0","87.0","73.0","47.4","38.96973184408638"
"87.0","0.0","1.0","85.0","82.0","51.0","41.264997273718556"
"79.0","0.0","0.0","93.0","70.0","48.4","40.192536620621496"
"84.0","0.0","0.0","91.0","82.0","51.4","42.074220135375064"
"81.0","0.0","0.0","86.0","86.0","50.6","41.355048059457026"
"75.0","1.0","0.0","90.0","87.0","50.6","41.21456053386958"
"78.0","0.0","0.0","90.0","78.0","49.2","40.409899777158564"
"72.0","0.0","1.0","93.0","80.0","49.2","40.32567420391134"
"88.0","0.0","1.0","88.0","90.0","53.4","43.199999999999996"
"87.0","0.0","0.0","91.0","91.0","53.8","43.95179177234985"
"70.0","0.0","0.0","90.0","80.0","48.0","39.698866482558415"
"81.0","0.0","0.0","87.0","84.0","50.4","41.195145345052495"
"76.0","0.0","2.0","91.0","73.0","48.4","39.184690888151714"
"60.0","0.0","0.0","90.0","81.0","46.2","38.95843939379502"
"83.0","0.0","0.0","91.0","85.0","51.8","42.37640853116272"
"84.0","1.0","3.0","89.0","75.0","50.4","39.7773805070168"
"89.0","0.0","1.0","97.0","83.0","54.0","43.9089968002003"
"82.0","0.0","1.0","82.0","81.0","49.2","39.76631740556322"
"70.0","0.0","1.0","94.0","90.0","51.0","42.02856171700383"
"82.0","0.0","0.0","90.0","66.0","47.6","39.62625392337762"
"61.0","0.0","0.0","92.0","90.0","48.6","41.1708634837794"
"80.0","0.0","0.0","91.0","78.0","49.8","40.90183369972549"
"90.0","0.0","0.0","88.0","85.0","52.6","42.977203259402536"
"81.0","0.0","0.0","86.0","74.0","48.2","39.53934749082235"
"80.0","0.0","0.0","92.0","88.0","52.0","42.63332030231753"
"88.0","0.0","0.0","85.0","89.0","52.4","42.80467264213102"
"83.0","0.0","0.0","91.0","91.0","53.0","43.37280253799609"
"71.0","0.0","0.0","93.0","85.0","49.8","41.266935917269166"
"71.0","2.0","0.0","92.0","81.0","49.2","39.91691370835175"
"86.0","0.0","0.0","85.0","83.0","50.8","41.48927572276961"
"71.0","0.0","0.0","88.0","85.0","48.8","40.25617964983761"
"85.0","0.0","1.0","92.0","88.0","53.2","43.087817303734475"
"84.0","0.0","0.0","89.0","86.0","51.8","42.32446101251615"
"81.0","0.0","0.0","91.0","80.0","50.4","41.33086014106167"
"71.0","0.0","0.0","92.0","84.0","49.4","40.88814008976197"
"83.0","0.0","0.0","82.0","91.0","51.2","41.92087785340379"
"84.0","0.0","0.0","89.0","86.0","51.8","42.32446101251615"
"62.0","0.0","0.0","83.0","86.0","46.2","38.61813045707935"
"68.0","0.0","0.0","89.0","78.0","47.0","38.94611662284187"
"82.0","2.0","0.0","91.0","86.0","52.2","41.90656273186814"
"79.0","0.0","0.0","91.0","87.0","51.4","42.14546238920627"
"81.0","0.0","0.0","83.0","80.0","48.8","39.856743469581154"
"84.0","0.0","0.0","90.0","76.0","50.0","41.06580085667392"
"77.0","0.0","0.0","83.0","89.0","49.8","40.83821739498432"
"82.0","0.0","0.0","91.0","87.0","52.0","42.553495743593146"
"80.0","0.0","0.0","90.0","85.0","51.0","41.7612260356422"
"83.0","0.0","0.0","83.0","94.0","52.0","42.64739147943283"
"75.0","0.0","0.0","86.0","79.0","48.0","39.34971410315455"
"83.0","1.0","1.0","90.0","84.0","51.8","41.54708172663875"
"72.0","2.0","0.0","89.0","82.0","49.0","39.5676635650881"
"78.0","0.0","0.0","95.0","67.0","48.0","40.194526990623984"
"80.0","0.0","0.0","89.0","74.0","48.6","39.96798718974975"
"75.0","1.0","0.0","93.0","72.0","48.2","39.6050501830259"
"83.0","0.0","0.0","90.0","79.0","50.4","41.30181594070653"
"68.0","1.0","0.0","88.0","83.0","48.0","39.33954753171419"
"68.0","1.0","0.0","93.0","74.0","47.2","39.0148689604361"
"83.0","0.0","0.0","96.0","81.0","52.0","42.76914775863555"
"84.0","0.0","0.0","93.0","79.0","51.2","42.044738077433664"
"74.0","1.0","0.0","94.0","81.0","50.0","40.92432039753378"
"82.0","1.0","0.0","88.0","91.0","52.4","42.476346358885436"
"85.0","1.0","0.0","77.0","84.0","49.4","40.02299339129946"
"75.0","0.0","0.0","93.0","76.0","48.8","40.355420949359456"
"82.0","1.0","0.0","88.0","86.0","51.4","41.60576883077634"
"81.0","1.0","0.0","94.0","92.0","53.6","43.58256532146771"
"76.0","2.0","1.0","90.0","80.0","49.8","39.70088160230198"
"80.0","2.0","0.0","89.0","85.0","51.2","41.09209169657831"
"71.0","1.0","1.0","89.0","75.0","47.4","38.354139281177986"
"74.0","0.0","0.0","82.0","87.0","48.6","39.89786961731164"
"69.0","0.0","0.0","89.0","75.0","46.6","38.59844556455609"
"71.0","0.0","0.0","87.0","71.0","45.8","37.84917436351815"
"64.0","0.0","0.0","92.0","73.0","45.8","38.472847568122646"
"71.0","0.0","2.0","89.0","82.0","48.8","39.45326348985594"
"47.0","1.0","0.0","94.0","72.0","42.8","37.60531877274809"
"84.0","0.0","0.0","92.0","72.0","49.6","40.99560952102066"
"69.0","1.0","2.0","93.0","83.0","49.6","40.00799920015996"
"66.0","2.0","0.0","92.0","79.0","47.8","39.09168709585198"
"67.0","0.0","0.0","90.0","89.0","49.2","41.00439000887588"
"59.0","0.0","0.0","97.0","83.0","47.8","40.87737760669096"
"70.0","1.0","1.0","96.0","75.0","48.6","39.83264992440247"
"66.0","0.0","2.0","86.0","77.0","46.2","37.45076768238537"
"70.0","1.0","3.0","92.0","67.0","46.6","37.43046887229707"
"74.0","0.0","1.0","89.0","71.0","47.0","38.455168703309575"
"71.0","0.0","2.0","91.0","77.0","48.2","39.086570583769564"
"76.0","0.0","1.0","93.0","77.0","49.4","40.38118373698324"
"84.0","0.0","1.0","92.0","78.0","51.0","41.47288270665544"
"85.0","0.0","0.0","91.0","72.0","49.6","40.96144528700129"
"69.0","0.0","0.0","92.0","72.0","46.6","38.861806442830215"
"86.0","0.0","1.0","90.0","69.0","49.2","40.385145784062736"
"84.0","0.0","1.0","88.0","77.0","50.0","40.570925550201586"
"66.0","0.0","0.0","92.0","85.0","48.6","40.58374058659452"
"64.0","0.0","1.0","93.0","83.0","48.2","40.04697241989711"
"64.0","0.0","2.0","95.0","76.0","47.4","39.159162401665334"
"74.0","0.0","1.0","90.0","76.0","48.2","39.33649704790705"
"62.0","0.0","1.0","95.0","67.0","45.0","38.03682426281143"
"76.0","0.0","1.0","89.0","70.0","47.2","38.623309024473805"
"74.0","0.0","0.0","91.0","79.0","48.8","40.226359517112655"
"74.0","0.0","0.0","91.0","68.0","46.6","38.7896893516821"
"75.0","1.0","1.0","86.0","80.0","48.6","39.02101997641784"
"85.0","0.0","1.0","84.0","83.0","50.6","40.91258974936688"
"68.0","1.0","1.0","77.0","72.0","43.8","35.0622303911203"
"84.0","0.0","0.0","89.0","84.0","51.4","42.00761835667431"
"78.0","0.0","1.0","86.0","80.0","49.0","39.68878934913485"
"72.0","0.0","1.0","91.0","80.0","48.8","39.8968670449197"
"88.0","0.0","2.0","91.0","80.0","52.2","41.963793918090865"
"81.0","0.0","1.0","92.0","84.0","51.6","41.878872955226484"
"85.0","0.0","1.0","97.0","77.0","52.0","42.529989419232166"
"92.0","0.0","0.0","86.0","51.0","45.8","39.9319421015307"
"88.0","0.0","1.0","90.0","72.0","50.2","41.058007745140294"
"85.0","0.0","0.0","97.0","76.0","51.6","42.65489420922293"
"89.0","0.0","1.0","94.0","83.0","53.4","43.33405127610388"
"88.0","0.0","1.0","91.0","77.0","51.4","41.821525558018564"
"80.0","1.0","2.0","92.0","80.0","51.0","40.65464303127012"
"88.0","0.0","0.0","95.0","83.0","53.2","43.60458691468135"
"86.0","1.0","0.0","92.0","66.0","49.0","40.52653451752321"
"90.0","0.0","2.0","92.0","82.0","53.2","42.756987733001026"
"87.0","0.0","1.0","97.0","73.0","51.6","42.415091653797"
"92.0","0.0","0.0","93.0","83.0","53.6","43.90261951182412"
"77.0","0.0","1.0","94.0","80.0","50.4","41.14656729303187"
"68.0","1.0","1.0","99.0","76.0","49.0","40.49197451347612"
"92.0","1.0","1.0","91.0","78.0","52.6","42.41980669451477"
"77.0","0.0","2.0","89.0","61.0","45.8","37.64784190362045"
"92.0","0.0","0.0","92.0","93.0","55.4","45.23538437992983"
"90.0","0.0","1.0","96.0","77.0","52.8","43.14348154704253"
"89.0","0.0","1.0","93.0","73.0","51.2","41.93518808828691"
"95.0","2.0","0.0","93.0","88.0","55.6","44.64347656713129"
"92.0","0.0","0.0","94.0","83.0","53.8","44.08355702526737"
"86.0","0.0","0.0","95.0","84.0","53.0","43.43270657004926"
"93.0","0.0","0.0","99.0","80.0","54.4","44.840160570631326"
"86.0","0.0","0.0","94.0","88.0","53.6","43.84335753566326"
"90.0","0.0","3.0","96.0","77.0","53.2","42.668020811844556"
"88.0","0.0","0.0","92.0","72.0","50.4","41.69220550654522"
"83.0","0.0","0.0","86.0","80.0","49.8","40.705773546267366"
"83.0","0.0","0.0","98.0","80.0","52.2","43.05531326096699"
"91.0","0.0","1.0","90.0","84.0","53.2","43.09709967039545"
"84.0","0.0","0.0","89.0","81.0","50.8","41.55670824307431"
"90.0","0.0","0.0","89.0","73.0","50.4","41.591345253550045"
"86.0","0.0","3.0","93.0","84.0","53.2","42.32918614856657"
"85.0","0.0","0.0","94.0","89.0","53.6","43.85704048382654"
"85.0","1.0","0.0","96.0","93.0","55.0","44.64526850630423"
"71.0","0.0","4.0","95.0","82.0","50.4","40.262141026030896"
"83.0","0.0","0.0","96.0","90.0","53.8","44.11983680840173"
"88.0","1.0","1.0","95.0","94.0","55.8","44.80803499373745"
"91.0","0.0","1.0","88.0","92.0","54.4","44.029989779694475"
"89.0","0.0","0.0","95.0","86.0","54.0","44.18597062416984"
"78.0","1.0","0.0","93.0","78.0","50.0","40.78725291068277"
"82.0","0.0","1.0","92.0","81.0","51.2","41.57595458916127"
"88.0","0.0","0.0","91.0","86.0","53.0","43.30357952871795"
"90.0","1.0","0.0","90.0","80.0","52.2","42.37168866118036"
"69.0","1.0","0.0","88.0","89.0","49.4","40.5590926920216"
"64.0","1.0","0.0","94.0","78.0","47.4","39.45427733465663"
"69.0","0.0","0.0","93.0","75.0","47.4","39.4998734175187"
"91.0","0.0","1.0","94.0","76.0","52.4","42.81401639650268"
"79.0","0.0","1.0","93.0","77.0","50.0","40.792156108742276"
"87.0","0.0","3.0","93.0","86.0","53.8","42.780369329869046"
"73.0","0.0","0.0","92.0","84.0","49.8","41.10669045301506"
"83.0","0.0","0.0","86.0","89.0","51.6","42.17392559390221"
"86.0","0.0","0.0","89.0","101.0","55.2","45.34931090986941"
"87.0","0.0","3.0","94.0","85.0","53.8","42.81775332732908"
"85.0","0.0","0.0","96.0","71.0","50.4","41.90751722543344"
"85.0","0.0","0.0","86.0","74.0","49.0","40.22934252507739"
"90.0","0.0","4.0","94.0","81.0","53.8","42.522464651052395"
"85.0","0.0","0.0","87.0","83.0","51.0","41.66053288185354"
"94.0","0.0","2.0","92.0","85.0","54.6","43.87071916438116"
"79.0","1.0","0.0","91.0","83.0","50.8","41.25239386993196"
"93.0","0.0","1.0","89.0","71.0","50.8","41.73439828247198"
"86.0","1.0","2.0","93.0","85.0","53.4","42.46692830897945"
"85.0","1.0","0.0","96.0","86.0","53.6","43.527462595469544"
"74.0","0.0","2.0","88.0","80.0","48.8","39.2856207791095"
"78.0","0.0","2.0","91.0","89.0","52.0","41.88078318274385"
"88.0","0.0","0.0","88.0","87.0","52.6","42.94927240361587"
"75.0","0.0","3.0","90.0","79.0","49.4","39.4289233938742"
"78.0","2.0","1.0","86.0","81.0","49.6","39.35784546948677"
"86.0","0.0","1.0","90.0","87.0","52.8","42.72423200011909"
"88.0","0.0","2.0","88.0","90.0","53.6","42.95858470666835"
"82.0","1.0","1.0","91.0","87.0","52.4","42.06471205178992"
"89.0","0.0","1.0","87.0","84.0","52.2","42.24405283587265"
"81.0","1.0","3.0","90.0","89.0","52.8","41.6"
"80.0","0.0","1.0","89.0","93.0","52.6","42.7485672274522"
"89.0","0.0","1.0","89.0","87.0","53.2","43.03672850020085"
"89.0","0.0","0.0","91.0","75.0","51.0","42.004761634843256"
"77.0","1.0","2.0","92.0","86.0","51.6","41.18543431845779"
"89.0","1.0","0.0","87.0","87.0","52.8","42.71018613867189"
"93.0","0.0","0.0","85.0","91.0","53.8","44.00636317624986"
"86.0","0.0","0.0","91.0","82.0","51.8","42.390564987978166"
"90.0","0.0","1.0","91.0","96.0","55.6","45.035985611508494"
"87.0","0.0","1.0","98.0","84.0","54.0","43.93176527297759"
"85.0","1.0","0.0","90.0","92.0","53.6","43.41704734318077"
"83.0","1.0","2.0","85.0","81.0","50.4","39.94796615598847"
"87.0","1.0","1.0","95.0","79.0","52.6","42.433948673202686"
"77.0","0.0","0.0","97.0","79.0","50.6","41.897971311269956"
"75.0","0.0","3.0","96.0","87.0","52.2","41.939957081523104"
"77.0","0.0","0.0","93.0","79.0","49.8","41.033644732097585"
"84.0","1.0","1.0","95.0","94.0","55.0","44.25833254879809"
"78.0","0.0","1.0","93.0","80.0","50.4","41.0687228922449"
"81.0","0.0","2.0","93.0","83.0","51.8","41.68165063910018"
"76.0","0.0","1.0","98.0","76.0","50.2","41.368587116313265"
"83.0","0.0","0.0","92.0","91.0","53.2","43.54951205237551"
"84.0","0.0","0.0","90.0","85.0","51.8","42.3433583930231"
"75.0","1.0","1.0","90.0","82.0","49.8","40.12679902509045"
"85.0","0.0","0.0","95.0","86.0","53.2","43.577058184324464"
"83.0","1.0","1.0","94.0","89.0","53.6","43.08874563038474"
"83.0","1.0","1.0","96.0","95.0","55.2","44.48999887615193"
"84.0","0.0","3.0","95.0","76.0","51.6","41.359883945678575"
"87.0","0.0","1.0","96.0","86.0","54.0","43.82236871735712"
"88.0","0.0","2.0","95.0","85.0","54.0","43.40046082704652"
"90.0","0.0","0.0","95.0","81.0","53.2","43.66875313081425"
"91.0","0.0","0.0","95.0","79.0","53.0","43.59357750861932"
"92.0","0.0","0.0","90.0","96.0","55.6","45.43830982772137"
"92.0","0.0","0.0","95.0","88.0","55.0","44.96220635155708"
"89.0","0.0","0.0","89.0","86.0","52.8","43.12493478255938"
"86.0","0.0","1.0","88.0","83.0","51.6","41.754520713331154"
"77.0","1.0","2.0","91.0","86.0","51.4","40.99073065950398"
"90.0","1.0","0.0","90.0","85.0","53.2","43.06924656875251"
"88.0","1.0","0.0","92.0","76.0","51.4","41.8931975385026"
"88.0","1.0","3.0","89.0","84.0","53.0","41.679731285122266"
"90.0","0.0","1.0","92.0","87.0","54.0","43.71269838387926"
"86.0","0.0","1.0","96.0","59.0","48.4","40.94191006780216"
"89.0","0.0","0.0","93.0","89.0","54.2","44.27821134598822"
"89.0","0.0","0.0","92.0","81.0","52.4","42.935300161987925"
"82.0","0.0","0.0","95.0","80.0","51.4","42.282857046325525"
"92.0","0.0","0.0","89.0","79.0","52.0","42.67551991481768"
"62.0","0.0","1.0","94.0","67.0","44.8","37.7751240898028"
"71.0","0.0","0.0","98.0","83.0","50.4","42.03141682123029"
"90.0","0.0","1.0","88.0","82.0","52.2","42.29609911091092"
"85.0","0.0","0.0","95.0","94.0","54.8","44.879393935301756"
"84.0","0.0","0.0","92.0","76.0","50.4","41.46130726351981"
"72.0","1.0","0.0","98.0","85.0","51.2","42.206160687747946"
"88.0","2.0","3.0","97.0","88.0","55.6","43.481490314845466"
"76.0","0.0","0.0","94.0","72.0","48.4","40.207461994013"
"78.0","0.0","1.0","88.0","83.0","50.0","40.541336929114706"
